codice_provincia,provincia,anno,sezione_ateco,indicatore,valore
012,Varese,2020,A,denunce,3
012,Varese,2020,B,denunce,2
012,Varese,2020,C,casi_mortali,3
012,Varese,2020,C,denunce,1635
012,Varese,2020,D,denunce,8
012,Varese,2020,E,casi_mortali,1
012,Varese,2020,E,denunce,119
012,Varese,2020,F,casi_mortali,3
012,Varese,2020,F,denunce,420
012,Varese,2020,G,casi_mortali,1
012,Varese,2020,G,denunce,588
012,Varese,2020,H,casi_mortali,1
012,Varese,2020,H,denunce,676
012,Varese,2020,I,denunce,276
012,Varese,2020,J,denunce,24
012,Varese,2020,K,casi_mortali,1
012,Varese,2020,K,denunce,40
012,Varese,2020,L,denunce,15
012,Varese,2020,M,denunce,65
012,Varese,2020,N,casi_mortali,1
012,Varese,2020,N,denunce,346
012,Varese,2020,O,casi_mortali,1
012,Varese,2020,O,denunce,114
012,Varese,2020,P,denunce,115
012,Varese,2020,Q,casi_mortali,3
012,Varese,2020,Q,denunce,4190
012,Varese,2020,R,denunce,31
012,Varese,2020,S,casi_mortali,1
012,Varese,2020,S,denunce,69
012,Varese,2020,non determinato,casi_mortali,2
012,Varese,2020,non determinato,denunce,1388
012,Varese,2020,totale,casi_mortali,18
012,Varese,2020,totale,denunce,10124
012,Varese,2021,A,denunce,2
012,Varese,2021,B,denunce,4
012,Varese,2021,C,casi_mortali,2
012,Varese,2021,C,denunce,1946
012,Varese,2021,D,denunce,3
012,Varese,2021,E,denunce,119
012,Varese,2021,F,casi_mortali,3
012,Varese,2021,F,denunce,526
012,Varese,2021,G,casi_mortali,1
012,Varese,2021,G,denunce,642
012,Varese,2021,H,casi_mortali,2
012,Varese,2021,H,denunce,931
012,Varese,2021,I,denunce,316
012,Varese,2021,J,denunce,45
012,Varese,2021,K,denunce,27
012,Varese,2021,L,denunce,16
012,Varese,2021,M,casi_mortali,1
012,Varese,2021,M,denunce,71
012,Varese,2021,N,denunce,382
012,Varese,2021,O,denunce,97
012,Varese,2021,P,denunce,162
012,Varese,2021,Q,denunce,1351
012,Varese,2021,R,denunce,72
012,Varese,2021,S,denunce,95
012,Varese,2021,non determinato,casi_mortali,4
012,Varese,2021,non determinato,denunce,1854
012,Varese,2021,totale,casi_mortali,13
012,Varese,2021,totale,denunce,8661
012,Varese,2022,A,denunce,2
012,Varese,2022,B,denunce,6
012,Varese,2022,C,casi_mortali,4
012,Varese,2022,C,denunce,1938
012,Varese,2022,D,denunce,18
012,Varese,2022,E,denunce,138
012,Varese,2022,F,casi_mortali,6
012,Varese,2022,F,denunce,561
012,Varese,2022,G,casi_mortali,1
012,Varese,2022,G,denunce,746
012,Varese,2022,H,casi_mortali,4
012,Varese,2022,H,denunce,1037
012,Varese,2022,I,denunce,426
012,Varese,2022,J,denunce,35
012,Varese,2022,K,denunce,36
012,Varese,2022,L,denunce,14
012,Varese,2022,M,denunce,106
012,Varese,2022,N,denunce,465
012,Varese,2022,O,denunce,98
012,Varese,2022,P,denunce,177
012,Varese,2022,Q,denunce,1601
012,Varese,2022,R,denunce,59
012,Varese,2022,S,casi_mortali,1
012,Varese,2022,S,denunce,79
012,Varese,2022,non determinato,casi_mortali,1
012,Varese,2022,non determinato,denunce,2391
012,Varese,2022,totale,casi_mortali,17
012,Varese,2022,totale,denunce,9933
012,Varese,2023,A,denunce,3
012,Varese,2023,B,denunce,4
012,Varese,2023,C,casi_mortali,2
012,Varese,2023,C,denunce,1976
012,Varese,2023,D,denunce,10
012,Varese,2023,E,denunce,159
012,Varese,2023,F,denunce,529
012,Varese,2023,G,casi_mortali,1
012,Varese,2023,G,denunce,791
012,Varese,2023,H,casi_mortali,2
012,Varese,2023,H,denunce,1013
012,Varese,2023,I,denunce,474
012,Varese,2023,J,denunce,38
012,Varese,2023,K,denunce,41
012,Varese,2023,L,denunce,17
012,Varese,2023,M,denunce,78
012,Varese,2023,N,denunce,493
012,Varese,2023,O,casi_mortali,1
012,Varese,2023,O,denunce,101
012,Varese,2023,P,casi_mortali,1
012,Varese,2023,P,denunce,224
012,Varese,2023,Q,denunce,726
012,Varese,2023,R,denunce,62
012,Varese,2023,S,denunce,80
012,Varese,2023,non determinato,casi_mortali,1
012,Varese,2023,non determinato,denunce,2492
012,Varese,2023,totale,casi_mortali,8
012,Varese,2023,totale,denunce,9311
012,Varese,2024,A,denunce,2
012,Varese,2024,B,denunce,2
012,Varese,2024,C,casi_mortali,4
012,Varese,2024,C,denunce,1834
012,Varese,2024,D,denunce,15
012,Varese,2024,E,denunce,164
012,Varese,2024,F,casi_mortali,1
012,Varese,2024,F,denunce,620
012,Varese,2024,G,casi_mortali,2
012,Varese,2024,G,denunce,733
012,Varese,2024,H,casi_mortali,1
012,Varese,2024,H,denunce,1059
012,Varese,2024,I,denunce,442
012,Varese,2024,J,denunce,36
012,Varese,2024,K,denunce,36
012,Varese,2024,L,denunce,11
012,Varese,2024,M,denunce,97
012,Varese,2024,N,casi_mortali,1
012,Varese,2024,N,denunce,535
012,Varese,2024,O,denunce,105
012,Varese,2024,P,denunce,383
012,Varese,2024,Q,denunce,695
012,Varese,2024,R,denunce,67
012,Varese,2024,S,denunce,78
012,Varese,2024,non determinato,denunce,2993
012,Varese,2024,totale,casi_mortali,9
012,Varese,2024,totale,denunce,9907
013,Como,2020,A,denunce,5
013,Como,2020,B,denunce,1
013,Como,2020,C,casi_mortali,3
013,Como,2020,C,denunce,828
013,Como,2020,D,denunce,4
013,Como,2020,E,denunce,59
013,Como,2020,F,casi_mortali,1
013,Como,2020,F,denunce,273
013,Como,2020,G,casi_mortali,2
013,Como,2020,G,denunce,333
013,Como,2020,H,casi_mortali,1
013,Como,2020,H,denunce,308
013,Como,2020,I,denunce,191
013,Como,2020,J,denunce,19
013,Como,2020,K,denunce,19
013,Como,2020,L,denunce,12
013,Como,2020,M,denunce,33
013,Como,2020,N,casi_mortali,1
013,Como,2020,N,denunce,211
013,Como,2020,O,casi_mortali,2
013,Como,2020,O,denunce,64
013,Como,2020,P,denunce,53
013,Como,2020,Q,casi_mortali,3
013,Como,2020,Q,denunce,2443
013,Como,2020,R,denunce,27
013,Como,2020,S,denunce,35
013,Como,2020,non determinato,denunce,923
013,Como,2020,totale,casi_mortali,13
013,Como,2020,totale,denunce,5841
013,Como,2021,A,denunce,4
013,Como,2021,B,denunce,3
013,Como,2021,C,casi_mortali,2
013,Como,2021,C,denunce,986
013,Como,2021,D,denunce,6
013,Como,2021,E,denunce,87
013,Como,2021,F,casi_mortali,2
013,Como,2021,F,denunce,356
013,Como,2021,G,casi_mortali,1
013,Como,2021,G,denunce,421
013,Como,2021,H,casi_mortali,1
013,Como,2021,H,denunce,445
013,Como,2021,I,casi_mortali,2
013,Como,2021,I,denunce,211
013,Como,2021,J,denunce,27
013,Como,2021,K,denunce,20
013,Como,2021,L,denunce,20
013,Como,2021,M,denunce,39
013,Como,2021,N,casi_mortali,1
013,Como,2021,N,denunce,204
013,Como,2021,O,denunce,63
013,Como,2021,P,casi_mortali,1
013,Como,2021,P,denunce,68
013,Como,2021,Q,casi_mortali,1
013,Como,2021,Q,denunce,898
013,Como,2021,R,denunce,28
013,Como,2021,S,denunce,41
013,Como,2021,T,denunce,1
013,Como,2021,non determinato,casi_mortali,3
013,Como,2021,non determinato,denunce,1246
013,Como,2021,totale,casi_mortali,14
013,Como,2021,totale,denunce,5174
013,Como,2022,A,denunce,4
013,Como,2022,B,denunce,1
013,Como,2022,C,denunce,1083
013,Como,2022,D,denunce,12
013,Como,2022,E,denunce,99
013,Como,2022,F,casi_mortali,2
013,Como,2022,F,denunce,371
013,Como,2022,G,casi_mortali,1
013,Como,2022,G,denunce,444
013,Como,2022,H,casi_mortali,1
013,Como,2022,H,denunce,417
013,Como,2022,I,casi_mortali,1
013,Como,2022,I,denunce,302
013,Como,2022,J,denunce,22
013,Como,2022,K,denunce,26
013,Como,2022,L,denunce,8
013,Como,2022,M,denunce,35
013,Como,2022,N,denunce,213
013,Como,2022,O,denunce,56
013,Como,2022,P,denunce,103
013,Como,2022,Q,denunce,573
013,Como,2022,R,denunce,58
013,Como,2022,S,casi_mortali,1
013,Como,2022,S,denunce,33
013,Como,2022,T,denunce,1
013,Como,2022,non determinato,casi_mortali,4
013,Como,2022,non determinato,denunce,1325
013,Como,2022,totale,casi_mortali,10
013,Como,2022,totale,denunce,5186
013,Como,2023,A,denunce,6
013,Como,2023,B,denunce,1
013,Como,2023,C,casi_mortali,2
013,Como,2023,C,denunce,1038
013,Como,2023,D,denunce,8
013,Como,2023,E,denunce,91
013,Como,2023,F,casi_mortali,1
013,Como,2023,F,denunce,394
013,Como,2023,G,casi_mortali,2
013,Como,2023,G,denunce,451
013,Como,2023,H,casi_mortali,2
013,Como,2023,H,denunce,359
013,Como,2023,I,denunce,315
013,Como,2023,J,denunce,20
013,Como,2023,K,denunce,22
013,Como,2023,L,denunce,5
013,Como,2023,M,denunce,33
013,Como,2023,N,denunce,225
013,Como,2023,O,casi_mortali,1
013,Como,2023,O,denunce,52
013,Como,2023,P,denunce,97
013,Como,2023,Q,denunce,443
013,Como,2023,R,denunce,35
013,Como,2023,S,denunce,31
013,Como,2023,non determinato,denunce,1472
013,Como,2023,totale,casi_mortali,8
013,Como,2023,totale,denunce,5098
013,Como,2024,A,denunce,6
013,Como,2024,B,denunce,2
013,Como,2024,C,casi_mortali,3
013,Como,2024,C,denunce,1055
013,Como,2024,D,denunce,12
013,Como,2024,E,denunce,83
013,Como,2024,F,casi_mortali,1
013,Como,2024,F,denunce,384
013,Como,2024,G,casi_mortali,1
013,Como,2024,G,denunce,432
013,Como,2024,H,casi_mortali,1
013,Como,2024,H,denunce,333
013,Como,2024,I,casi_mortali,1
013,Como,2024,I,denunce,330
013,Como,2024,J,denunce,11
013,Como,2024,K,denunce,26
013,Como,2024,L,denunce,8
013,Como,2024,M,denunce,71
013,Como,2024,N,denunce,212
013,Como,2024,O,denunce,71
013,Como,2024,P,denunce,131
013,Como,2024,Q,denunce,400
013,Como,2024,R,denunce,37
013,Como,2024,S,denunce,29
013,Como,2024,U,denunce,1
013,Como,2024,non determinato,casi_mortali,1
013,Como,2024,non determinato,denunce,1622
013,Como,2024,totale,casi_mortali,8
013,Como,2024,totale,denunce,5256
014,Sondrio,2020,A,denunce,3
014,Sondrio,2020,B,denunce,4
014,Sondrio,2020,C,denunce,339
014,Sondrio,2020,D,denunce,5
014,Sondrio,2020,E,denunce,14
014,Sondrio,2020,F,casi_mortali,1
014,Sondrio,2020,F,denunce,163
014,Sondrio,2020,G,denunce,130
014,Sondrio,2020,H,casi_mortali,4
014,Sondrio,2020,H,denunce,115
014,Sondrio,2020,I,denunce,76
014,Sondrio,2020,J,denunce,5
014,Sondrio,2020,K,denunce,7
014,Sondrio,2020,L,denunce,1
014,Sondrio,2020,M,denunce,16
014,Sondrio,2020,N,denunce,32
014,Sondrio,2020,O,denunce,19
014,Sondrio,2020,P,denunce,11
014,Sondrio,2020,Q,casi_mortali,2
014,Sondrio,2020,Q,denunce,1029
014,Sondrio,2020,R,denunce,6
014,Sondrio,2020,S,denunce,14
014,Sondrio,2020,non determinato,casi_mortali,2
014,Sondrio,2020,non determinato,denunce,509
014,Sondrio,2020,totale,casi_mortali,9
014,Sondrio,2020,totale,denunce,2498
014,Sondrio,2021,A,denunce,10
014,Sondrio,2021,B,denunce,4
014,Sondrio,2021,C,casi_mortali,1
014,Sondrio,2021,C,denunce,354
014,Sondrio,2021,D,denunce,12
014,Sondrio,2021,E,denunce,10
014,Sondrio,2021,F,denunce,209
014,Sondrio,2021,G,denunce,147
014,Sondrio,2021,H,denunce,102
014,Sondrio,2021,I,denunce,72
014,Sondrio,2021,J,denunce,5
014,Sondrio,2021,K,denunce,11
014,Sondrio,2021,L,denunce,3
014,Sondrio,2021,M,denunce,18
014,Sondrio,2021,N,denunce,67
014,Sondrio,2021,O,denunce,14
014,Sondrio,2021,P,denunce,10
014,Sondrio,2021,Q,denunce,298
014,Sondrio,2021,R,denunce,8
014,Sondrio,2021,S,denunce,10
014,Sondrio,2021,non determinato,casi_mortali,1
014,Sondrio,2021,non determinato,denunce,603
014,Sondrio,2021,totale,casi_mortali,2
014,Sondrio,2021,totale,denunce,1967
014,Sondrio,2022,A,casi_mortali,2
014,Sondrio,2022,A,denunce,8
014,Sondrio,2022,B,denunce,6
014,Sondrio,2022,C,casi_mortali,1
014,Sondrio,2022,C,denunce,388
014,Sondrio,2022,D,denunce,7
014,Sondrio,2022,E,denunce,16
014,Sondrio,2022,F,denunce,210
014,Sondrio,2022,G,casi_mortali,1
014,Sondrio,2022,G,denunce,150
014,Sondrio,2022,H,casi_mortali,1
014,Sondrio,2022,H,denunce,175
014,Sondrio,2022,I,denunce,104
014,Sondrio,2022,J,denunce,6
014,Sondrio,2022,K,denunce,8
014,Sondrio,2022,L,denunce,3
014,Sondrio,2022,M,denunce,9
014,Sondrio,2022,N,denunce,58
014,Sondrio,2022,O,denunce,28
014,Sondrio,2022,P,denunce,16
014,Sondrio,2022,Q,denunce,283
014,Sondrio,2022,R,denunce,18
014,Sondrio,2022,S,denunce,14
014,Sondrio,2022,non determinato,casi_mortali,1
014,Sondrio,2022,non determinato,denunce,712
014,Sondrio,2022,totale,casi_mortali,6
014,Sondrio,2022,totale,denunce,2219
014,Sondrio,2023,A,denunce,5
014,Sondrio,2023,C,denunce,392
014,Sondrio,2023,D,casi_mortali,1
014,Sondrio,2023,D,denunce,4
014,Sondrio,2023,E,denunce,15
014,Sondrio,2023,F,denunce,226
014,Sondrio,2023,G,casi_mortali,1
014,Sondrio,2023,G,denunce,154
014,Sondrio,2023,H,denunce,132
014,Sondrio,2023,I,casi_mortali,1
014,Sondrio,2023,I,denunce,112
014,Sondrio,2023,J,denunce,5
014,Sondrio,2023,K,denunce,11
014,Sondrio,2023,L,denunce,2
014,Sondrio,2023,M,denunce,14
014,Sondrio,2023,N,casi_mortali,2
014,Sondrio,2023,N,denunce,55
014,Sondrio,2023,O,denunce,19
014,Sondrio,2023,P,denunce,14
014,Sondrio,2023,Q,denunce,157
014,Sondrio,2023,R,denunce,14
014,Sondrio,2023,S,denunce,8
014,Sondrio,2023,non determinato,denunce,750
014,Sondrio,2023,totale,casi_mortali,5
014,Sondrio,2023,totale,denunce,2089
014,Sondrio,2024,A,denunce,4
014,Sondrio,2024,B,denunce,7
014,Sondrio,2024,C,casi_mortali,1
014,Sondrio,2024,C,denunce,405
014,Sondrio,2024,D,denunce,3
014,Sondrio,2024,E,denunce,14
014,Sondrio,2024,F,casi_mortali,3
014,Sondrio,2024,F,denunce,239
014,Sondrio,2024,G,denunce,154
014,Sondrio,2024,H,denunce,120
014,Sondrio,2024,I,denunce,146
014,Sondrio,2024,J,denunce,4
014,Sondrio,2024,K,denunce,9
014,Sondrio,2024,L,denunce,4
014,Sondrio,2024,M,denunce,19
014,Sondrio,2024,N,denunce,64
014,Sondrio,2024,O,denunce,18
014,Sondrio,2024,P,denunce,29
014,Sondrio,2024,Q,denunce,145
014,Sondrio,2024,R,denunce,13
014,Sondrio,2024,S,denunce,12
014,Sondrio,2024,non determinato,denunce,778
014,Sondrio,2024,totale,casi_mortali,4
014,Sondrio,2024,totale,denunce,2187
015,Milano,2020,A,denunce,8
015,Milano,2020,B,denunce,6
015,Milano,2020,C,casi_mortali,7
015,Milano,2020,C,denunce,2805
015,Milano,2020,D,denunce,64
015,Milano,2020,E,casi_mortali,3
015,Milano,2020,E,denunce,512
015,Milano,2020,F,casi_mortali,9
015,Milano,2020,F,denunce,1753
015,Milano,2020,G,casi_mortali,4
015,Milano,2020,G,denunce,2597
015,Milano,2020,H,casi_mortali,14
015,Milano,2020,H,denunce,3022
015,Milano,2020,I,casi_mortali,7
015,Milano,2020,I,denunce,1519
015,Milano,2020,J,denunce,450
015,Milano,2020,K,casi_mortali,3
015,Milano,2020,K,denunce,422
015,Milano,2020,L,casi_mortali,1
015,Milano,2020,L,denunce,162
015,Milano,2020,M,casi_mortali,4
015,Milano,2020,M,denunce,532
015,Milano,2020,N,casi_mortali,3
015,Milano,2020,N,denunce,2093
015,Milano,2020,O,casi_mortali,7
015,Milano,2020,O,denunce,1370
015,Milano,2020,P,casi_mortali,3
015,Milano,2020,P,denunce,471
015,Milano,2020,Q,casi_mortali,15
015,Milano,2020,Q,denunce,15408
015,Milano,2020,R,denunce,225
015,Milano,2020,S,casi_mortali,1
015,Milano,2020,S,denunce,275
015,Milano,2020,T,denunce,6
015,Milano,2020,U,denunce,4
015,Milano,2020,non determinato,casi_mortali,5
015,Milano,2020,non determinato,denunce,5949
015,Milano,2020,totale,casi_mortali,86
015,Milano,2020,totale,denunce,39653
015,Milano,2021,A,denunce,15
015,Milano,2021,B,denunce,8
015,Milano,2021,C,casi_mortali,6
015,Milano,2021,C,denunce,3465
015,Milano,2021,D,denunce,66
015,Milano,2021,E,casi_mortali,1
015,Milano,2021,E,denunce,627
015,Milano,2021,F,casi_mortali,7
015,Milano,2021,F,denunce,2395
015,Milano,2021,G,casi_mortali,8
015,Milano,2021,G,denunce,3208
015,Milano,2021,H,casi_mortali,13
015,Milano,2021,H,denunce,3836
015,Milano,2021,I,casi_mortali,2
015,Milano,2021,I,denunce,1725
015,Milano,2021,J,casi_mortali,1
015,Milano,2021,J,denunce,521
015,Milano,2021,K,casi_mortali,1
015,Milano,2021,K,denunce,390
015,Milano,2021,L,casi_mortali,1
015,Milano,2021,L,denunce,168
015,Milano,2021,M,denunce,599
015,Milano,2021,N,casi_mortali,2
015,Milano,2021,N,denunce,2337
015,Milano,2021,O,casi_mortali,3
015,Milano,2021,O,denunce,1365
015,Milano,2021,P,denunce,591
015,Milano,2021,Q,casi_mortali,1
015,Milano,2021,Q,denunce,6104
015,Milano,2021,R,casi_mortali,1
015,Milano,2021,R,denunce,245
015,Milano,2021,S,casi_mortali,1
015,Milano,2021,S,denunce,311
015,Milano,2021,T,denunce,11
015,Milano,2021,U,denunce,3
015,Milano,2021,non determinato,casi_mortali,8
015,Milano,2021,non determinato,denunce,7896
015,Milano,2021,totale,casi_mortali,56
015,Milano,2021,totale,denunce,35886
015,Milano,2022,A,denunce,6
015,Milano,2022,B,denunce,3
015,Milano,2022,C,casi_mortali,11
015,Milano,2022,C,denunce,3722
015,Milano,2022,D,denunce,83
015,Milano,2022,E,casi_mortali,2
015,Milano,2022,E,denunce,640
015,Milano,2022,F,casi_mortali,14
015,Milano,2022,F,denunce,2505
015,Milano,2022,G,casi_mortali,4
015,Milano,2022,G,denunce,3476
015,Milano,2022,H,casi_mortali,11
015,Milano,2022,H,denunce,4112
015,Milano,2022,I,casi_mortali,4
015,Milano,2022,I,denunce,2621
015,Milano,2022,J,casi_mortali,1
015,Milano,2022,J,denunce,565
015,Milano,2022,K,denunce,483
015,Milano,2022,L,casi_mortali,2
015,Milano,2022,L,denunce,183
015,Milano,2022,M,casi_mortali,3
015,Milano,2022,M,denunce,696
015,Milano,2022,N,casi_mortali,4
015,Milano,2022,N,denunce,2608
015,Milano,2022,O,casi_mortali,1
015,Milano,2022,O,denunce,1454
015,Milano,2022,P,casi_mortali,1
015,Milano,2022,P,denunce,838
015,Milano,2022,Q,casi_mortali,3
015,Milano,2022,Q,denunce,13109
015,Milano,2022,R,denunce,327
015,Milano,2022,S,casi_mortali,1
015,Milano,2022,S,denunce,302
015,Milano,2022,T,denunce,4
015,Milano,2022,U,denunce,1
015,Milano,2022,non determinato,casi_mortali,7
015,Milano,2022,non determinato,denunce,9603
015,Milano,2022,totale,casi_mortali,69
015,Milano,2022,totale,denunce,47341
015,Milano,2023,A,denunce,14
015,Milano,2023,B,denunce,10
015,Milano,2023,C,casi_mortali,5
015,Milano,2023,C,denunce,3818
015,Milano,2023,D,denunce,79
015,Milano,2023,E,denunce,623
015,Milano,2023,F,casi_mortali,9
015,Milano,2023,F,denunce,2399
015,Milano,2023,G,casi_mortali,5
015,Milano,2023,G,denunce,3293
015,Milano,2023,H,casi_mortali,12
015,Milano,2023,H,denunce,3679
015,Milano,2023,I,casi_mortali,3
015,Milano,2023,I,denunce,2442
015,Milano,2023,J,casi_mortali,1
015,Milano,2023,J,denunce,588
015,Milano,2023,K,casi_mortali,2
015,Milano,2023,K,denunce,565
015,Milano,2023,L,casi_mortali,2
015,Milano,2023,L,denunce,189
015,Milano,2023,M,casi_mortali,2
015,Milano,2023,M,denunce,769
015,Milano,2023,N,casi_mortali,6
015,Milano,2023,N,denunce,2664
015,Milano,2023,O,casi_mortali,1
015,Milano,2023,O,denunce,688
015,Milano,2023,P,denunce,659
015,Milano,2023,Q,casi_mortali,1
015,Milano,2023,Q,denunce,3897
015,Milano,2023,R,denunce,320
015,Milano,2023,S,casi_mortali,1
015,Milano,2023,S,denunce,287
015,Milano,2023,T,denunce,5
015,Milano,2023,non determinato,casi_mortali,6
015,Milano,2023,non determinato,denunce,9705
015,Milano,2023,totale,casi_mortali,56
015,Milano,2023,totale,denunce,36693
015,Milano,2024,A,denunce,11
015,Milano,2024,B,denunce,5
015,Milano,2024,C,casi_mortali,8
015,Milano,2024,C,denunce,3644
015,Milano,2024,D,casi_mortali,1
015,Milano,2024,D,denunce,90
015,Milano,2024,E,casi_mortali,5
015,Milano,2024,E,denunce,624
015,Milano,2024,F,casi_mortali,9
015,Milano,2024,F,denunce,2373
015,Milano,2024,G,casi_mortali,5
015,Milano,2024,G,denunce,3659
015,Milano,2024,H,casi_mortali,7
015,Milano,2024,H,denunce,3574
015,Milano,2024,I,denunce,2554
015,Milano,2024,J,casi_mortali,4
015,Milano,2024,J,denunce,599
015,Milano,2024,K,casi_mortali,1
015,Milano,2024,K,denunce,526
015,Milano,2024,L,denunce,177
015,Milano,2024,M,denunce,739
015,Milano,2024,N,casi_mortali,6
015,Milano,2024,N,denunce,2747
015,Milano,2024,O,casi_mortali,2
015,Milano,2024,O,denunce,887
015,Milano,2024,P,denunce,715
015,Milano,2024,Q,casi_mortali,1
015,Milano,2024,Q,denunce,3120
015,Milano,2024,R,casi_mortali,1
015,Milano,2024,R,denunce,349
015,Milano,2024,S,denunce,346
015,Milano,2024,T,denunce,11
015,Milano,2024,U,denunce,3
015,Milano,2024,non determinato,casi_mortali,3
015,Milano,2024,non determinato,denunce,9946
015,Milano,2024,totale,casi_mortali,53
015,Milano,2024,totale,denunce,36699
016,Bergamo,2020,A,denunce,6
016,Bergamo,2020,B,denunce,1
016,Bergamo,2020,C,casi_mortali,12
016,Bergamo,2020,C,denunce,2558
016,Bergamo,2020,D,denunce,11
016,Bergamo,2020,E,denunce,134
016,Bergamo,2020,F,casi_mortali,4
016,Bergamo,2020,F,denunce,736
016,Bergamo,2020,G,casi_mortali,8
016,Bergamo,2020,G,denunce,693
016,Bergamo,2020,H,casi_mortali,11
016,Bergamo,2020,H,denunce,734
016,Bergamo,2020,I,casi_mortali,1
016,Bergamo,2020,I,denunce,285
016,Bergamo,2020,J,casi_mortali,1
016,Bergamo,2020,J,denunce,60
016,Bergamo,2020,K,denunce,45
016,Bergamo,2020,L,denunce,22
016,Bergamo,2020,M,denunce,53
016,Bergamo,2020,N,casi_mortali,4
016,Bergamo,2020,N,denunce,412
016,Bergamo,2020,O,casi_mortali,3
016,Bergamo,2020,O,denunce,137
016,Bergamo,2020,P,denunce,159
016,Bergamo,2020,Q,casi_mortali,13
016,Bergamo,2020,Q,denunce,3643
016,Bergamo,2020,R,denunce,49
016,Bergamo,2020,S,casi_mortali,2
016,Bergamo,2020,S,denunce,66
016,Bergamo,2020,T,denunce,1
016,Bergamo,2020,non determinato,casi_mortali,10
016,Bergamo,2020,non determinato,denunce,2298
016,Bergamo,2020,totale,casi_mortali,69
016,Bergamo,2020,totale,denunce,12103
016,Bergamo,2021,A,denunce,12
016,Bergamo,2021,B,denunce,9
016,Bergamo,2021,C,casi_mortali,6
016,Bergamo,2021,C,denunce,3281
016,Bergamo,2021,D,denunce,16
016,Bergamo,2021,E,denunce,153
016,Bergamo,2021,F,casi_mortali,6
016,Bergamo,2021,F,denunce,918
016,Bergamo,2021,G,denunce,826
016,Bergamo,2021,H,casi_mortali,3
016,Bergamo,2021,H,denunce,924
016,Bergamo,2021,I,casi_mortali,1
016,Bergamo,2021,I,denunce,326
016,Bergamo,2021,J,casi_mortali,1
016,Bergamo,2021,J,denunce,88
016,Bergamo,2021,K,denunce,54
016,Bergamo,2021,L,denunce,14
016,Bergamo,2021,M,denunce,118
016,Bergamo,2021,N,casi_mortali,1
016,Bergamo,2021,N,denunce,463
016,Bergamo,2021,O,denunce,104
016,Bergamo,2021,P,denunce,289
016,Bergamo,2021,Q,denunce,1064
016,Bergamo,2021,R,denunce,80
016,Bergamo,2021,S,casi_mortali,1
016,Bergamo,2021,S,denunce,85
016,Bergamo,2021,non determinato,casi_mortali,3
016,Bergamo,2021,non determinato,denunce,3283
016,Bergamo,2021,totale,casi_mortali,22
016,Bergamo,2021,totale,denunce,12107
016,Bergamo,2022,A,denunce,11
016,Bergamo,2022,B,denunce,7
016,Bergamo,2022,C,casi_mortali,7
016,Bergamo,2022,C,denunce,3501
016,Bergamo,2022,D,denunce,4
016,Bergamo,2022,E,denunce,155
016,Bergamo,2022,F,casi_mortali,3
016,Bergamo,2022,F,denunce,921
016,Bergamo,2022,G,casi_mortali,6
016,Bergamo,2022,G,denunce,824
016,Bergamo,2022,H,casi_mortali,5
016,Bergamo,2022,H,denunce,1091
016,Bergamo,2022,I,denunce,359
016,Bergamo,2022,J,denunce,48
016,Bergamo,2022,K,denunce,61
016,Bergamo,2022,L,denunce,13
016,Bergamo,2022,M,denunce,113
016,Bergamo,2022,N,denunce,536
016,Bergamo,2022,O,denunce,97
016,Bergamo,2022,P,denunce,400
016,Bergamo,2022,Q,denunce,1320
016,Bergamo,2022,R,casi_mortali,1
016,Bergamo,2022,R,denunce,68
016,Bergamo,2022,S,denunce,91
016,Bergamo,2022,non determinato,casi_mortali,1
016,Bergamo,2022,non determinato,denunce,3799
016,Bergamo,2022,totale,casi_mortali,23
016,Bergamo,2022,totale,denunce,13419
016,Bergamo,2023,A,denunce,11
016,Bergamo,2023,B,denunce,7
016,Bergamo,2023,C,casi_mortali,9
016,Bergamo,2023,C,denunce,3434
016,Bergamo,2023,D,denunce,4
016,Bergamo,2023,E,casi_mortali,1
016,Bergamo,2023,E,denunce,174
016,Bergamo,2023,F,casi_mortali,4
016,Bergamo,2023,F,denunce,1010
016,Bergamo,2023,G,casi_mortali,3
016,Bergamo,2023,G,denunce,863
016,Bergamo,2023,H,casi_mortali,5
016,Bergamo,2023,H,denunce,973
016,Bergamo,2023,I,denunce,416
016,Bergamo,2023,J,denunce,59
016,Bergamo,2023,K,denunce,45
016,Bergamo,2023,L,denunce,15
016,Bergamo,2023,M,denunce,112
016,Bergamo,2023,N,casi_mortali,2
016,Bergamo,2023,N,denunce,538
016,Bergamo,2023,O,denunce,101
016,Bergamo,2023,P,denunce,475
016,Bergamo,2023,Q,denunce,799
016,Bergamo,2023,R,denunce,99
016,Bergamo,2023,S,denunce,88
016,Bergamo,2023,T,denunce,1
016,Bergamo,2023,non determinato,casi_mortali,4
016,Bergamo,2023,non determinato,denunce,4297
016,Bergamo,2023,totale,casi_mortali,28
016,Bergamo,2023,totale,denunce,13521
016,Bergamo,2024,A,denunce,10
016,Bergamo,2024,B,denunce,8
016,Bergamo,2024,C,casi_mortali,7
016,Bergamo,2024,C,denunce,3153
016,Bergamo,2024,D,denunce,17
016,Bergamo,2024,E,denunce,183
016,Bergamo,2024,F,casi_mortali,5
016,Bergamo,2024,F,denunce,908
016,Bergamo,2024,G,casi_mortali,3
016,Bergamo,2024,G,denunce,910
016,Bergamo,2024,H,casi_mortali,2
016,Bergamo,2024,H,denunce,873
016,Bergamo,2024,I,denunce,447
