codice_nuts3,codice_provincia,territorio,regione,livello,anno,tipologia,residenza,indicatore,valore,stato
ITC13,096,Biella,Piemonte,provincia,2008,totale,estero,presenze,54624,osservato
ITC13,096,Biella,Piemonte,provincia,2009,totale,estero,presenze,60476,osservato
ITC13,096,Biella,Piemonte,provincia,2010,totale,estero,presenze,63130,osservato
ITC13,096,Biella,Piemonte,provincia,2011,totale,estero,presenze,64747,osservato
ITC13,096,Biella,Piemonte,provincia,2012,totale,estero,presenze,56653,osservato
ITC13,096,Biella,Piemonte,provincia,2013,totale,estero,presenze,56402,osservato
ITC13,096,Biella,Piemonte,provincia,2014,totale,estero,presenze,55867,osservato
ITC13,096,Biella,Piemonte,provincia,2015,totale,estero,presenze,69955,osservato
ITC13,096,Biella,Piemonte,provincia,2016,totale,estero,presenze,64882,osservato
ITC13,096,Biella,Piemonte,provincia,2017,totale,estero,presenze,74061,osservato
ITC13,096,Biella,Piemonte,provincia,2018,totale,estero,presenze,68705,osservato
ITC13,096,Biella,Piemonte,provincia,2019,totale,estero,presenze,59133,osservato
ITC13,096,Biella,Piemonte,provincia,2020,totale,estero,presenze,20148,osservato
ITC13,096,Biella,Piemonte,provincia,2021,totale,estero,presenze,38831,osservato
ITC13,096,Biella,Piemonte,provincia,2022,totale,estero,presenze,61724,osservato
ITC13,096,Biella,Piemonte,provincia,2023,totale,estero,presenze,81615,osservato
ITC13,096,Biella,Piemonte,provincia,2024,totale,estero,presenze,84156,osservato
ITC13,096,Biella,Piemonte,provincia,2025,totale,estero,presenze,115935,definizione_cambiata
ITC13,096,Biella,Piemonte,provincia,2008,totale,totale,presenze,234093,osservato
ITC13,096,Biella,Piemonte,provincia,2009,totale,totale,presenze,232405,osservato
ITC13,096,Biella,Piemonte,provincia,2010,totale,totale,presenze,255276,osservato
ITC13,096,Biella,Piemonte,provincia,2011,totale,totale,presenze,244383,osservato
ITC13,096,Biella,Piemonte,provincia,2012,totale,totale,presenze,236294,osservato
ITC13,096,Biella,Piemonte,provincia,2013,totale,totale,presenze,218225,osservato
ITC13,096,Biella,Piemonte,provincia,2014,totale,totale,presenze,219879,osservato
ITC13,096,Biella,Piemonte,provincia,2015,totale,totale,presenze,254179,osservato
ITC13,096,Biella,Piemonte,provincia,2016,totale,totale,presenze,243060,osservato
ITC13,096,Biella,Piemonte,provincia,2017,totale,totale,presenze,267564,osservato
ITC13,096,Biella,Piemonte,provincia,2018,totale,totale,presenze,233392,osservato
ITC13,096,Biella,Piemonte,provincia,2019,totale,totale,presenze,216577,osservato
ITC13,096,Biella,Piemonte,provincia,2020,totale,totale,presenze,134778,osservato
ITC13,096,Biella,Piemonte,provincia,2021,totale,totale,presenze,181946,osservato
ITC13,096,Biella,Piemonte,provincia,2022,totale,totale,presenze,226496,osservato
ITC13,096,Biella,Piemonte,provincia,2023,totale,totale,presenze,266529,osservato
ITC13,096,Biella,Piemonte,provincia,2024,totale,totale,presenze,266750,osservato
ITC13,096,Biella,Piemonte,provincia,2025,totale,totale,presenze,339609,definizione_cambiata
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,alberghiero,Italia,arrivi,147494,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,alberghiero,Italia,arrivi,132993,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,alberghiero,Italia,arrivi,144313,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,alberghiero,Italia,arrivi,144136,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,alberghiero,Italia,arrivi,138914,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,alberghiero,Italia,arrivi,135616,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,alberghiero,Italia,arrivi,132752,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,alberghiero,Italia,arrivi,159266,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,alberghiero,Italia,arrivi,154862,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,alberghiero,Italia,arrivi,176353,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,alberghiero,Italia,arrivi,176351,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,alberghiero,Italia,arrivi,171727,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,alberghiero,Italia,arrivi,101982,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,alberghiero,Italia,arrivi,137150,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,alberghiero,Italia,arrivi,174783,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,alberghiero,Italia,arrivi,167251,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,alberghiero,Italia,arrivi,157947,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,alberghiero,Italia,arrivi,164386,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,alberghiero,estero,arrivi,310222,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,alberghiero,estero,arrivi,266872,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,alberghiero,estero,arrivi,327845,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,alberghiero,estero,arrivi,354272,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,alberghiero,estero,arrivi,354627,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,alberghiero,estero,arrivi,359697,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,alberghiero,estero,arrivi,359329,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,alberghiero,estero,arrivi,380897,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,alberghiero,estero,arrivi,379162,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,alberghiero,estero,arrivi,426407,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,alberghiero,estero,arrivi,418715,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,alberghiero,estero,arrivi,401530,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,alberghiero,estero,arrivi,101730,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,alberghiero,estero,arrivi,180188,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,alberghiero,estero,arrivi,370996,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,alberghiero,estero,arrivi,414861,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,alberghiero,estero,arrivi,405956,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,alberghiero,estero,arrivi,408341,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,alberghiero,totale,arrivi,457716,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,alberghiero,totale,arrivi,399865,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,alberghiero,totale,arrivi,472158,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,alberghiero,totale,arrivi,498408,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,alberghiero,totale,arrivi,493541,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,alberghiero,totale,arrivi,495313,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,alberghiero,totale,arrivi,492081,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,alberghiero,totale,arrivi,540163,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,alberghiero,totale,arrivi,534024,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,alberghiero,totale,arrivi,602760,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,alberghiero,totale,arrivi,595066,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,alberghiero,totale,arrivi,573257,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,alberghiero,totale,arrivi,203712,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,alberghiero,totale,arrivi,317338,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,alberghiero,totale,arrivi,545779,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,alberghiero,totale,arrivi,582112,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,alberghiero,totale,arrivi,563903,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,alberghiero,totale,arrivi,572727,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,alloggi in affitto,Italia,arrivi,5745,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,alloggi in affitto,Italia,arrivi,7375,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,alloggi in affitto,Italia,arrivi,8625,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,alloggi in affitto,Italia,arrivi,7871,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,alloggi in affitto,Italia,arrivi,8264,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,alloggi in affitto,Italia,arrivi,8108,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,alloggi in affitto,Italia,arrivi,8766,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,alloggi in affitto,Italia,arrivi,10073,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,alloggi in affitto,Italia,arrivi,11151,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,alloggi in affitto,Italia,arrivi,13911,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,alloggi in affitto,Italia,arrivi,14743,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,alloggi in affitto,Italia,arrivi,7988,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,alloggi in affitto,Italia,arrivi,7824,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,alloggi in affitto,Italia,arrivi,19164,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,alloggi in affitto,Italia,arrivi,24581,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,alloggi in affitto,Italia,arrivi,25531,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,alloggi in affitto,Italia,arrivi,27441,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,alloggi in affitto,Italia,arrivi,64786,definizione_cambiata
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,alloggi in affitto,estero,arrivi,18829,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,alloggi in affitto,estero,arrivi,18376,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,alloggi in affitto,estero,arrivi,21690,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,alloggi in affitto,estero,arrivi,25396,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,alloggi in affitto,estero,arrivi,29458,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,alloggi in affitto,estero,arrivi,27840,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,alloggi in affitto,estero,arrivi,30825,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,alloggi in affitto,estero,arrivi,30990,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,alloggi in affitto,estero,arrivi,31675,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,alloggi in affitto,estero,arrivi,36172,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,alloggi in affitto,estero,arrivi,37813,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,alloggi in affitto,estero,arrivi,32437,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,alloggi in affitto,estero,arrivi,13771,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,alloggi in affitto,estero,arrivi,26569,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,alloggi in affitto,estero,arrivi,48449,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,alloggi in affitto,estero,arrivi,54808,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,alloggi in affitto,estero,arrivi,58333,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,alloggi in affitto,estero,arrivi,190580,definizione_cambiata
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,alloggi in affitto,totale,arrivi,24574,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,alloggi in affitto,totale,arrivi,25751,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,alloggi in affitto,totale,arrivi,30315,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,alloggi in affitto,totale,arrivi,33267,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,alloggi in affitto,totale,arrivi,37722,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,alloggi in affitto,totale,arrivi,35948,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,alloggi in affitto,totale,arrivi,39591,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,alloggi in affitto,totale,arrivi,41063,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,alloggi in affitto,totale,arrivi,42826,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,alloggi in affitto,totale,arrivi,50083,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,alloggi in affitto,totale,arrivi,52556,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,alloggi in affitto,totale,arrivi,40425,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,alloggi in affitto,totale,arrivi,21595,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,alloggi in affitto,totale,arrivi,45733,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,alloggi in affitto,totale,arrivi,73030,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,alloggi in affitto,totale,arrivi,80339,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,alloggi in affitto,totale,arrivi,85774,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,alloggi in affitto,totale,arrivi,255366,definizione_cambiata
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,campeggi e villaggi,Italia,arrivi,30479,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,campeggi e villaggi,Italia,arrivi,32433,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,campeggi e villaggi,Italia,arrivi,29867,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,campeggi e villaggi,Italia,arrivi,30689,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,campeggi e villaggi,Italia,arrivi,30971,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,campeggi e villaggi,Italia,arrivi,27193,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,campeggi e villaggi,Italia,arrivi,27702,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,campeggi e villaggi,Italia,arrivi,28221,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,campeggi e villaggi,Italia,arrivi,28433,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,campeggi e villaggi,Italia,arrivi,31697,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,campeggi e villaggi,Italia,arrivi,31746,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,campeggi e villaggi,Italia,arrivi,25080,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,campeggi e villaggi,Italia,arrivi,37457,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,campeggi e villaggi,Italia,arrivi,36135,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,campeggi e villaggi,Italia,arrivi,35116,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,campeggi e villaggi,Italia,arrivi,32350,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,campeggi e villaggi,Italia,arrivi,29109,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,campeggi e villaggi,Italia,arrivi,35176,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,campeggi e villaggi,estero,arrivi,111573,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,campeggi e villaggi,estero,arrivi,120953,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,campeggi e villaggi,estero,arrivi,124054,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,campeggi e villaggi,estero,arrivi,132221,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,campeggi e villaggi,estero,arrivi,129702,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,campeggi e villaggi,estero,arrivi,123906,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,campeggi e villaggi,estero,arrivi,125385,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,campeggi e villaggi,estero,arrivi,128850,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,campeggi e villaggi,estero,arrivi,142324,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,campeggi e villaggi,estero,arrivi,150569,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,campeggi e villaggi,estero,arrivi,147769,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,campeggi e villaggi,estero,arrivi,152470,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,campeggi e villaggi,estero,arrivi,72489,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,campeggi e villaggi,estero,arrivi,118065,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,campeggi e villaggi,estero,arrivi,172128,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,campeggi e villaggi,estero,arrivi,181501,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,campeggi e villaggi,estero,arrivi,171279,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,campeggi e villaggi,estero,arrivi,168669,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,campeggi e villaggi,totale,arrivi,142052,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,campeggi e villaggi,totale,arrivi,153386,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,campeggi e villaggi,totale,arrivi,153921,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,campeggi e villaggi,totale,arrivi,162910,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,campeggi e villaggi,totale,arrivi,160673,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,campeggi e villaggi,totale,arrivi,151099,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,campeggi e villaggi,totale,arrivi,153087,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,campeggi e villaggi,totale,arrivi,157071,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,campeggi e villaggi,totale,arrivi,170757,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,campeggi e villaggi,totale,arrivi,182266,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,campeggi e villaggi,totale,arrivi,179515,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,campeggi e villaggi,totale,arrivi,177550,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,campeggi e villaggi,totale,arrivi,109946,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,campeggi e villaggi,totale,arrivi,154200,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,campeggi e villaggi,totale,arrivi,207244,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,campeggi e villaggi,totale,arrivi,213851,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,campeggi e villaggi,totale,arrivi,200388,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,campeggi e villaggi,totale,arrivi,203845,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,extra-alberghiero,Italia,arrivi,48287,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,extra-alberghiero,Italia,arrivi,51785,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,extra-alberghiero,Italia,arrivi,51809,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,extra-alberghiero,Italia,arrivi,52607,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,extra-alberghiero,Italia,arrivi,54728,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,extra-alberghiero,Italia,arrivi,53204,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,extra-alberghiero,Italia,arrivi,51227,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,extra-alberghiero,Italia,arrivi,55767,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,extra-alberghiero,Italia,arrivi,60844,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,extra-alberghiero,Italia,arrivi,73370,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,extra-alberghiero,Italia,arrivi,77781,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,extra-alberghiero,Italia,arrivi,67685,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,extra-alberghiero,Italia,arrivi,68133,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,extra-alberghiero,Italia,arrivi,72830,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,extra-alberghiero,Italia,arrivi,86547,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,extra-alberghiero,Italia,arrivi,92349,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,extra-alberghiero,Italia,arrivi,90067,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,extra-alberghiero,Italia,arrivi,131957,definizione_cambiata
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,extra-alberghiero,estero,arrivi,134682,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,extra-alberghiero,estero,arrivi,143510,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,extra-alberghiero,estero,arrivi,150748,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,extra-alberghiero,estero,arrivi,164783,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,extra-alberghiero,estero,arrivi,167182,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,extra-alberghiero,estero,arrivi,160717,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,extra-alberghiero,estero,arrivi,165897,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,extra-alberghiero,estero,arrivi,172777,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,extra-alberghiero,estero,arrivi,192477,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,extra-alberghiero,estero,arrivi,210175,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,extra-alberghiero,estero,arrivi,209722,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,extra-alberghiero,estero,arrivi,214703,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,extra-alberghiero,estero,arrivi,98508,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2021,extra-alberghiero,estero,arrivi,155840,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2022,extra-alberghiero,estero,arrivi,241187,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2023,extra-alberghiero,estero,arrivi,261667,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2024,extra-alberghiero,estero,arrivi,253215,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2025,extra-alberghiero,estero,arrivi,384574,definizione_cambiata
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2008,extra-alberghiero,totale,arrivi,182969,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2009,extra-alberghiero,totale,arrivi,195295,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2010,extra-alberghiero,totale,arrivi,202557,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2011,extra-alberghiero,totale,arrivi,217390,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2012,extra-alberghiero,totale,arrivi,221910,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2013,extra-alberghiero,totale,arrivi,213921,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2014,extra-alberghiero,totale,arrivi,217124,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2015,extra-alberghiero,totale,arrivi,228544,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2016,extra-alberghiero,totale,arrivi,253321,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2017,extra-alberghiero,totale,arrivi,283545,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2018,extra-alberghiero,totale,arrivi,287503,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2019,extra-alberghiero,totale,arrivi,282388,osservato
ITC14,103,Verbano-Cusio-Ossola,Piemonte,provincia,2020,extra-alberghiero,totale,arrivi,166641,osservato
