codice_istat,comune,anno,tipo_struttura,cittadinanza,arrivi,presenze,permanenza_media,stato
017115,Mura,2019,Totale,Stranieri,,,,riservato
017115,Mura,2019,Totale,Totale,,,,riservato
017115,Mura,2020,Es. Extra-Alberghieri,Italiani,12,78,6.50,osservato
017115,Mura,2020,Es. Extra-Alberghieri,Stranieri,7,37,5.30,osservato
017115,Mura,2020,Es. Extra-Alberghieri,Totale,19,115,6.10,osservato
017115,Mura,2020,Totale,Italiani,12,78,6.50,osservato
017115,Mura,2020,Totale,Stranieri,7,37,5.30,osservato
017115,Mura,2020,Totale,Totale,19,115,6.10,osservato
017115,Mura,2021,Es. Alberghieri,Italiani,,,,riservato
017115,Mura,2021,Es. Alberghieri,Stranieri,,,,riservato
017115,Mura,2021,Es. Alberghieri,Totale,,,,riservato
017115,Mura,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017115,Mura,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017115,Mura,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017115,Mura,2021,Totale,Italiani,,,,riservato
017115,Mura,2021,Totale,Stranieri,,,,riservato
017115,Mura,2021,Totale,Totale,,,,riservato
017115,Mura,2022,Es. Alberghieri,Italiani,,,,riservato
017115,Mura,2022,Es. Alberghieri,Stranieri,,,,riservato
017115,Mura,2022,Es. Alberghieri,Totale,,,,riservato
017115,Mura,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017115,Mura,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017115,Mura,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017115,Mura,2022,Totale,Italiani,,,,riservato
017115,Mura,2022,Totale,Stranieri,,,,riservato
017115,Mura,2022,Totale,Totale,,,,riservato
017115,Mura,2024,Es. Alberghieri,Italiani,,,,riservato
017115,Mura,2024,Es. Alberghieri,Stranieri,,,,riservato
017115,Mura,2024,Es. Alberghieri,Totale,,,,riservato
017115,Mura,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017115,Mura,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017115,Mura,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017115,Mura,2024,Totale,Italiani,,,,riservato
017115,Mura,2024,Totale,Stranieri,,,,riservato
017115,Mura,2024,Totale,Totale,,,,riservato
017116,Muscoline,2019,Es. Alberghieri,Italiani,,,,riservato
017116,Muscoline,2019,Es. Alberghieri,Stranieri,,,,riservato
017116,Muscoline,2019,Es. Alberghieri,Totale,,,,riservato
017116,Muscoline,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017116,Muscoline,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017116,Muscoline,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017116,Muscoline,2019,Totale,Italiani,292,769,2.60,osservato
017116,Muscoline,2019,Totale,Stranieri,273,1225,4.50,osservato
017116,Muscoline,2019,Totale,Totale,565,1994,3.50,osservato
017116,Muscoline,2020,Es. Extra-Alberghieri,Italiani,185,378,2.00,osservato
017116,Muscoline,2020,Es. Extra-Alberghieri,Stranieri,146,589,4.00,osservato
017116,Muscoline,2020,Es. Extra-Alberghieri,Totale,331,967,2.90,osservato
017116,Muscoline,2020,Totale,Italiani,185,378,2.00,osservato
017116,Muscoline,2020,Totale,Stranieri,146,589,4.00,osservato
017116,Muscoline,2020,Totale,Totale,331,967,2.90,osservato
017116,Muscoline,2021,Es. Alberghieri,Italiani,,,,riservato
017116,Muscoline,2021,Es. Alberghieri,Stranieri,,,,riservato
017116,Muscoline,2021,Es. Alberghieri,Totale,,,,riservato
017116,Muscoline,2021,Es. Extra-Alberghieri,Italiani,252,725,2.90,osservato
017116,Muscoline,2021,Es. Extra-Alberghieri,Stranieri,322,1497,4.60,osservato
017116,Muscoline,2021,Es. Extra-Alberghieri,Totale,574,2222,3.90,osservato
017116,Muscoline,2021,Totale,Italiani,252,725,2.90,osservato
017116,Muscoline,2021,Totale,Stranieri,322,1497,4.60,osservato
017116,Muscoline,2021,Totale,Totale,574,2222,3.90,osservato
017116,Muscoline,2022,Es. Alberghieri,Italiani,,,,riservato
017116,Muscoline,2022,Es. Alberghieri,Stranieri,,,,riservato
017116,Muscoline,2022,Es. Alberghieri,Totale,,,,riservato
017116,Muscoline,2022,Es. Extra-Alberghieri,Italiani,399,1230,3.10,osservato
017116,Muscoline,2022,Es. Extra-Alberghieri,Stranieri,503,2411,4.80,osservato
017116,Muscoline,2022,Es. Extra-Alberghieri,Totale,902,3641,4.00,osservato
017116,Muscoline,2022,Totale,Italiani,399,1230,3.10,osservato
017116,Muscoline,2022,Totale,Stranieri,503,2411,4.80,osservato
017116,Muscoline,2022,Totale,Totale,902,3641,4.00,osservato
017116,Muscoline,2023,Es. Alberghieri,Italiani,,,,riservato
017116,Muscoline,2023,Es. Alberghieri,Stranieri,,,,riservato
017116,Muscoline,2023,Es. Alberghieri,Totale,,,,riservato
017116,Muscoline,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017116,Muscoline,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017116,Muscoline,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017116,Muscoline,2023,Totale,Italiani,493,2119,4.30,osservato
017116,Muscoline,2023,Totale,Stranieri,561,2604,4.60,osservato
017116,Muscoline,2023,Totale,Totale,1054,4723,4.50,osservato
017116,Muscoline,2024,Es. Alberghieri,Italiani,,,,riservato
017116,Muscoline,2024,Es. Alberghieri,Stranieri,,,,riservato
017116,Muscoline,2024,Es. Alberghieri,Totale,,,,riservato
017116,Muscoline,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017116,Muscoline,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017116,Muscoline,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017116,Muscoline,2024,Totale,Italiani,536,2569,4.79,osservato
017116,Muscoline,2024,Totale,Stranieri,466,2593,5.56,osservato
017116,Muscoline,2024,Totale,Totale,1002,5162,5.15,osservato
017117,Nave,2020,Es. Alberghieri,Italiani,,,,riservato
017117,Nave,2020,Es. Alberghieri,Stranieri,,,,riservato
017117,Nave,2020,Es. Alberghieri,Totale,,,,riservato
017117,Nave,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017117,Nave,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017117,Nave,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017117,Nave,2020,Totale,Italiani,,,,riservato
017117,Nave,2020,Totale,Stranieri,,,,riservato
017117,Nave,2020,Totale,Totale,,,,riservato
017118,Niardo,2019,Es. Alberghieri,Italiani,,,,riservato
017118,Niardo,2019,Es. Alberghieri,Stranieri,,,,riservato
017118,Niardo,2019,Es. Alberghieri,Totale,,,,riservato
017118,Niardo,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017118,Niardo,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017118,Niardo,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017118,Niardo,2019,Totale,Italiani,,,,riservato
017118,Niardo,2019,Totale,Stranieri,,,,riservato
017118,Niardo,2019,Totale,Totale,,,,riservato
017118,Niardo,2020,Es. Alberghieri,Italiani,,,,riservato
017118,Niardo,2020,Es. Alberghieri,Stranieri,,,,riservato
017118,Niardo,2020,Es. Alberghieri,Totale,,,,riservato
017118,Niardo,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017118,Niardo,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017118,Niardo,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017118,Niardo,2020,Totale,Italiani,13,44,3.40,osservato
017118,Niardo,2020,Totale,Stranieri,8,11,1.40,osservato
017118,Niardo,2020,Totale,Totale,21,55,2.60,osservato
017118,Niardo,2021,Es. Alberghieri,Italiani,,,,riservato
017118,Niardo,2021,Es. Alberghieri,Stranieri,,,,riservato
017118,Niardo,2021,Es. Alberghieri,Totale,,,,riservato
017118,Niardo,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017118,Niardo,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017118,Niardo,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017118,Niardo,2021,Totale,Italiani,5,7,1.40,osservato
017118,Niardo,2021,Totale,Stranieri,1,3,3.00,osservato
017118,Niardo,2021,Totale,Totale,6,10,1.70,osservato
017118,Niardo,2022,Es. Alberghieri,Italiani,,,,riservato
017118,Niardo,2022,Es. Alberghieri,Stranieri,,,,riservato
017118,Niardo,2022,Es. Alberghieri,Totale,,,,riservato
017118,Niardo,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017118,Niardo,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017118,Niardo,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017118,Niardo,2022,Totale,Italiani,,,,riservato
017118,Niardo,2022,Totale,Stranieri,,,,riservato
017118,Niardo,2022,Totale,Totale,,,,riservato
017118,Niardo,2023,Es. Alberghieri,Italiani,,,,riservato
017118,Niardo,2023,Es. Alberghieri,Stranieri,,,,riservato
017118,Niardo,2023,Es. Alberghieri,Totale,,,,riservato
017118,Niardo,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017118,Niardo,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017118,Niardo,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017118,Niardo,2023,Totale,Italiani,,,,riservato
017118,Niardo,2023,Totale,Stranieri,,,,riservato
017118,Niardo,2023,Totale,Totale,,,,riservato
017118,Niardo,2024,Es. Alberghieri,Italiani,,,,riservato
017118,Niardo,2024,Es. Alberghieri,Stranieri,,,,riservato
017118,Niardo,2024,Es. Alberghieri,Totale,,,,riservato
017118,Niardo,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017118,Niardo,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017118,Niardo,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017118,Niardo,2024,Totale,Italiani,109,243,2.23,osservato
017118,Niardo,2024,Totale,Stranieri,12,37,3.08,osservato
017118,Niardo,2024,Totale,Totale,121,280,2.31,osservato
017119,Nuvolento,2019,Es. Alberghieri,Italiani,,,,riservato
017119,Nuvolento,2019,Es. Alberghieri,Stranieri,,,,riservato
017119,Nuvolento,2019,Es. Alberghieri,Totale,,,,riservato
017119,Nuvolento,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017119,Nuvolento,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017119,Nuvolento,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017119,Nuvolento,2019,Totale,Italiani,,,,riservato
017119,Nuvolento,2019,Totale,Stranieri,,,,riservato
017119,Nuvolento,2019,Totale,Totale,,,,riservato
017119,Nuvolento,2020,Es. Extra-Alberghieri,Italiani,56,214,3.80,osservato
017119,Nuvolento,2020,Es. Extra-Alberghieri,Stranieri,6,20,3.30,osservato
017119,Nuvolento,2020,Es. Extra-Alberghieri,Totale,62,234,3.80,osservato
017119,Nuvolento,2020,Totale,Italiani,56,214,3.80,osservato
017119,Nuvolento,2020,Totale,Stranieri,6,20,3.30,osservato
017119,Nuvolento,2020,Totale,Totale,62,234,3.80,osservato
017119,Nuvolento,2021,Es. Alberghieri,Italiani,,,,riservato
017119,Nuvolento,2021,Es. Alberghieri,Stranieri,,,,riservato
017119,Nuvolento,2021,Es. Alberghieri,Totale,,,,riservato
017119,Nuvolento,2021,Es. Extra-Alberghieri,Italiani,53,294,5.50,osservato
017119,Nuvolento,2021,Es. Extra-Alberghieri,Stranieri,35,216,6.20,osservato
017119,Nuvolento,2021,Es. Extra-Alberghieri,Totale,88,510,5.80,osservato
017119,Nuvolento,2021,Totale,Italiani,53,294,5.50,osservato
017119,Nuvolento,2021,Totale,Stranieri,35,216,6.20,osservato
017119,Nuvolento,2021,Totale,Totale,88,510,5.80,osservato
017119,Nuvolento,2022,Es. Alberghieri,Italiani,,,,riservato
017119,Nuvolento,2022,Es. Alberghieri,Stranieri,,,,riservato
017119,Nuvolento,2022,Es. Alberghieri,Totale,,,,riservato
017119,Nuvolento,2022,Es. Extra-Alberghieri,Italiani,32,341,10.70,osservato
017119,Nuvolento,2022,Es. Extra-Alberghieri,Stranieri,18,80,4.40,osservato
017119,Nuvolento,2022,Es. Extra-Alberghieri,Totale,50,421,8.40,osservato
017119,Nuvolento,2022,Totale,Italiani,32,341,10.70,osservato
017119,Nuvolento,2022,Totale,Stranieri,18,80,4.40,osservato
017119,Nuvolento,2022,Totale,Totale,50,421,8.40,osservato
017119,Nuvolento,2023,Es. Alberghieri,Italiani,,,,riservato
017119,Nuvolento,2023,Es. Alberghieri,Stranieri,,,,riservato
017119,Nuvolento,2023,Es. Alberghieri,Totale,,,,riservato
017119,Nuvolento,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017119,Nuvolento,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017119,Nuvolento,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017119,Nuvolento,2023,Totale,Italiani,74,410,5.50,osservato
017119,Nuvolento,2023,Totale,Stranieri,29,157,5.40,osservato
017119,Nuvolento,2023,Totale,Totale,103,567,5.50,osservato
017119,Nuvolento,2024,Es. Alberghieri,Italiani,,,,riservato
017119,Nuvolento,2024,Es. Alberghieri,Stranieri,,,,riservato
017119,Nuvolento,2024,Es. Alberghieri,Totale,,,,riservato
017119,Nuvolento,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017119,Nuvolento,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017119,Nuvolento,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017119,Nuvolento,2024,Totale,Italiani,123,494,4.02,osservato
017119,Nuvolento,2024,Totale,Stranieri,68,361,5.31,osservato
017119,Nuvolento,2024,Totale,Totale,191,855,4.48,osservato
017120,Nuvolera,2019,Es. Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2019,Es. Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2019,Es. Alberghieri,Totale,,,,riservato
017120,Nuvolera,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017120,Nuvolera,2019,Totale,Italiani,,,,riservato
017120,Nuvolera,2019,Totale,Stranieri,,,,riservato
017120,Nuvolera,2019,Totale,Totale,,,,riservato
017120,Nuvolera,2020,Es. Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2020,Es. Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2020,Es. Alberghieri,Totale,,,,riservato
017120,Nuvolera,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017120,Nuvolera,2020,Totale,Italiani,,,,riservato
017120,Nuvolera,2020,Totale,Stranieri,,,,riservato
017120,Nuvolera,2020,Totale,Totale,,,,riservato
017120,Nuvolera,2021,Es. Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2021,Es. Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2021,Es. Alberghieri,Totale,,,,riservato
017120,Nuvolera,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017120,Nuvolera,2021,Totale,Italiani,,,,riservato
017120,Nuvolera,2021,Totale,Stranieri,,,,riservato
017120,Nuvolera,2021,Totale,Totale,,,,riservato
017120,Nuvolera,2022,Es. Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2022,Es. Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2022,Es. Alberghieri,Totale,,,,riservato
017120,Nuvolera,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017120,Nuvolera,2022,Totale,Italiani,,,,riservato
017120,Nuvolera,2022,Totale,Stranieri,,,,riservato
017120,Nuvolera,2022,Totale,Totale,,,,riservato
017120,Nuvolera,2023,Es. Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2023,Es. Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2023,Es. Alberghieri,Totale,,,,riservato
017120,Nuvolera,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017120,Nuvolera,2023,Totale,Italiani,,,,riservato
017120,Nuvolera,2023,Totale,Stranieri,,,,riservato
017120,Nuvolera,2023,Totale,Totale,,,,riservato
017120,Nuvolera,2024,Es. Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2024,Es. Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2024,Es. Alberghieri,Totale,,,,riservato
017120,Nuvolera,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017120,Nuvolera,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017120,Nuvolera,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017120,Nuvolera,2024,Totale,Italiani,,,,riservato
017120,Nuvolera,2024,Totale,Stranieri,,,,riservato
017120,Nuvolera,2024,Totale,Totale,,,,riservato
017121,Odolo,2019,Es. Alberghieri,Italiani,,,,riservato
017121,Odolo,2019,Es. Alberghieri,Stranieri,,,,riservato
017121,Odolo,2019,Es. Alberghieri,Totale,,,,riservato
017121,Odolo,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017121,Odolo,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017121,Odolo,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017121,Odolo,2019,Totale,Italiani,,,,riservato
017121,Odolo,2019,Totale,Stranieri,,,,riservato
017121,Odolo,2019,Totale,Totale,,,,riservato
017121,Odolo,2020,Es. Alberghieri,Italiani,,,,riservato
017121,Odolo,2020,Es. Alberghieri,Stranieri,,,,riservato
017121,Odolo,2020,Es. Alberghieri,Totale,,,,riservato
017121,Odolo,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017121,Odolo,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017121,Odolo,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017121,Odolo,2020,Totale,Italiani,,,,riservato
017121,Odolo,2020,Totale,Stranieri,,,,riservato
017121,Odolo,2020,Totale,Totale,,,,riservato
017121,Odolo,2021,Es. Alberghieri,Italiani,,,,riservato
017121,Odolo,2021,Es. Alberghieri,Stranieri,,,,riservato
017121,Odolo,2021,Es. Alberghieri,Totale,,,,riservato
017121,Odolo,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017121,Odolo,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017121,Odolo,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017121,Odolo,2021,Totale,Italiani,,,,riservato
017121,Odolo,2021,Totale,Stranieri,,,,riservato
017121,Odolo,2021,Totale,Totale,,,,riservato
017121,Odolo,2022,Es. Alberghieri,Italiani,,,,riservato
017121,Odolo,2022,Es. Alberghieri,Stranieri,,,,riservato
017121,Odolo,2022,Es. Alberghieri,Totale,,,,riservato
017121,Odolo,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017121,Odolo,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017121,Odolo,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017121,Odolo,2022,Totale,Italiani,,,,riservato
017121,Odolo,2022,Totale,Stranieri,,,,riservato
017121,Odolo,2022,Totale,Totale,,,,riservato
017121,Odolo,2023,Es. Alberghieri,Italiani,,,,riservato
017121,Odolo,2023,Es. Alberghieri,Stranieri,,,,riservato
017121,Odolo,2023,Es. Alberghieri,Totale,,,,riservato
017121,Odolo,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017121,Odolo,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017121,Odolo,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017121,Odolo,2023,Totale,Italiani,,,,riservato
017121,Odolo,2023,Totale,Stranieri,,,,riservato
017121,Odolo,2023,Totale,Totale,,,,riservato
017121,Odolo,2024,Es. Alberghieri,Italiani,,,,riservato
017121,Odolo,2024,Es. Alberghieri,Stranieri,,,,riservato
017121,Odolo,2024,Es. Alberghieri,Totale,,,,riservato
017121,Odolo,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017121,Odolo,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017121,Odolo,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017121,Odolo,2024,Totale,Italiani,,,,riservato
017121,Odolo,2024,Totale,Stranieri,,,,riservato
017121,Odolo,2024,Totale,Totale,,,,riservato
017123,Ome,2019,Es. Alberghieri,Italiani,,,,riservato
017123,Ome,2019,Es. Alberghieri,Stranieri,,,,riservato
017123,Ome,2019,Es. Alberghieri,Totale,,,,riservato
017123,Ome,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017123,Ome,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017123,Ome,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017123,Ome,2019,Totale,Italiani,2698,6092,2.30,osservato
017123,Ome,2019,Totale,Stranieri,691,2664,3.90,osservato
017123,Ome,2019,Totale,Totale,3389,8756,2.60,osservato
017123,Ome,2020,Es. Alberghieri,Italiani,,,,riservato
017123,Ome,2020,Es. Alberghieri,Stranieri,,,,riservato
017123,Ome,2020,Es. Alberghieri,Totale,,,,riservato
017123,Ome,2020,Es. Extra-Alberghieri,Italiani,,,,riservato
017123,Ome,2020,Es. Extra-Alberghieri,Stranieri,,,,riservato
017123,Ome,2020,Es. Extra-Alberghieri,Totale,,,,riservato
017123,Ome,2020,Totale,Italiani,2452,5995,2.40,osservato
017123,Ome,2020,Totale,Stranieri,278,2878,10.40,osservato
017123,Ome,2020,Totale,Totale,2730,8873,3.30,osservato
017123,Ome,2021,Es. Alberghieri,Italiani,,,,riservato
017123,Ome,2021,Es. Alberghieri,Stranieri,,,,riservato
017123,Ome,2021,Es. Alberghieri,Totale,,,,riservato
017123,Ome,2021,Es. Extra-Alberghieri,Italiani,,,,riservato
017123,Ome,2021,Es. Extra-Alberghieri,Stranieri,,,,riservato
017123,Ome,2021,Es. Extra-Alberghieri,Totale,,,,riservato
017123,Ome,2021,Totale,Italiani,4364,21308,4.90,osservato
017123,Ome,2021,Totale,Stranieri,591,4356,7.40,osservato
017123,Ome,2021,Totale,Totale,4955,25664,5.20,osservato
017123,Ome,2022,Es. Alberghieri,Italiani,,,,riservato
017123,Ome,2022,Es. Alberghieri,Stranieri,,,,riservato
017123,Ome,2022,Es. Alberghieri,Totale,,,,riservato
017123,Ome,2022,Es. Extra-Alberghieri,Italiani,,,,riservato
017123,Ome,2022,Es. Extra-Alberghieri,Stranieri,,,,riservato
017123,Ome,2022,Es. Extra-Alberghieri,Totale,,,,riservato
017123,Ome,2022,Totale,Italiani,6363,10067,1.60,osservato
017123,Ome,2022,Totale,Stranieri,1756,3218,1.80,osservato
017123,Ome,2022,Totale,Totale,8119,13285,1.60,osservato
017123,Ome,2023,Es. Alberghieri,Italiani,,,,riservato
017123,Ome,2023,Es. Alberghieri,Stranieri,,,,riservato
017123,Ome,2023,Es. Alberghieri,Totale,,,,riservato
017123,Ome,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017123,Ome,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017123,Ome,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017123,Ome,2023,Totale,Italiani,7450,12865,1.70,osservato
017123,Ome,2023,Totale,Stranieri,2921,8270,2.80,osservato
017123,Ome,2023,Totale,Totale,10371,21135,2.00,osservato
017123,Ome,2024,Es. Alberghieri,Italiani,,,,riservato
017123,Ome,2024,Es. Alberghieri,Stranieri,,,,riservato
017123,Ome,2024,Es. Alberghieri,Totale,,,,riservato
017123,Ome,2024,Es. Extra-Alberghieri,Italiani,,,,riservato
017123,Ome,2024,Es. Extra-Alberghieri,Stranieri,,,,riservato
017123,Ome,2024,Es. Extra-Alberghieri,Totale,,,,riservato
017123,Ome,2024,Totale,Italiani,7162,13444,1.88,osservato
017123,Ome,2024,Totale,Stranieri,3321,9283,2.80,osservato
017123,Ome,2024,Totale,Totale,10483,22727,2.17,osservato
017124,Ono San Pietro,2019,Es. Alberghieri,Italiani,,,,riservato
017124,Ono San Pietro,2019,Es. Alberghieri,Stranieri,,,,riservato
017124,Ono San Pietro,2019,Es. Alberghieri,Totale,,,,riservato
017124,Ono San Pietro,2019,Es. Extra-Alberghieri,Italiani,,,,riservato
017124,Ono San Pietro,2019,Es. Extra-Alberghieri,Stranieri,,,,riservato
017124,Ono San Pietro,2019,Es. Extra-Alberghieri,Totale,,,,riservato
017124,Ono San Pietro,2019,Totale,Italiani,,,,riservato
017124,Ono San Pietro,2019,Totale,Stranieri,,,,riservato
017124,Ono San Pietro,2019,Totale,Totale,,,,riservato
017124,Ono San Pietro,2020,Es. Extra-Alberghieri,Italiani,195,662,3.40,osservato
017124,Ono San Pietro,2020,Es. Extra-Alberghieri,Stranieri,4,11,2.80,osservato
017124,Ono San Pietro,2020,Es. Extra-Alberghieri,Totale,199,673,3.40,osservato
017124,Ono San Pietro,2020,Totale,Italiani,195,662,3.40,osservato
017124,Ono San Pietro,2020,Totale,Stranieri,4,11,2.80,osservato
017124,Ono San Pietro,2020,Totale,Totale,199,673,3.40,osservato
017124,Ono San Pietro,2021,Es. Alberghieri,Italiani,,,,riservato
017124,Ono San Pietro,2021,Es. Alberghieri,Stranieri,,,,riservato
017124,Ono San Pietro,2021,Es. Alberghieri,Totale,,,,riservato
017124,Ono San Pietro,2021,Es. Extra-Alberghieri,Italiani,258,584,2.30,osservato
017124,Ono San Pietro,2021,Es. Extra-Alberghieri,Stranieri,55,103,1.90,osservato
017124,Ono San Pietro,2021,Es. Extra-Alberghieri,Totale,313,687,2.20,osservato
017124,Ono San Pietro,2021,Totale,Italiani,258,584,2.30,osservato
017124,Ono San Pietro,2021,Totale,Stranieri,55,103,1.90,osservato
017124,Ono San Pietro,2021,Totale,Totale,313,687,2.20,osservato
017124,Ono San Pietro,2022,Es. Alberghieri,Italiani,,,,riservato
017124,Ono San Pietro,2022,Es. Alberghieri,Stranieri,,,,riservato
017124,Ono San Pietro,2022,Es. Alberghieri,Totale,,,,riservato
017124,Ono San Pietro,2022,Es. Extra-Alberghieri,Italiani,571,1332,2.30,osservato
017124,Ono San Pietro,2022,Es. Extra-Alberghieri,Stranieri,87,102,1.20,osservato
017124,Ono San Pietro,2022,Es. Extra-Alberghieri,Totale,658,1434,2.20,osservato
017124,Ono San Pietro,2022,Totale,Italiani,571,1332,2.30,osservato
017124,Ono San Pietro,2022,Totale,Stranieri,87,102,1.20,osservato
017124,Ono San Pietro,2022,Totale,Totale,658,1434,2.20,osservato
017124,Ono San Pietro,2023,Es. Alberghieri,Italiani,,,,riservato
017124,Ono San Pietro,2023,Es. Alberghieri,Stranieri,,,,riservato
017124,Ono San Pietro,2023,Es. Alberghieri,Totale,,,,riservato
017124,Ono San Pietro,2023,Es. Extra-Alberghieri,Italiani,,,,riservato
017124,Ono San Pietro,2023,Es. Extra-Alberghieri,Stranieri,,,,riservato
017124,Ono San Pietro,2023,Es. Extra-Alberghieri,Totale,,,,riservato
017124,Ono San Pietro,2023,Totale,Italiani,1108,2641,2.40,osservato
017124,Ono San Pietro,2023,Totale,Stranieri,206,388,1.90,osservato
