anno,anno_tipo,ateneo_codice,ateneo,sesso,indicatore,valore
2011,accademico,5401,Perugia,F,iscritti,14765
2011,accademico,5401,Perugia,M,iscritti,11305
2012,accademico,5401,Perugia,F,iscritti,14189
2012,accademico,5401,Perugia,M,iscritti,10766
2013,accademico,5401,Perugia,F,iscritti,12950
2013,accademico,5401,Perugia,M,iscritti,9969
2014,accademico,5401,Perugia,F,iscritti,12849
2014,accademico,5401,Perugia,M,iscritti,9906
2015,accademico,5401,Perugia,F,iscritti,12043
2015,accademico,5401,Perugia,M,iscritti,9508
2016,accademico,5401,Perugia,F,iscritti,13031
2016,accademico,5401,Perugia,M,iscritti,9923
2017,accademico,5401,Perugia,F,iscritti,13102
2017,accademico,5401,Perugia,M,iscritti,9877
2018,accademico,5401,Perugia,F,iscritti,13378
2018,accademico,5401,Perugia,M,iscritti,10096
2019,accademico,5401,Perugia,F,iscritti,13584
2019,accademico,5401,Perugia,M,iscritti,9912
2020,accademico,5401,Perugia,F,iscritti,15525
2020,accademico,5401,Perugia,M,iscritti,10666
2021,accademico,5401,Perugia,F,iscritti,16224
2021,accademico,5401,Perugia,M,iscritti,10753
2022,accademico,5401,Perugia,F,iscritti,16408
2022,accademico,5401,Perugia,M,iscritti,10786
2023,accademico,5401,Perugia,F,iscritti,17188
2023,accademico,5401,Perugia,M,iscritti,11045
2024,accademico,5401,Perugia,F,iscritti,17932
2024,accademico,5401,Perugia,M,iscritti,11594
2001,solare,5401,Perugia,F,laureati,1899
2001,solare,5401,Perugia,M,laureati,1247
2002,solare,5401,Perugia,F,laureati,2037
2002,solare,5401,Perugia,M,laureati,1434
2003,solare,5401,Perugia,F,laureati,2452
2003,solare,5401,Perugia,M,laureati,1590
2004,solare,5401,Perugia,F,laureati,2863
2004,solare,5401,Perugia,M,laureati,1999
2005,solare,5401,Perugia,F,laureati,3439
2005,solare,5401,Perugia,M,laureati,2424
2006,solare,5401,Perugia,F,laureati,3329
2006,solare,5401,Perugia,M,laureati,2357
2007,solare,5401,Perugia,F,laureati,3174
2007,solare,5401,Perugia,M,laureati,2161
2008,solare,5401,Perugia,F,laureati,2980
2008,solare,5401,Perugia,M,laureati,2275
2009,solare,5401,Perugia,F,laureati,3134
2009,solare,5401,Perugia,M,laureati,2158
2010,solare,5401,Perugia,F,laureati,2910
2010,solare,5401,Perugia,M,laureati,2046
2011,solare,5401,Perugia,F,laureati,2939
2011,solare,5401,Perugia,M,laureati,2054
2012,solare,5401,Perugia,F,laureati,2761
2012,solare,5401,Perugia,M,laureati,1903
2013,solare,5401,Perugia,F,laureati,2771
2013,solare,5401,Perugia,M,laureati,1871
2014,solare,5401,Perugia,F,laureati,2643
2014,solare,5401,Perugia,M,laureati,1868
2015,solare,5401,Perugia,F,laureati,2489
2015,solare,5401,Perugia,M,laureati,1884
2016,solare,5401,Perugia,F,laureati,2620
2016,solare,5401,Perugia,M,laureati,1849
2017,solare,5401,Perugia,F,laureati,2411
2017,solare,5401,Perugia,M,laureati,1764
2018,solare,5401,Perugia,F,laureati,2569
2018,solare,5401,Perugia,M,laureati,1740
2019,solare,5401,Perugia,F,laureati,2696
2019,solare,5401,Perugia,M,laureati,1834
2020,solare,5401,Perugia,F,laureati,2534
2020,solare,5401,Perugia,M,laureati,1783
2021,solare,5401,Perugia,F,laureati,2633
2021,solare,5401,Perugia,M,laureati,1752
2022,solare,5401,Perugia,F,laureati,2637
2022,solare,5401,Perugia,M,laureati,1552
2023,solare,5401,Perugia,F,laureati,2825
2023,solare,5401,Perugia,M,laureati,1711
2024,solare,5401,Perugia,F,laureati,2840
2024,solare,5401,Perugia,M,laureati,1658
2025,solare,5401,Perugia,F,laureati,3218
2025,solare,5401,Perugia,M,laureati,1829
1998,accademico,5402,Perugia ISEF,F,immatricolati,64
1998,accademico,5402,Perugia ISEF,M,immatricolati,107
2000,accademico,5402,Perugia ISEF,F,iscritti,195
2000,accademico,5402,Perugia ISEF,M,iscritti,325
1998,accademico,5403,Perugia Stranieri,F,immatricolati,167
1998,accademico,5403,Perugia Stranieri,M,immatricolati,134
1999,accademico,5403,Perugia Stranieri,F,immatricolati,283
1999,accademico,5403,Perugia Stranieri,M,immatricolati,158
2000,accademico,5403,Perugia Stranieri,F,immatricolati,760
2000,accademico,5403,Perugia Stranieri,M,immatricolati,315
2001,accademico,5403,Perugia Stranieri,F,immatricolati,378
2001,accademico,5403,Perugia Stranieri,M,immatricolati,196
2002,accademico,5403,Perugia Stranieri,F,immatricolati,264
2002,accademico,5403,Perugia Stranieri,M,immatricolati,136
2003,accademico,5403,Perugia Stranieri,F,immatricolati,213
2003,accademico,5403,Perugia Stranieri,M,immatricolati,145
2004,accademico,5403,Perugia Stranieri,F,immatricolati,176
2004,accademico,5403,Perugia Stranieri,M,immatricolati,210
2005,accademico,5403,Perugia Stranieri,F,immatricolati,218
2005,accademico,5403,Perugia Stranieri,M,immatricolati,430
2006,accademico,5403,Perugia Stranieri,F,immatricolati,187
2006,accademico,5403,Perugia Stranieri,M,immatricolati,189
2007,accademico,5403,Perugia Stranieri,F,immatricolati,212
2007,accademico,5403,Perugia Stranieri,M,immatricolati,208
2008,accademico,5403,Perugia Stranieri,F,immatricolati,151
2008,accademico,5403,Perugia Stranieri,M,immatricolati,152
2009,accademico,5403,Perugia Stranieri,F,immatricolati,127
2009,accademico,5403,Perugia Stranieri,M,immatricolati,130
2010,accademico,5403,Perugia Stranieri,F,immatricolati,101
2010,accademico,5403,Perugia Stranieri,M,immatricolati,70
2011,accademico,5403,Perugia Stranieri,F,immatricolati,126
2011,accademico,5403,Perugia Stranieri,M,immatricolati,60
2012,accademico,5403,Perugia Stranieri,F,immatricolati,87
2012,accademico,5403,Perugia Stranieri,M,immatricolati,46
2013,accademico,5403,Perugia Stranieri,F,immatricolati,82
2013,accademico,5403,Perugia Stranieri,M,immatricolati,38
2014,accademico,5403,Perugia Stranieri,F,immatricolati,73
2014,accademico,5403,Perugia Stranieri,M,immatricolati,40
2015,accademico,5403,Perugia Stranieri,F,immatricolati,57
2015,accademico,5403,Perugia Stranieri,M,immatricolati,57
2016,accademico,5403,Perugia Stranieri,F,immatricolati,75
2016,accademico,5403,Perugia Stranieri,M,immatricolati,41
2017,accademico,5403,Perugia Stranieri,F,immatricolati,74
2017,accademico,5403,Perugia Stranieri,M,immatricolati,45
2018,accademico,5403,Perugia Stranieri,F,immatricolati,116
2018,accademico,5403,Perugia Stranieri,M,immatricolati,76
2019,accademico,5403,Perugia Stranieri,F,immatricolati,87
2019,accademico,5403,Perugia Stranieri,M,immatricolati,60
2020,accademico,5403,Perugia Stranieri,F,immatricolati,111
2020,accademico,5403,Perugia Stranieri,M,immatricolati,69
2021,accademico,5403,Perugia Stranieri,F,immatricolati,89
2021,accademico,5403,Perugia Stranieri,M,immatricolati,75
2022,accademico,5403,Perugia Stranieri,F,immatricolati,71
2022,accademico,5403,Perugia Stranieri,M,immatricolati,29
2023,accademico,5403,Perugia Stranieri,F,immatricolati,99
2023,accademico,5403,Perugia Stranieri,M,immatricolati,54
2024,accademico,5403,Perugia Stranieri,F,immatricolati,86
2024,accademico,5403,Perugia Stranieri,M,immatricolati,54
2025,accademico,5403,Perugia Stranieri,F,immatricolati,64
2025,accademico,5403,Perugia Stranieri,M,immatricolati,53
2000,accademico,5403,Perugia Stranieri,F,iscritti,1270
2000,accademico,5403,Perugia Stranieri,M,iscritti,621
2001,accademico,5403,Perugia Stranieri,F,iscritti,1486
2001,accademico,5403,Perugia Stranieri,M,iscritti,703
2002,accademico,5403,Perugia Stranieri,F,iscritti,1655
2002,accademico,5403,Perugia Stranieri,M,iscritti,753
2003,accademico,5403,Perugia Stranieri,F,iscritti,1704
2003,accademico,5403,Perugia Stranieri,M,iscritti,797
2004,accademico,5403,Perugia Stranieri,F,iscritti,1310
2004,accademico,5403,Perugia Stranieri,M,iscritti,759
2005,accademico,5403,Perugia Stranieri,F,iscritti,1583
2005,accademico,5403,Perugia Stranieri,M,iscritti,1154
2006,accademico,5403,Perugia Stranieri,F,iscritti,1289
2006,accademico,5403,Perugia Stranieri,M,iscritti,1038
2007,accademico,5403,Perugia Stranieri,F,iscritti,1176
2007,accademico,5403,Perugia Stranieri,M,iscritti,812
2008,accademico,5403,Perugia Stranieri,F,iscritti,1089
2008,accademico,5403,Perugia Stranieri,M,iscritti,759
2009,accademico,5403,Perugia Stranieri,F,iscritti,1001
2009,accademico,5403,Perugia Stranieri,M,iscritti,729
2010,accademico,5403,Perugia Stranieri,F,iscritti,903
2010,accademico,5403,Perugia Stranieri,M,iscritti,616
2011,accademico,5403,Perugia Stranieri,F,iscritti,843
2011,accademico,5403,Perugia Stranieri,M,iscritti,482
2012,accademico,5403,Perugia Stranieri,F,iscritti,789
2012,accademico,5403,Perugia Stranieri,M,iscritti,455
2013,accademico,5403,Perugia Stranieri,F,iscritti,714
2013,accademico,5403,Perugia Stranieri,M,iscritti,394
2014,accademico,5403,Perugia Stranieri,F,iscritti,635
2014,accademico,5403,Perugia Stranieri,M,iscritti,361
2015,accademico,5403,Perugia Stranieri,F,iscritti,531
2015,accademico,5403,Perugia Stranieri,M,iscritti,366
2016,accademico,5403,Perugia Stranieri,F,iscritti,552
2016,accademico,5403,Perugia Stranieri,M,iscritti,330
2017,accademico,5403,Perugia Stranieri,F,iscritti,615
2017,accademico,5403,Perugia Stranieri,M,iscritti,321
2018,accademico,5403,Perugia Stranieri,F,iscritti,674
2018,accademico,5403,Perugia Stranieri,M,iscritti,380
2019,accademico,5403,Perugia Stranieri,F,iscritti,715
2019,accademico,5403,Perugia Stranieri,M,iscritti,379
2020,accademico,5403,Perugia Stranieri,F,iscritti,778
2020,accademico,5403,Perugia Stranieri,M,iscritti,374
2021,accademico,5403,Perugia Stranieri,F,iscritti,707
2021,accademico,5403,Perugia Stranieri,M,iscritti,371
2022,accademico,5403,Perugia Stranieri,F,iscritti,637
2022,accademico,5403,Perugia Stranieri,M,iscritti,303
2023,accademico,5403,Perugia Stranieri,F,iscritti,680
2023,accademico,5403,Perugia Stranieri,M,iscritti,322
2024,accademico,5403,Perugia Stranieri,F,iscritti,738
2024,accademico,5403,Perugia Stranieri,M,iscritti,360
2001,solare,5403,Perugia Stranieri,F,laureati,52
2001,solare,5403,Perugia Stranieri,M,laureati,30
2002,solare,5403,Perugia Stranieri,F,laureati,100
2002,solare,5403,Perugia Stranieri,M,laureati,38
2003,solare,5403,Perugia Stranieri,F,laureati,179
2003,solare,5403,Perugia Stranieri,M,laureati,93
2004,solare,5403,Perugia Stranieri,F,laureati,257
2004,solare,5403,Perugia Stranieri,M,laureati,111
2005,solare,5403,Perugia Stranieri,F,laureati,609
2005,solare,5403,Perugia Stranieri,M,laureati,203
2006,solare,5403,Perugia Stranieri,F,laureati,474
2006,solare,5403,Perugia Stranieri,M,laureati,242
2007,solare,5403,Perugia Stranieri,F,laureati,449
2007,solare,5403,Perugia Stranieri,M,laureati,355
2008,solare,5403,Perugia Stranieri,F,laureati,326
2008,solare,5403,Perugia Stranieri,M,laureati,206
2009,solare,5403,Perugia Stranieri,F,laureati,285
2009,solare,5403,Perugia Stranieri,M,laureati,180
2010,solare,5403,Perugia Stranieri,F,laureati,258
2010,solare,5403,Perugia Stranieri,M,laureati,150
2011,solare,5403,Perugia Stranieri,F,laureati,236
2011,solare,5403,Perugia Stranieri,M,laureati,153
2012,solare,5403,Perugia Stranieri,F,laureati,210
2012,solare,5403,Perugia Stranieri,M,laureati,137
2013,solare,5403,Perugia Stranieri,F,laureati,185
2013,solare,5403,Perugia Stranieri,M,laureati,88
2014,solare,5403,Perugia Stranieri,F,laureati,193
2014,solare,5403,Perugia Stranieri,M,laureati,74
2015,solare,5403,Perugia Stranieri,F,laureati,172
2015,solare,5403,Perugia Stranieri,M,laureati,83
2016,solare,5403,Perugia Stranieri,F,laureati,156
2016,solare,5403,Perugia Stranieri,M,laureati,69
2017,solare,5403,Perugia Stranieri,F,laureati,138
2017,solare,5403,Perugia Stranieri,M,laureati,79
2018,solare,5403,Perugia Stranieri,F,laureati,140
2018,solare,5403,Perugia Stranieri,M,laureati,72
2019,solare,5403,Perugia Stranieri,F,laureati,189
2019,solare,5403,Perugia Stranieri,M,laureati,75
2020,solare,5403,Perugia Stranieri,F,laureati,185
2020,solare,5403,Perugia Stranieri,M,laureati,64
2021,solare,5403,Perugia Stranieri,F,laureati,180
2021,solare,5403,Perugia Stranieri,M,laureati,63
2022,solare,5403,Perugia Stranieri,F,laureati,184
2022,solare,5403,Perugia Stranieri,M,laureati,72
2023,solare,5403,Perugia Stranieri,F,laureati,162
2023,solare,5403,Perugia Stranieri,M,laureati,47
2024,solare,5403,Perugia Stranieri,F,laureati,163
2024,solare,5403,Perugia Stranieri,M,laureati,51
2025,solare,5403,Perugia Stranieri,F,laureati,125
2025,solare,5403,Perugia Stranieri,M,laureati,51
1998,accademico,5601,Tuscia,F,immatricolati,783
1998,accademico,5601,Tuscia,M,immatricolati,1047
1999,accademico,5601,Tuscia,F,immatricolati,633
1999,accademico,5601,Tuscia,M,immatricolati,901
2000,accademico,5601,Tuscia,F,immatricolati,657
2000,accademico,5601,Tuscia,M,immatricolati,911
2001,accademico,5601,Tuscia,F,immatricolati,688
2001,accademico,5601,Tuscia,M,immatricolati,974
2002,accademico,5601,Tuscia,F,immatricolati,1002
2002,accademico,5601,Tuscia,M,immatricolati,1993
2003,accademico,5601,Tuscia,F,immatricolati,954
2003,accademico,5601,Tuscia,M,immatricolati,1393
2004,accademico,5601,Tuscia,F,immatricolati,971
2004,accademico,5601,Tuscia,M,immatricolati,1693
2005,accademico,5601,Tuscia,F,immatricolati,930
2005,accademico,5601,Tuscia,M,immatricolati,1955
2006,accademico,5601,Tuscia,F,immatricolati,721
2006,accademico,5601,Tuscia,M,immatricolati,2210
2007,accademico,5601,Tuscia,F,immatricolati,586
2007,accademico,5601,Tuscia,M,immatricolati,1465
2008,accademico,5601,Tuscia,F,immatricolati,614
2008,accademico,5601,Tuscia,M,immatricolati,1268
2009,accademico,5601,Tuscia,F,immatricolati,649
2009,accademico,5601,Tuscia,M,immatricolati,1020
2010,accademico,5601,Tuscia,F,immatricolati,633
2010,accademico,5601,Tuscia,M,immatricolati,938
2011,accademico,5601,Tuscia,F,immatricolati,705
2011,accademico,5601,Tuscia,M,immatricolati,717
2012,accademico,5601,Tuscia,F,immatricolati,773
2012,accademico,5601,Tuscia,M,immatricolati,702
2013,accademico,5601,Tuscia,F,immatricolati,784
2013,accademico,5601,Tuscia,M,immatricolati,797
2014,accademico,5601,Tuscia,F,immatricolati,814
2014,accademico,5601,Tuscia,M,immatricolati,844
2015,accademico,5601,Tuscia,F,immatricolati,847
2015,accademico,5601,Tuscia,M,immatricolati,862
2016,accademico,5601,Tuscia,F,immatricolati,796
2016,accademico,5601,Tuscia,M,immatricolati,825
2017,accademico,5601,Tuscia,F,immatricolati,633
2017,accademico,5601,Tuscia,M,immatricolati,723
2018,accademico,5601,Tuscia,F,immatricolati,591
2018,accademico,5601,Tuscia,M,immatricolati,579
2019,accademico,5601,Tuscia,F,immatricolati,642
2019,accademico,5601,Tuscia,M,immatricolati,657
2020,accademico,5601,Tuscia,F,immatricolati,839
2020,accademico,5601,Tuscia,M,immatricolati,797
2021,accademico,5601,Tuscia,F,immatricolati,776
2021,accademico,5601,Tuscia,M,immatricolati,681
2022,accademico,5601,Tuscia,F,immatricolati,779
2022,accademico,5601,Tuscia,M,immatricolati,743
2023,accademico,5601,Tuscia,F,immatricolati,756
2023,accademico,5601,Tuscia,M,immatricolati,771
2024,accademico,5601,Tuscia,F,immatricolati,711
2024,accademico,5601,Tuscia,M,immatricolati,819
2025,accademico,5601,Tuscia,F,immatricolati,795
2025,accademico,5601,Tuscia,M,immatricolati,822
2000,accademico,5601,Tuscia,F,iscritti,4116
2000,accademico,5601,Tuscia,M,iscritti,3708
2001,accademico,5601,Tuscia,F,iscritti,4022
2001,accademico,5601,Tuscia,M,iscritti,4069
2002,accademico,5601,Tuscia,F,iscritti,4688
2002,accademico,5601,Tuscia,M,iscritti,5286
2003,accademico,5601,Tuscia,F,iscritti,5054
2003,accademico,5601,Tuscia,M,iscritti,5139
2004,accademico,5601,Tuscia,F,iscritti,4993
2004,accademico,5601,Tuscia,M,iscritti,5311
2005,accademico,5601,Tuscia,F,iscritti,4877
2005,accademico,5601,Tuscia,M,iscritti,5666
2006,accademico,5601,Tuscia,F,iscritti,4582
2006,accademico,5601,Tuscia,M,iscritti,7064
2007,accademico,5601,Tuscia,F,iscritti,3929
2007,accademico,5601,Tuscia,M,iscritti,6396
2008,accademico,5601,Tuscia,F,iscritti,3916
2008,accademico,5601,Tuscia,M,iscritti,5593
2009,accademico,5601,Tuscia,F,iscritti,3760
2009,accademico,5601,Tuscia,M,iscritti,5141
2010,accademico,5601,Tuscia,F,iscritti,4006
2010,accademico,5601,Tuscia,M,iscritti,5186
2011,accademico,5601,Tuscia,F,iscritti,3746
2011,accademico,5601,Tuscia,M,iscritti,4342
2012,accademico,5601,Tuscia,F,iscritti,3587
2012,accademico,5601,Tuscia,M,iscritti,3657
2013,accademico,5601,Tuscia,F,iscritti,3681
2013,accademico,5601,Tuscia,M,iscritti,3756
2014,accademico,5601,Tuscia,F,iscritti,3755
2014,accademico,5601,Tuscia,M,iscritti,3883
2015,accademico,5601,Tuscia,F,iscritti,3873
2015,accademico,5601,Tuscia,M,iscritti,3980
2016,accademico,5601,Tuscia,F,iscritti,3910
2016,accademico,5601,Tuscia,M,iscritti,4116
2017,accademico,5601,Tuscia,F,iscritti,3958
2017,accademico,5601,Tuscia,M,iscritti,4150
2018,accademico,5601,Tuscia,F,iscritti,3869
2018,accademico,5601,Tuscia,M,iscritti,3912
2019,accademico,5601,Tuscia,F,iscritti,4064
2019,accademico,5601,Tuscia,M,iscritti,3867
2020,accademico,5601,Tuscia,F,iscritti,4049
2020,accademico,5601,Tuscia,M,iscritti,3857
2021,accademico,5601,Tuscia,F,iscritti,3946
2021,accademico,5601,Tuscia,M,iscritti,3737
2022,accademico,5601,Tuscia,F,iscritti,3896
2022,accademico,5601,Tuscia,M,iscritti,3661
2023,accademico,5601,Tuscia,F,iscritti,3972
2023,accademico,5601,Tuscia,M,iscritti,3741
2024,accademico,5601,Tuscia,F,iscritti,3859
2024,accademico,5601,Tuscia,M,iscritti,3865
2001,solare,5601,Tuscia,F,laureati,386
2001,solare,5601,Tuscia,M,laureati,233
2002,solare,5601,Tuscia,F,laureati,407
2002,solare,5601,Tuscia,M,laureati,618
2003,solare,5601,Tuscia,F,laureati,491
2003,solare,5601,Tuscia,M,laureati,845
2004,solare,5601,Tuscia,F,laureati,604
2004,solare,5601,Tuscia,M,laureati,917
2005,solare,5601,Tuscia,F,laureati,846
2005,solare,5601,Tuscia,M,laureati,1032
2006,solare,5601,Tuscia,F,laureati,757
2006,solare,5601,Tuscia,M,laureati,1207
2007,solare,5601,Tuscia,F,laureati,754
2007,solare,5601,Tuscia,M,laureati,1448
2008,solare,5601,Tuscia,F,laureati,780
2008,solare,5601,Tuscia,M,laureati,1771
2009,solare,5601,Tuscia,F,laureati,706
2009,solare,5601,Tuscia,M,laureati,1636
2010,solare,5601,Tuscia,F,laureati,635
2010,solare,5601,Tuscia,M,laureati,1227
2011,solare,5601,Tuscia,F,laureati,670
2011,solare,5601,Tuscia,M,laureati,1083
2012,solare,5601,Tuscia,F,laureati,656
2012,solare,5601,Tuscia,M,laureati,1016
2013,solare,5601,Tuscia,F,laureati,676
2013,solare,5601,Tuscia,M,laureati,732
2014,solare,5601,Tuscia,F,laureati,622
2014,solare,5601,Tuscia,M,laureati,681
2015,solare,5601,Tuscia,F,laureati,647
2015,solare,5601,Tuscia,M,laureati,612
2016,solare,5601,Tuscia,F,laureati,605
2016,solare,5601,Tuscia,M,laureati,642
2017,solare,5601,Tuscia,F,laureati,596
2017,solare,5601,Tuscia,M,laureati,745
2018,solare,5601,Tuscia,F,laureati,802
2018,solare,5601,Tuscia,M,laureati,806
2019,solare,5601,Tuscia,F,laureati,703
2019,solare,5601,Tuscia,M,laureati,899
2020,solare,5601,Tuscia,F,laureati,752
2020,solare,5601,Tuscia,M,laureati,802
2021,solare,5601,Tuscia,F,laureati,851
2021,solare,5601,Tuscia,M,laureati,726
2022,solare,5601,Tuscia,F,laureati,699
2022,solare,5601,Tuscia,M,laureati,767
2023,solare,5601,Tuscia,F,laureati,670
2023,solare,5601,Tuscia,M,laureati,680
2024,solare,5601,Tuscia,F,laureati,833
2024,solare,5601,Tuscia,M,laureati,731
2025,solare,5601,Tuscia,F,laureati,736
2025,solare,5601,Tuscia,M,laureati,728
1998,accademico,5801,Roma La Sapienza,F,immatricolati,10753
1998,accademico,5801,Roma La Sapienza,M,immatricolati,7816
1999,accademico,5801,Roma La Sapienza,F,immatricolati,10829
1999,accademico,5801,Roma La Sapienza,M,immatricolati,7788
2000,accademico,5801,Roma La Sapienza,F,immatricolati,11012
2000,accademico,5801,Roma La Sapienza,M,immatricolati,8021
2001,accademico,5801,Roma La Sapienza,F,immatricolati,14892
2001,accademico,5801,Roma La Sapienza,M,immatricolati,9868
2002,accademico,5801,Roma La Sapienza,F,immatricolati,12960
2002,accademico,5801,Roma La Sapienza,M,immatricolati,9660
2003,accademico,5801,Roma La Sapienza,F,immatricolati,13947
2003,accademico,5801,Roma La Sapienza,M,immatricolati,10363
2004,accademico,5801,Roma La Sapienza,F,immatricolati,12245
2004,accademico,5801,Roma La Sapienza,M,immatricolati,8732
2005,accademico,5801,Roma La Sapienza,F,immatricolati,12027
2005,accademico,5801,Roma La Sapienza,M,immatricolati,8508
2006,accademico,5801,Roma La Sapienza,F,immatricolati,11528
2006,accademico,5801,Roma La Sapienza,M,immatricolati,8031
2007,accademico,5801,Roma La Sapienza,F,immatricolati,11808
2007,accademico,5801,Roma La Sapienza,M,immatricolati,8282
2008,accademico,5801,Roma La Sapienza,F,immatricolati,11362
2008,accademico,5801,Roma La Sapienza,M,immatricolati,8223
2009,accademico,5801,Roma La Sapienza,F,immatricolati,9868
2009,accademico,5801,Roma La Sapienza,M,immatricolati,7352
2010,accademico,5801,Roma La Sapienza,F,immatricolati,9407
2010,accademico,5801,Roma La Sapienza,M,immatricolati,7063
2011,accademico,5801,Roma La Sapienza,F,immatricolati,9157
2011,accademico,5801,Roma La Sapienza,M,immatricolati,6703
2012,accademico,5801,Roma La Sapienza,F,immatricolati,8435
2012,accademico,5801,Roma La Sapienza,M,immatricolati,6397
2013,accademico,5801,Roma La Sapienza,F,immatricolati,8093
2013,accademico,5801,Roma La Sapienza,M,immatricolati,6242
2014,accademico,5801,Roma La Sapienza,F,immatricolati,8449
2014,accademico,5801,Roma La Sapienza,M,immatricolati,6497
2015,accademico,5801,Roma La Sapienza,F,immatricolati,8578
2015,accademico,5801,Roma La Sapienza,M,immatricolati,6605
2016,accademico,5801,Roma La Sapienza,F,immatricolati,9489
2016,accademico,5801,Roma La Sapienza,M,immatricolati,7163
2017,accademico,5801,Roma La Sapienza,F,immatricolati,9268
2017,accademico,5801,Roma La Sapienza,M,immatricolati,6924
2018,accademico,5801,Roma La Sapienza,F,immatricolati,9714
2018,accademico,5801,Roma La Sapienza,M,immatricolati,7013
2019,accademico,5801,Roma La Sapienza,F,immatricolati,9925
2019,accademico,5801,Roma La Sapienza,M,immatricolati,7167
2020,accademico,5801,Roma La Sapienza,F,immatricolati,10751
2020,accademico,5801,Roma La Sapienza,M,immatricolati,7593
2021,accademico,5801,Roma La Sapienza,F,immatricolati,10829
2021,accademico,5801,Roma La Sapienza,M,immatricolati,7757
2022,accademico,5801,Roma La Sapienza,F,immatricolati,10569
2022,accademico,5801,Roma La Sapienza,M,immatricolati,7905
2023,accademico,5801,Roma La Sapienza,F,immatricolati,10246
2023,accademico,5801,Roma La Sapienza,M,immatricolati,7357
2024,accademico,5801,Roma La Sapienza,F,immatricolati,9985
2024,accademico,5801,Roma La Sapienza,M,immatricolati,7382
2025,accademico,5801,Roma La Sapienza,F,immatricolati,10103
2025,accademico,5801,Roma La Sapienza,M,immatricolati,7634
2000,accademico,5801,Roma La Sapienza,F,iscritti,81122
2000,accademico,5801,Roma La Sapienza,M,iscritti,58815
2001,accademico,5801,Roma La Sapienza,F,iscritti,81716
2001,accademico,5801,Roma La Sapienza,M,iscritti,57629
2002,accademico,5801,Roma La Sapienza,F,iscritti,77883
2002,accademico,5801,Roma La Sapienza,M,iscritti,54654
2003,accademico,5801,Roma La Sapienza,F,iscritti,80598
2003,accademico,5801,Roma La Sapienza,M,iscritti,56675
2004,accademico,5801,Roma La Sapienza,F,iscritti,79705
2004,accademico,5801,Roma La Sapienza,M,iscritti,55107
2005,accademico,5801,Roma La Sapienza,F,iscritti,78819
2005,accademico,5801,Roma La Sapienza,M,iscritti,53756
2006,accademico,5801,Roma La Sapienza,F,iscritti,76427
2006,accademico,5801,Roma La Sapienza,M,iscritti,51698
2007,accademico,5801,Roma La Sapienza,F,iscritti,77556
2007,accademico,5801,Roma La Sapienza,M,iscritti,52191
2008,accademico,5801,Roma La Sapienza,F,iscritti,77765
2008,accademico,5801,Roma La Sapienza,M,iscritti,52512
2009,accademico,5801,Roma La Sapienza,F,iscritti,75318
2009,accademico,5801,Roma La Sapienza,M,iscritti,51056
2010,accademico,5801,Roma La Sapienza,F,iscritti,81141
2010,accademico,5801,Roma La Sapienza,M,iscritti,56038
2011,accademico,5801,Roma La Sapienza,F,iscritti,75100
2011,accademico,5801,Roma La Sapienza,M,iscritti,51726
2012,accademico,5801,Roma La Sapienza,F,iscritti,69529
2012,accademico,5801,Roma La Sapienza,M,iscritti,48638
2013,accademico,5801,Roma La Sapienza,F,iscritti,64991
2013,accademico,5801,Roma La Sapienza,M,iscritti,46276
2014,accademico,5801,Roma La Sapienza,F,iscritti,61970
2014,accademico,5801,Roma La Sapienza,M,iscritti,44759
2015,accademico,5801,Roma La Sapienza,F,iscritti,59508
2015,accademico,5801,Roma La Sapienza,M,iscritti,43672
2016,accademico,5801,Roma La Sapienza,F,iscritti,59195
2016,accademico,5801,Roma La Sapienza,M,iscritti,44034
2017,accademico,5801,Roma La Sapienza,F,iscritti,58714
2017,accademico,5801,Roma La Sapienza,M,iscritti,43997
2018,accademico,5801,Roma La Sapienza,F,iscritti,59592
2018,accademico,5801,Roma La Sapienza,M,iscritti,44388
2019,accademico,5801,Roma La Sapienza,F,iscritti,60665
2019,accademico,5801,Roma La Sapienza,M,iscritti,44817
2020,accademico,5801,Roma La Sapienza,F,iscritti,61400
2020,accademico,5801,Roma La Sapienza,M,iscritti,44377
2021,accademico,5801,Roma La Sapienza,F,iscritti,63379
2021,accademico,5801,Roma La Sapienza,M,iscritti,45164
2022,accademico,5801,Roma La Sapienza,F,iscritti,63605
2022,accademico,5801,Roma La Sapienza,M,iscritti,45455
2023,accademico,5801,Roma La Sapienza,F,iscritti,65997
2023,accademico,5801,Roma La Sapienza,M,iscritti,46875
2024,accademico,5801,Roma La Sapienza,F,iscritti,65445
2024,accademico,5801,Roma La Sapienza,M,iscritti,46555
2001,solare,5801,Roma La Sapienza,F,laureati,7948
2001,solare,5801,Roma La Sapienza,M,laureati,5835
2002,solare,5801,Roma La Sapienza,F,laureati,8603
2002,solare,5801,Roma La Sapienza,M,laureati,6347
2003,solare,5801,Roma La Sapienza,F,laureati,11783
2003,solare,5801,Roma La Sapienza,M,laureati,7506
2004,solare,5801,Roma La Sapienza,F,laureati,10343
2004,solare,5801,Roma La Sapienza,M,laureati,6509
2005,solare,5801,Roma La Sapienza,F,laureati,11789
2005,solare,5801,Roma La Sapienza,M,laureati,7623
2006,solare,5801,Roma La Sapienza,F,laureati,12792
2006,solare,5801,Roma La Sapienza,M,laureati,7856
