codice_istat,comune,mese,arrivi,presenze,permanenza_media
017050,Ceto,2021-06,122,1503,12.30
017050,Ceto,2021-07,247,2947,11.90
017050,Ceto,2021-08,267,3188,11.90
017050,Ceto,2021-09,141,325,2.30
017050,Ceto,2021-10,12,27,2.30
017050,Ceto,2021-11,4,45,11.30
017050,Ceto,2021-12,13,36,2.80
017050,Ceto,2022-01,8,34,4.30
017050,Ceto,2022-02,4,13,3.30
017050,Ceto,2022-03,6,15,2.50
017050,Ceto,2022-04,17,67,3.90
017050,Ceto,2022-05,9,74,8.20
017050,Ceto,2022-06,148,1532,10.40
017050,Ceto,2022-07,352,2909,8.30
017050,Ceto,2022-08,398,3489,8.80
017050,Ceto,2022-09,49,74,1.50
017050,Ceto,2022-10,22,49,2.20
017050,Ceto,2022-11,8,14,1.80
017050,Ceto,2022-12,25,56,2.20
017050,Ceto,2023-01,25,61,2.40
017050,Ceto,2023-02,26,37,1.40
017050,Ceto,2023-03,22,34,1.50
017050,Ceto,2023-04,12,20,1.70
017050,Ceto,2023-05,328,681,2.10
017050,Ceto,2023-06,239,1709,7.20
017050,Ceto,2023-07,432,3323,7.70
017050,Ceto,2023-08,410,2503,6.10
017050,Ceto,2023-09,64,136,2.10
017050,Ceto,2023-11,1,2,2.00
017050,Ceto,2023-12,8,15,1.90
017050,Ceto,2024-01,18,26,1.40
017050,Ceto,2024-02,29,36,1.20
017050,Ceto,2024-03,14,31,2.20
017050,Ceto,2024-04,20,39,2.00
017050,Ceto,2024-05,341,684,2.00
017050,Ceto,2024-06,244,1879,7.70
017050,Ceto,2024-07,359,3268,9.10
017050,Ceto,2024-08,505,3110,6.20
017050,Ceto,2024-09,62,85,1.40
017050,Ceto,2024-10,8,52,6.50
017050,Ceto,2024-11,5,88,17.60
017050,Ceto,2024-12,22,134,6.10
017051,Cevo,2019-01,24,67,2.80
017051,Cevo,2019-02,13,15,1.20
017051,Cevo,2019-03,22,26,1.20
017051,Cevo,2019-04,48,97,2.00
017051,Cevo,2019-05,35,74,2.10
017051,Cevo,2019-06,113,194,1.70
017051,Cevo,2019-07,140,759,5.40
017051,Cevo,2019-08,272,1256,4.60
017051,Cevo,2019-09,83,138,1.70
017051,Cevo,2019-10,44,122,2.80
017051,Cevo,2019-11,42,59,1.40
017051,Cevo,2019-12,55,94,1.70
017051,Cevo,2020-01,56,125,2.20
017051,Cevo,2020-02,2,6,3.00
017051,Cevo,2020-03,4,4,1.00
017051,Cevo,2020-04,0,0,0.00
017051,Cevo,2020-05,0,0,0.00
017051,Cevo,2020-06,25,47,1.90
017051,Cevo,2020-07,178,829,4.70
017051,Cevo,2020-08,230,1011,4.40
017051,Cevo,2020-09,87,142,1.60
017051,Cevo,2020-10,39,73,1.90
017051,Cevo,2020-11,11,32,2.90
017051,Cevo,2020-12,0,0,0.00
017051,Cevo,2021-01,0,0,0.00
017051,Cevo,2021-02,63,129,2.00
017051,Cevo,2021-03,10,37,3.70
017051,Cevo,2021-04,10,16,1.60
017051,Cevo,2021-05,26,82,3.20
017051,Cevo,2021-06,70,179,2.60
017051,Cevo,2021-07,181,884,4.90
017051,Cevo,2021-08,205,741,3.60
017051,Cevo,2021-09,101,204,2.00
017051,Cevo,2021-10,30,47,1.60
017051,Cevo,2021-11,8,12,1.50
017051,Cevo,2021-12,43,90,2.10
017051,Cevo,2022-01,30,91,3.00
017051,Cevo,2022-02,22,48,2.20
017051,Cevo,2022-03,20,48,2.40
017051,Cevo,2022-04,48,105,2.20
017051,Cevo,2022-05,17,32,1.90
017051,Cevo,2022-06,127,241,1.90
017051,Cevo,2022-07,337,1044,3.10
017051,Cevo,2022-08,438,2044,4.70
017051,Cevo,2022-09,100,222,2.20
017051,Cevo,2022-10,101,137,1.40
017051,Cevo,2022-11,11,48,4.40
017051,Cevo,2022-12,126,208,1.70
017051,Cevo,2023-01,120,238,2.00
017051,Cevo,2023-02,38,75,2.00
017051,Cevo,2023-03,40,49,1.20
017051,Cevo,2023-04,99,176,1.80
017051,Cevo,2023-05,46,104,2.30
017051,Cevo,2023-06,251,487,1.90
017051,Cevo,2023-07,313,1371,4.40
017051,Cevo,2023-08,480,2224,4.60
017051,Cevo,2023-09,128,265,2.10
017051,Cevo,2023-10,82,83,1.00
017051,Cevo,2023-11,19,19,1.00
017051,Cevo,2023-12,152,336,2.20
017051,Cevo,2024-01,91,259,2.80
017051,Cevo,2024-02,55,117,2.10
017051,Cevo,2024-03,30,52,1.70
017051,Cevo,2024-04,47,89,1.90
017051,Cevo,2024-05,70,114,1.60
017051,Cevo,2024-06,83,227,2.70
017051,Cevo,2024-07,411,1744,4.20
017051,Cevo,2024-08,510,1965,3.90
017051,Cevo,2024-09,143,321,2.20
017051,Cevo,2024-10,66,81,1.20
017051,Cevo,2024-11,42,70,1.70
017051,Cevo,2024-12,99,173,1.70
017052,Chiari,2019-01,133,268,2.00
017052,Chiari,2019-02,189,406,2.10
017052,Chiari,2019-03,158,320,2.00
017052,Chiari,2019-04,242,502,2.10
017052,Chiari,2019-05,239,598,2.50
017052,Chiari,2019-06,192,574,3.00
017052,Chiari,2019-07,129,634,4.90
017052,Chiari,2019-08,87,440,5.10
017052,Chiari,2019-09,162,378,2.30
017052,Chiari,2019-10,235,617,2.60
017052,Chiari,2019-11,191,327,1.70
017052,Chiari,2019-12,93,225,2.40
017052,Chiari,2020-01,118,254,2.20
017052,Chiari,2020-02,132,265,2.00
017052,Chiari,2020-03,26,97,3.70
017052,Chiari,2020-04,9,37,4.10
017052,Chiari,2020-05,34,77,2.30
017052,Chiari,2020-06,94,230,2.40
017052,Chiari,2020-07,102,224,2.20
017052,Chiari,2020-08,114,252,2.20
017052,Chiari,2020-09,160,338,2.10
017052,Chiari,2020-10,159,445,2.80
017052,Chiari,2020-11,55,290,5.30
017052,Chiari,2020-12,53,116,2.20
017052,Chiari,2021-01,96,384,4.00
017052,Chiari,2021-02,116,619,5.30
017052,Chiari,2021-03,116,445,3.80
017052,Chiari,2021-04,160,604,3.80
017052,Chiari,2021-05,180,393,2.20
017052,Chiari,2021-06,174,572,3.30
017052,Chiari,2021-07,168,471,2.80
017052,Chiari,2021-08,87,341,3.90
017052,Chiari,2021-09,146,347,2.40
017052,Chiari,2021-10,105,346,3.30
017052,Chiari,2021-11,106,308,2.90
017052,Chiari,2021-12,78,289,3.70
017052,Chiari,2022-01,102,292,2.90
017052,Chiari,2022-02,125,226,1.80
017052,Chiari,2022-03,189,254,1.30
017052,Chiari,2022-04,197,361,1.80
017052,Chiari,2022-05,262,766,2.90
017052,Chiari,2022-06,334,647,1.90
017052,Chiari,2022-07,190,601,3.20
017052,Chiari,2022-08,137,841,6.10
017052,Chiari,2022-09,204,379,1.90
017052,Chiari,2022-10,185,367,2.00
017052,Chiari,2022-11,192,435,2.30
017052,Chiari,2022-12,66,272,4.10
017052,Chiari,2023-01,116,394,3.40
017052,Chiari,2023-02,173,684,4.00
017052,Chiari,2023-03,193,627,3.20
017052,Chiari,2023-04,211,491,2.30
017052,Chiari,2023-05,242,461,1.90
017052,Chiari,2023-06,316,560,1.80
017052,Chiari,2023-07,380,705,1.90
017052,Chiari,2023-08,160,384,2.40
017052,Chiari,2023-09,283,776,2.70
017052,Chiari,2023-10,246,671,2.70
017052,Chiari,2023-11,195,640,3.30
017052,Chiari,2023-12,131,477,3.60
017052,Chiari,2024-01,163,389,2.40
017052,Chiari,2024-02,164,307,1.90
017052,Chiari,2024-03,221,573,2.60
017052,Chiari,2024-04,292,864,3.00
017052,Chiari,2024-05,399,724,1.80
017052,Chiari,2024-06,283,721,2.50
017052,Chiari,2024-07,242,439,1.80
017052,Chiari,2024-08,161,401,2.50
017052,Chiari,2024-09,340,734,2.20
017052,Chiari,2024-10,291,748,2.60
017052,Chiari,2024-11,289,762,2.60
017052,Chiari,2024-12,201,736,3.70
017053,Cigole,2024-01,33,94,2.80
017053,Cigole,2024-02,41,114,2.80
017053,Cigole,2024-03,35,129,3.70
017053,Cigole,2024-04,37,96,2.60
017053,Cigole,2024-05,51,199,3.90
017053,Cigole,2024-06,78,142,1.80
017053,Cigole,2024-07,128,197,1.50
017053,Cigole,2024-08,147,185,1.30
017053,Cigole,2024-09,64,107,1.70
017053,Cigole,2024-10,61,142,2.30
017053,Cigole,2024-11,48,133,2.80
017053,Cigole,2024-12,49,101,2.10
017054,Cimbergo,2021-01,0,0,0.00
017054,Cimbergo,2021-02,0,0,0.00
017054,Cimbergo,2021-03,1,9,9.00
017054,Cimbergo,2021-04,0,0,0.00
017054,Cimbergo,2021-05,46,50,1.10
017054,Cimbergo,2021-06,47,67,1.40
017054,Cimbergo,2021-07,47,88,1.90
017054,Cimbergo,2021-08,109,174,1.60
017054,Cimbergo,2021-09,24,35,1.50
017054,Cimbergo,2021-10,41,47,1.10
017054,Cimbergo,2021-11,5,5,1.00
017054,Cimbergo,2021-12,31,35,1.10
017054,Cimbergo,2022-01,20,36,1.80
017054,Cimbergo,2022-02,18,23,1.30
017054,Cimbergo,2022-03,20,25,1.30
017054,Cimbergo,2022-04,35,45,1.30
017054,Cimbergo,2022-05,31,41,1.30
017054,Cimbergo,2022-06,85,241,2.80
017054,Cimbergo,2022-07,90,148,1.60
017054,Cimbergo,2022-08,130,232,1.80
017054,Cimbergo,2022-09,55,124,2.30
017054,Cimbergo,2022-10,22,39,1.80
017054,Cimbergo,2022-11,12,14,1.20
017054,Cimbergo,2022-12,39,59,1.50
017054,Cimbergo,2023-01,14,20,1.40
017054,Cimbergo,2023-03,32,44,1.40
017054,Cimbergo,2023-04,62,123,2.00
017054,Cimbergo,2023-05,49,80,1.60
017054,Cimbergo,2023-06,97,135,1.40
017054,Cimbergo,2023-07,140,291,2.10
017054,Cimbergo,2023-08,130,319,2.50
017054,Cimbergo,2023-09,79,125,1.60
017054,Cimbergo,2023-10,46,51,1.10
017054,Cimbergo,2023-11,33,49,1.50
017054,Cimbergo,2023-12,64,134,2.10
017054,Cimbergo,2024-01,11,17,1.50
017054,Cimbergo,2024-02,8,14,1.80
017054,Cimbergo,2024-03,59,81,1.40
017054,Cimbergo,2024-04,46,54,1.20
017054,Cimbergo,2024-05,74,150,2.00
017054,Cimbergo,2024-06,132,255,1.90
017054,Cimbergo,2024-07,188,514,2.70
017054,Cimbergo,2024-08,284,1119,3.90
017054,Cimbergo,2024-09,159,311,2.00
017054,Cimbergo,2024-10,60,144,2.40
017054,Cimbergo,2024-11,92,157,1.70
017054,Cimbergo,2024-12,116,208,1.80
017055,Cividate Camuno,2020-01,0,0,0.00
017055,Cividate Camuno,2020-02,0,0,0.00
017055,Cividate Camuno,2020-03,0,0,0.00
017055,Cividate Camuno,2020-04,0,0,0.00
017055,Cividate Camuno,2020-05,0,0,0.00
017055,Cividate Camuno,2020-06,0,0,0.00
017055,Cividate Camuno,2020-07,0,0,0.00
017055,Cividate Camuno,2020-08,0,0,0.00
017055,Cividate Camuno,2020-09,0,0,0.00
017055,Cividate Camuno,2020-10,0,0,0.00
017055,Cividate Camuno,2020-11,0,0,0.00
017055,Cividate Camuno,2020-12,0,0,0.00
017055,Cividate Camuno,2021-01,0,0,0.00
017055,Cividate Camuno,2021-02,0,0,0.00
017055,Cividate Camuno,2021-03,0,0,0.00
017055,Cividate Camuno,2021-04,0,0,0.00
017055,Cividate Camuno,2021-05,0,0,0.00
017055,Cividate Camuno,2021-06,0,0,0.00
017055,Cividate Camuno,2021-07,1,7,7.00
017055,Cividate Camuno,2021-08,0,0,0.00
017055,Cividate Camuno,2021-09,1,14,14.00
017055,Cividate Camuno,2021-10,3,39,13.00
017055,Cividate Camuno,2021-11,0,0,0.00
017055,Cividate Camuno,2021-12,0,0,0.00
017055,Cividate Camuno,2023-04,16,36,2.30
017055,Cividate Camuno,2023-05,21,74,3.50
017055,Cividate Camuno,2023-06,60,146,2.40
017055,Cividate Camuno,2023-07,147,229,1.60
017055,Cividate Camuno,2023-08,183,472,2.60
017055,Cividate Camuno,2023-09,82,236,2.90
017055,Cividate Camuno,2023-10,93,175,1.90
017055,Cividate Camuno,2023-11,82,171,2.10
017055,Cividate Camuno,2023-12,69,161,2.30
017055,Cividate Camuno,2024-01,66,101,1.50
017055,Cividate Camuno,2024-02,36,68,1.90
017055,Cividate Camuno,2024-03,47,90,1.90
017055,Cividate Camuno,2024-04,48,100,2.10
017055,Cividate Camuno,2024-05,41,118,2.90
017055,Cividate Camuno,2024-06,56,172,3.10
017055,Cividate Camuno,2024-07,73,205,2.80
017055,Cividate Camuno,2024-08,119,209,1.80
017055,Cividate Camuno,2024-09,70,302,4.30
017055,Cividate Camuno,2024-10,35,151,4.30
017055,Cividate Camuno,2024-11,43,103,2.40
017055,Cividate Camuno,2024-12,25,48,1.90
017058,Collio,2019-01,585,1469,2.50
017058,Collio,2019-02,562,1507,2.70
017058,Collio,2019-03,353,759,2.20
017058,Collio,2019-04,36,51,1.40
017058,Collio,2019-05,76,198,2.60
017058,Collio,2019-06,328,855,2.60
017058,Collio,2019-07,284,1659,5.80
017058,Collio,2019-08,371,922,2.50
017058,Collio,2019-09,179,313,1.70
017058,Collio,2019-10,29,54,1.90
017058,Collio,2019-11,20,32,1.60
017058,Collio,2019-12,481,888,1.80
017058,Collio,2020-01,704,1436,2.00
017058,Collio,2020-02,699,1525,2.20
017058,Collio,2020-03,115,314,2.70
017058,Collio,2020-04,0,0,0.00
017058,Collio,2020-05,9,10,1.10
017058,Collio,2020-06,56,72,1.30
017058,Collio,2020-07,138,403,2.90
017058,Collio,2020-08,438,1151,2.60
017058,Collio,2020-09,13,13,1.00
017058,Collio,2020-10,22,46,2.10
017058,Collio,2020-11,1,3,3.00
017058,Collio,2020-12,2,2,1.00
017058,Collio,2021-01,160,253,1.60
017058,Collio,2021-02,315,395,1.30
017058,Collio,2021-03,86,90,1.00
017058,Collio,2021-04,21,32,1.50
017058,Collio,2021-05,17,32,1.90
017058,Collio,2021-06,251,756,3.00
017058,Collio,2021-07,347,937,2.70
017058,Collio,2021-08,492,1234,2.50
017058,Collio,2021-09,115,221,1.90
017058,Collio,2021-10,40,63,1.60
017058,Collio,2021-11,13,13,1.00
017058,Collio,2021-12,98,183,1.90
017058,Collio,2022-01,465,837,1.80
017058,Collio,2022-02,438,783,1.80
017058,Collio,2022-03,334,695,2.10
017058,Collio,2022-04,25,105,4.20
017058,Collio,2022-05,138,394,2.90
017058,Collio,2022-06,361,932,2.60
017058,Collio,2022-07,603,1043,1.70
017058,Collio,2022-08,474,1264,2.70
017058,Collio,2022-09,226,277,1.20
017058,Collio,2022-10,146,185,1.30
017058,Collio,2022-11,9,10,1.10
017058,Collio,2022-12,81,161,2.00
017058,Collio,2023-01,884,2397,2.70
017058,Collio,2023-02,821,2078,2.50
017058,Collio,2023-03,202,486,2.40
017058,Collio,2023-04,57,112,2.00
017058,Collio,2023-05,65,236,3.60
017058,Collio,2023-06,339,863,2.50
017058,Collio,2023-07,271,645,2.40
017058,Collio,2023-08,513,1183,2.30
017058,Collio,2023-09,162,194,1.20
017058,Collio,2023-10,101,172,1.70
017058,Collio,2023-11,33,52,1.60
017058,Collio,2023-12,414,774,1.90
017058,Collio,2024-01,985,2136,2.20
017058,Collio,2024-02,951,2336,2.50
017058,Collio,2024-03,234,307,1.30
017058,Collio,2024-04,66,199,3.00
017058,Collio,2024-05,308,560,1.80
017058,Collio,2024-06,339,977,2.90
017058,Collio,2024-07,544,1134,2.10
017058,Collio,2024-08,750,1624,2.20
017058,Collio,2024-09,164,180,1.10
017058,Collio,2024-10,290,464,1.60
017058,Collio,2024-11,24,90,3.80
017058,Collio,2024-12,441,880,2.00
017059,Cologne,2019-01,108,118,1.10
017059,Cologne,2019-02,124,179,1.40
017059,Cologne,2019-03,142,245,1.70
017059,Cologne,2019-04,151,235,1.60
017059,Cologne,2019-05,63,100,1.60
017059,Cologne,2019-06,80,113,1.40
017059,Cologne,2019-07,126,153,1.20
017059,Cologne,2019-08,33,55,1.70
017059,Cologne,2019-09,105,143,1.40
017059,Cologne,2019-10,145,199,1.40
017059,Cologne,2019-11,133,185,1.40
017059,Cologne,2019-12,86,146,1.70
017059,Cologne,2020-01,78,119,1.50
017059,Cologne,2020-02,107,124,1.20
017059,Cologne,2020-03,9,14,1.60
017059,Cologne,2020-04,0,0,0.00
017059,Cologne,2020-05,1,1,1.00
017059,Cologne,2020-06,56,93,1.70
017059,Cologne,2020-07,104,160,1.50
017059,Cologne,2020-08,115,217,1.90
017059,Cologne,2020-09,127,194,1.50
017059,Cologne,2020-10,58,103,1.80
017059,Cologne,2020-11,15,45,3.00
017059,Cologne,2020-12,19,40,2.10
017059,Cologne,2021-01,64,102,1.60
017059,Cologne,2021-02,105,135,1.30
017059,Cologne,2021-03,42,71,1.70
017059,Cologne,2021-04,100,131,1.30
017059,Cologne,2021-05,82,130,1.60
017059,Cologne,2021-06,299,331,1.10
017059,Cologne,2021-07,239,261,1.10
017059,Cologne,2021-08,180,342,1.90
017059,Cologne,2021-09,158,209,1.30
017059,Cologne,2021-10,225,373,1.70
017059,Cologne,2021-11,212,299,1.40
017059,Cologne,2021-12,148,201,1.40
017059,Cologne,2022-01,114,164,1.40
017059,Cologne,2022-02,163,228,1.40
017059,Cologne,2022-03,175,257,1.50
017059,Cologne,2022-04,193,322,1.70
017059,Cologne,2022-05,186,273,1.50
017059,Cologne,2022-06,221,387,1.80
017059,Cologne,2022-07,274,436,1.60
017059,Cologne,2022-08,178,329,1.80
017059,Cologne,2022-09,295,441,1.50
017059,Cologne,2022-10,183,308,1.70
017059,Cologne,2022-11,128,222,1.70
017059,Cologne,2022-12,142,184,1.30
017059,Cologne,2023-01,172,239,1.40
017059,Cologne,2023-02,124,178,1.40
017059,Cologne,2023-03,139,195,1.40
017059,Cologne,2023-04,218,352,1.60
017059,Cologne,2023-05,125,240,1.90
017059,Cologne,2023-06,153,266,1.70
017059,Cologne,2023-07,111,193,1.70
017059,Cologne,2023-08,102,187,1.80
017059,Cologne,2023-09,206,289,1.40
017059,Cologne,2023-10,127,192,1.50
017059,Cologne,2023-11,129,208,1.60
017059,Cologne,2023-12,78,167,2.10
017059,Cologne,2024-01,86,138,1.60
017059,Cologne,2024-02,119,155,1.30
017059,Cologne,2024-03,113,173,1.50
017059,Cologne,2024-04,163,230,1.40
017059,Cologne,2024-05,111,171,1.50
017059,Cologne,2024-06,149,246,1.70
017059,Cologne,2024-07,162,318,2.00
017059,Cologne,2024-08,75,109,1.50
017059,Cologne,2024-09,151,242,1.60
017059,Cologne,2024-10,137,243,1.80
017059,Cologne,2024-11,148,256,1.70
017059,Cologne,2024-12,64,128,2.00
017061,Concesio,2019-01,24,51,2.10
017061,Concesio,2019-02,18,26,1.40
017061,Concesio,2019-03,21,61,2.90
017061,Concesio,2019-04,22,136,6.20
017061,Concesio,2019-05,35,154,4.40
017061,Concesio,2019-06,29,114,3.90
017061,Concesio,2019-07,11,19,1.70
017061,Concesio,2019-08,25,41,1.60
017061,Concesio,2019-09,22,37,1.70
017061,Concesio,2019-10,25,40,1.60
017061,Concesio,2019-11,15,44,2.90
017061,Concesio,2019-12,23,62,2.70
017061,Concesio,2020-01,32,66,2.10
017061,Concesio,2020-02,32,78,2.40
017061,Concesio,2020-03,6,12,2.00
017061,Concesio,2020-04,0,0,0.00
017061,Concesio,2020-05,0,0,0.00
017061,Concesio,2020-06,0,0,0.00
017061,Concesio,2020-07,16,51,3.20
017061,Concesio,2020-08,13,37,2.80
017061,Concesio,2020-09,37,67,1.80
017061,Concesio,2020-10,31,42,1.40
017061,Concesio,2020-11,0,0,0.00
017061,Concesio,2020-12,0,0,0.00
017061,Concesio,2021-01,6,37,6.20
017061,Concesio,2021-02,20,50,2.50
017061,Concesio,2021-03,17,26,1.50
017061,Concesio,2021-04,34,69,2.00
017061,Concesio,2021-05,36,81,2.30
017061,Concesio,2021-06,23,82,3.60
017061,Concesio,2021-07,27,54,2.00
017061,Concesio,2021-08,10,52,5.20
017061,Concesio,2021-09,23,37,1.60
017061,Concesio,2021-10,1,35,31.00
017061,Concesio,2021-11,0,0,0.00
017061,Concesio,2021-12,6,35,5.80
017061,Concesio,2022-01,6,93,15.50
017061,Concesio,2022-02,21,132,6.30
017061,Concesio,2022-03,25,202,8.10
017061,Concesio,2022-04,1,92,31.00
017061,Concesio,2022-05,21,31,1.50
017061,Concesio,2022-06,8,10,1.30
017061,Concesio,2022-07,9,43,4.80
017061,Concesio,2022-08,13,26,2.00
017061,Concesio,2022-09,6,14,2.30
017061,Concesio,2022-10,7,75,10.70
017061,Concesio,2022-11,2,42,21.00
017061,Concesio,2022-12,2,31,15.50
017061,Concesio,2023-01,8,11,1.40
017061,Concesio,2023-02,5,6,1.20
017061,Concesio,2023-03,11,44,4.00
017061,Concesio,2023-04,32,78,2.40
017061,Concesio,2023-05,27,57,2.10
017061,Concesio,2023-06,30,138,4.60
017061,Concesio,2023-07,33,106,3.20
017061,Concesio,2023-08,17,48,2.80
017061,Concesio,2023-09,38,85,2.20
017061,Concesio,2023-10,16,77,4.80
017061,Concesio,2023-11,14,70,5.00
017061,Concesio,2023-12,41,157,3.80
017061,Concesio,2024-01,14,159,11.40
017061,Concesio,2024-02,11,127,11.50
017061,Concesio,2024-03,5,105,21.00
017061,Concesio,2024-04,9,99,11.00
017061,Concesio,2024-05,17,165,9.70
017061,Concesio,2024-06,24,163,6.80
017061,Concesio,2024-07,10,145,14.50
017061,Concesio,2024-08,22,174,7.90
017061,Concesio,2024-09,23,197,8.60
017061,Concesio,2024-10,20,143,7.20
017061,Concesio,2024-11,19,110,5.80
017061,Concesio,2024-12,30,149,5.00
017062,Corte Franca,2019-01,634,1290,2.00
017062,Corte Franca,2019-02,1108,1763,1.60
017062,Corte Franca,2019-03,1314,1813,1.40
017062,Corte Franca,2019-04,1416,2391,1.70
017062,Corte Franca,2019-05,1565,2309,1.50
017062,Corte Franca,2019-06,1837,2774,1.50
017062,Corte Franca,2019-07,1403,2402,1.70
017062,Corte Franca,2019-08,1202,2569,2.10
017062,Corte Franca,2019-09,1732,2728,1.60
017062,Corte Franca,2019-10,1385,2281,1.60
017062,Corte Franca,2019-11,1259,1975,1.60
017062,Corte Franca,2019-12,960,1586,1.70
017062,Corte Franca,2020-01,707,1560,2.20
017062,Corte Franca,2020-02,802,1490,1.90
017062,Corte Franca,2020-03,106,605,5.70
017062,Corte Franca,2020-04,13,507,31.00
017062,Corte Franca,2020-05,125,498,4.00
017062,Corte Franca,2020-06,394,929,2.40
017062,Corte Franca,2020-07,679,1336,2.00
017062,Corte Franca,2020-08,890,1639,1.80
017062,Corte Franca,2020-09,1281,2034,1.60
017062,Corte Franca,2020-10,751,1860,2.50
017062,Corte Franca,2020-11,95,949,10.00
017062,Corte Franca,2020-12,154,929,6.00
017062,Corte Franca,2021-01,89,279,3.10
017062,Corte Franca,2021-02,579,849,1.50
017062,Corte Franca,2021-03,83,313,3.80
017062,Corte Franca,2021-04,224,568,2.50
017062,Corte Franca,2021-05,1096,1917,1.70
017062,Corte Franca,2021-06,1474,2374,1.60
017062,Corte Franca,2021-07,2069,2860,1.40
017062,Corte Franca,2021-08,2171,4122,1.90
017062,Corte Franca,2021-09,1959,2697,1.40
017062,Corte Franca,2021-10,1850,2402,1.30
017062,Corte Franca,2021-11,1365,1838,1.30
017062,Corte Franca,2021-12,1135,1392,1.20
017062,Corte Franca,2022-01,572,821,1.40
017062,Corte Franca,2022-02,1019,1328,1.30
017062,Corte Franca,2022-03,1586,2188,1.40
017062,Corte Franca,2022-04,1825,2835,1.60
017062,Corte Franca,2022-05,1720,2601,1.50
017062,Corte Franca,2022-06,2158,3237,1.50
017062,Corte Franca,2022-07,2607,3995,1.50
017062,Corte Franca,2022-08,1921,4636,2.40
017062,Corte Franca,2022-09,2575,3787,1.50
017062,Corte Franca,2022-10,2377,3300,1.40
017062,Corte Franca,2022-11,1815,2437,1.30
017062,Corte Franca,2022-12,1494,1990,1.30
017062,Corte Franca,2023-01,1144,1664,1.50
017062,Corte Franca,2023-02,1589,2142,1.30
017062,Corte Franca,2023-03,1964,2702,1.40
017062,Corte Franca,2023-04,2420,3810,1.60
017062,Corte Franca,2023-05,2414,3499,1.40
017062,Corte Franca,2023-06,2502,3770,1.50
017062,Corte Franca,2023-07,2623,4340,1.70
017062,Corte Franca,2023-08,2325,5181,2.20
017062,Corte Franca,2023-09,2839,4338,1.50
017062,Corte Franca,2023-10,2029,3317,1.60
017062,Corte Franca,2023-11,1848,2619,1.40
017062,Corte Franca,2023-12,1624,2467,1.50
017062,Corte Franca,2024-01,952,1749,1.80
017062,Corte Franca,2024-02,1465,2223,1.50
017062,Corte Franca,2024-03,1730,2668,1.50
017062,Corte Franca,2024-04,1963,3243,1.70
017062,Corte Franca,2024-05,2224,3669,1.60
017062,Corte Franca,2024-06,2275,3771,1.70
017062,Corte Franca,2024-07,2444,4368,1.80
017062,Corte Franca,2024-08,2235,5063,2.30
017062,Corte Franca,2024-09,2452,4030,1.60
017062,Corte Franca,2024-10,2140,3218,1.50
017062,Corte Franca,2024-11,1883,2680,1.40
017062,Corte Franca,2024-12,1415,2192,1.50
017063,Corteno Golgi,2019-01,1305,7474,5.70
017063,Corteno Golgi,2019-02,1516,7117,4.70
017063,Corteno Golgi,2019-03,1112,5099,4.60
017063,Corteno Golgi,2019-04,334,1054,3.20
017063,Corteno Golgi,2019-05,532,855,1.60
017063,Corteno Golgi,2019-06,1119,1968,1.80
017063,Corteno Golgi,2019-07,1582,7943,5.00
017063,Corteno Golgi,2019-08,1629,10256,6.30
017063,Corteno Golgi,2019-09,474,1432,3.00
017063,Corteno Golgi,2019-10,252,309,1.20
017063,Corteno Golgi,2019-11,391,632,1.60
017063,Corteno Golgi,2019-12,1561,4657,3.00
017063,Corteno Golgi,2020-01,1322,8034,6.10
017063,Corteno Golgi,2020-02,1304,6007,4.60
017063,Corteno Golgi,2020-03,189,758,4.00
017063,Corteno Golgi,2020-04,0,0,0.00
017063,Corteno Golgi,2020-05,91,196,2.20
017063,Corteno Golgi,2020-06,268,715,2.70
017063,Corteno Golgi,2020-07,968,3754,3.90
017063,Corteno Golgi,2020-08,1310,8457,6.50
017063,Corteno Golgi,2020-09,429,853,2.00
017063,Corteno Golgi,2020-10,252,830,3.30
017063,Corteno Golgi,2020-11,145,605,4.20
017063,Corteno Golgi,2020-12,136,605,4.40
017063,Corteno Golgi,2021-01,110,1445,13.10
017063,Corteno Golgi,2021-02,847,2634,3.10
017063,Corteno Golgi,2021-03,16,1191,31.00
017063,Corteno Golgi,2021-04,42,1230,29.30
017063,Corteno Golgi,2021-05,153,1387,9.10
017063,Corteno Golgi,2021-06,1077,4034,3.70
017063,Corteno Golgi,2021-07,1822,8457,4.60
017063,Corteno Golgi,2021-08,1886,12223,6.50
017063,Corteno Golgi,2021-09,683,3413,5.00
017063,Corteno Golgi,2021-10,657,2991,4.60
017063,Corteno Golgi,2021-11,183,2150,11.70
017063,Corteno Golgi,2021-12,1478,5990,4.10
017063,Corteno Golgi,2022-01,1456,6456,4.40
017063,Corteno Golgi,2022-02,1335,6157,4.60
017063,Corteno Golgi,2022-03,980,4832,4.90
017063,Corteno Golgi,2022-04,585,1620,2.80
017063,Corteno Golgi,2022-05,877,1356,1.50
017063,Corteno Golgi,2022-06,1532,3330,2.20
017063,Corteno Golgi,2022-07,2151,8940,4.20
017063,Corteno Golgi,2022-08,2037,10704,5.30
017063,Corteno Golgi,2022-09,931,2754,3.00
017063,Corteno Golgi,2022-10,788,1381,1.80
017063,Corteno Golgi,2022-11,295,508,1.70
017063,Corteno Golgi,2022-12,1805,5124,2.80
017063,Corteno Golgi,2023-01,2176,9773,4.50
017063,Corteno Golgi,2023-02,1981,9248,4.70
017063,Corteno Golgi,2023-03,1443,7603,5.30
