codice_istat,comune,mese,arrivi,presenze,permanenza_media
017020,Borgo San Giacomo,2024-08,105,170,1.60
017020,Borgo San Giacomo,2024-09,134,226,1.70
017020,Borgo San Giacomo,2024-10,102,143,1.40
017020,Borgo San Giacomo,2024-11,91,131,1.40
017020,Borgo San Giacomo,2024-12,72,104,1.40
017022,Borno,2019-01,400,1779,4.40
017022,Borno,2019-02,526,967,1.80
017022,Borno,2019-03,494,1051,2.10
017022,Borno,2019-04,475,1657,3.50
017022,Borno,2019-05,209,764,3.70
017022,Borno,2019-06,682,2056,3.00
017022,Borno,2019-07,1233,6448,5.20
017022,Borno,2019-08,905,5971,6.60
017022,Borno,2019-09,505,1325,2.60
017022,Borno,2019-10,290,749,2.60
017022,Borno,2019-11,165,354,2.10
017022,Borno,2019-12,410,894,2.20
017022,Borno,2020-01,396,1023,2.60
017022,Borno,2020-02,472,1088,2.30
017022,Borno,2020-03,104,364,3.50
017022,Borno,2020-04,0,6,0.00
017022,Borno,2020-05,331,687,2.10
017022,Borno,2020-06,616,2060,3.30
017022,Borno,2020-07,1255,7024,5.60
017022,Borno,2020-08,1269,12364,9.70
017022,Borno,2020-09,615,1646,2.70
017022,Borno,2020-10,468,994,2.10
017022,Borno,2020-11,4,85,21.30
017022,Borno,2020-12,298,848,2.80
017022,Borno,2021-01,262,1348,5.10
017022,Borno,2021-02,515,1007,2.00
017022,Borno,2021-03,31,108,3.50
017022,Borno,2021-04,168,544,3.20
017022,Borno,2021-05,570,1259,2.20
017022,Borno,2021-06,977,3060,3.10
017022,Borno,2021-07,601,3160,5.30
017022,Borno,2021-08,791,3663,4.60
017022,Borno,2021-09,316,660,2.10
017022,Borno,2021-10,274,437,1.60
017022,Borno,2021-11,120,201,1.70
017022,Borno,2021-12,487,934,1.90
017022,Borno,2022-01,566,1586,2.80
017022,Borno,2022-02,598,1197,2.00
017022,Borno,2022-03,401,938,2.30
017022,Borno,2022-04,556,1582,2.80
017022,Borno,2022-05,477,1418,3.00
017022,Borno,2022-06,984,3571,3.60
017022,Borno,2022-07,1590,8489,5.30
017022,Borno,2022-08,688,6634,9.60
017022,Borno,2022-09,572,1380,2.40
017022,Borno,2022-10,603,1343,2.20
017022,Borno,2022-11,152,470,3.10
017022,Borno,2022-12,1072,2909,2.70
017022,Borno,2023-01,662,2914,4.40
017022,Borno,2023-02,668,1548,2.30
017022,Borno,2023-03,419,994,2.40
017022,Borno,2023-04,798,2042,2.60
017022,Borno,2023-05,360,849,2.40
017022,Borno,2023-06,1019,2980,2.90
017022,Borno,2023-07,1407,7709,5.50
017022,Borno,2023-08,1516,12287,8.10
017022,Borno,2023-09,748,1717,2.30
017022,Borno,2023-10,399,834,2.10
017022,Borno,2023-11,298,579,1.90
017022,Borno,2023-12,1292,3382,2.60
017022,Borno,2024-01,727,2803,3.90
017022,Borno,2024-02,800,1839,2.30
017022,Borno,2024-03,664,1507,2.30
017022,Borno,2024-04,474,1312,2.80
017022,Borno,2024-05,390,835,2.10
017022,Borno,2024-06,904,2624,2.90
017022,Borno,2024-07,1477,9090,6.20
017022,Borno,2024-08,1769,13481,7.60
017022,Borno,2024-09,746,2069,2.80
017022,Borno,2024-10,183,444,2.40
017022,Borno,2024-11,510,961,1.90
017022,Borno,2024-12,538,1334,2.50
017023,Botticino,2024-01,0,0,0.00
017023,Botticino,2024-02,0,0,0.00
017023,Botticino,2024-03,2,2,1.00
017023,Botticino,2024-04,9,29,3.20
017023,Botticino,2024-05,3,21,7.00
017023,Botticino,2024-06,17,29,1.70
017023,Botticino,2024-07,7,43,6.10
017023,Botticino,2024-08,14,47,3.40
017023,Botticino,2024-09,13,36,2.80
017023,Botticino,2024-10,9,43,4.80
017023,Botticino,2024-11,7,40,5.70
017023,Botticino,2024-12,4,30,7.50
017024,Bovegno,2020-01,6,10,1.70
017024,Bovegno,2020-02,15,24,1.60
017024,Bovegno,2020-03,0,0,0.00
017024,Bovegno,2020-04,0,0,0.00
017024,Bovegno,2020-05,4,16,4.00
017024,Bovegno,2020-06,24,90,3.80
017024,Bovegno,2020-07,24,94,3.90
017024,Bovegno,2020-08,29,110,3.80
017024,Bovegno,2020-09,18,64,3.60
017024,Bovegno,2020-10,15,64,4.30
017024,Bovegno,2020-11,16,52,3.30
017024,Bovegno,2020-12,5,5,1.00
017024,Bovegno,2021-01,0,0,0.00
017024,Bovegno,2021-02,21,77,3.70
017024,Bovegno,2021-03,0,0,0.00
017024,Bovegno,2021-04,8,14,1.80
017024,Bovegno,2021-05,7,12,1.70
017024,Bovegno,2021-06,8,8,1.00
017024,Bovegno,2021-07,21,39,1.90
017024,Bovegno,2021-08,26,74,2.80
017024,Bovegno,2021-09,18,114,6.30
017024,Bovegno,2021-10,9,14,1.60
017024,Bovegno,2021-11,0,0,0.00
017024,Bovegno,2021-12,12,36,3.00
017024,Bovegno,2022-01,7,12,1.70
017024,Bovegno,2022-03,3,3,1.00
017024,Bovegno,2022-04,23,23,1.00
017024,Bovegno,2022-05,11,22,2.00
017024,Bovegno,2022-06,23,41,1.80
017024,Bovegno,2022-07,54,149,2.80
017024,Bovegno,2022-08,45,242,5.40
017024,Bovegno,2022-09,14,21,1.50
017024,Bovegno,2022-10,20,26,1.30
017024,Bovegno,2022-11,2,8,4.00
017024,Bovegno,2022-12,26,36,1.40
017024,Bovegno,2023-01,32,74,2.30
017024,Bovegno,2023-02,20,50,2.50
017024,Bovegno,2023-03,14,15,1.10
017024,Bovegno,2023-04,36,59,1.60
017024,Bovegno,2023-05,17,36,2.10
017024,Bovegno,2023-06,17,57,3.40
017024,Bovegno,2023-07,77,228,3.00
017024,Bovegno,2023-08,86,387,4.50
017024,Bovegno,2023-09,19,112,5.90
017024,Bovegno,2023-10,7,26,3.70
017024,Bovegno,2023-11,5,9,1.80
017024,Bovegno,2023-12,29,63,2.20
017024,Bovegno,2024-01,11,32,2.90
017024,Bovegno,2024-02,21,77,3.70
017024,Bovegno,2024-03,25,71,2.80
017024,Bovegno,2024-04,19,60,3.20
017024,Bovegno,2024-05,55,152,2.80
017024,Bovegno,2024-06,43,88,2.00
017024,Bovegno,2024-07,89,386,4.30
017024,Bovegno,2024-08,107,653,6.10
017024,Bovegno,2024-09,34,141,4.10
017024,Bovegno,2024-10,11,11,1.00
017024,Bovegno,2024-11,2,4,2.00
017024,Bovegno,2024-12,20,33,1.70
017028,Breno,2019-01,411,1129,2.70
017028,Breno,2019-02,411,839,2.00
017028,Breno,2019-03,354,714,2.00
017028,Breno,2019-04,364,718,2.00
017028,Breno,2019-05,615,1215,2.00
017028,Breno,2019-06,814,1470,1.80
017028,Breno,2019-07,1399,5168,3.70
017028,Breno,2019-08,1533,4561,3.00
017028,Breno,2019-09,713,1038,1.50
017028,Breno,2019-10,414,1528,3.70
017028,Breno,2019-11,351,1489,4.20
017028,Breno,2019-12,613,1343,2.20
017028,Breno,2020-01,482,1074,2.20
017028,Breno,2020-02,397,908,2.30
017028,Breno,2020-03,86,357,4.20
017028,Breno,2020-04,17,297,17.50
017028,Breno,2020-05,100,411,4.10
017028,Breno,2020-06,254,476,1.90
017028,Breno,2020-07,539,950,1.80
017028,Breno,2020-08,941,1792,1.90
017028,Breno,2020-09,521,1004,1.90
017028,Breno,2020-10,352,1285,3.70
017028,Breno,2020-11,250,674,2.70
017028,Breno,2020-12,258,538,2.10
017028,Breno,2021-01,283,954,3.40
017028,Breno,2021-02,308,711,2.30
017028,Breno,2021-03,214,549,2.60
017028,Breno,2021-04,219,788,3.60
017028,Breno,2021-05,411,1049,2.60
017028,Breno,2021-06,475,818,1.70
017028,Breno,2021-07,1246,3778,3.00
017028,Breno,2021-08,1220,2410,2.00
017028,Breno,2021-09,643,1228,1.90
017028,Breno,2021-10,469,937,2.00
017028,Breno,2021-11,297,900,3.00
017028,Breno,2021-12,433,965,2.20
017028,Breno,2022-01,404,1206,3.00
017028,Breno,2022-02,333,997,3.00
017028,Breno,2022-03,471,1215,2.60
017028,Breno,2022-04,513,1188,2.30
017028,Breno,2022-05,586,1819,3.10
017028,Breno,2022-06,751,1222,1.60
017028,Breno,2022-07,1305,3496,2.70
017028,Breno,2022-08,1396,2840,2.00
017028,Breno,2022-09,721,1091,1.50
017028,Breno,2022-10,538,1093,2.00
017028,Breno,2022-11,398,855,2.10
017028,Breno,2022-12,463,824,1.80
017028,Breno,2023-01,445,1023,2.30
017028,Breno,2023-02,348,844,2.40
017028,Breno,2023-03,382,1012,2.60
017028,Breno,2023-04,501,824,1.60
017028,Breno,2023-05,467,1083,2.30
017028,Breno,2023-06,695,1342,1.90
017028,Breno,2023-07,1000,1604,1.60
017028,Breno,2023-08,1180,2040,1.70
017028,Breno,2023-09,775,1183,1.50
017028,Breno,2023-10,463,657,1.40
017028,Breno,2023-11,298,450,1.50
017028,Breno,2023-12,494,827,1.70
017028,Breno,2024-01,263,668,2.50
017028,Breno,2024-02,243,525,2.20
017028,Breno,2024-03,303,576,1.90
017028,Breno,2024-04,234,566,2.40
017028,Breno,2024-05,277,674,2.40
017028,Breno,2024-06,443,892,2.00
017028,Breno,2024-07,1204,3031,2.50
017028,Breno,2024-08,1665,4523,2.70
017028,Breno,2024-09,631,1328,2.10
017028,Breno,2024-10,412,1075,2.60
017028,Breno,2024-11,340,1007,3.00
017028,Breno,2024-12,622,1546,2.50
017029,Brescia,2019-01,20297,44666,2.20
017029,Brescia,2019-02,22340,48222,2.20
017029,Brescia,2019-03,25501,55191,2.20
017029,Brescia,2019-04,25304,54792,2.20
017029,Brescia,2019-05,27734,59241,2.10
017029,Brescia,2019-06,26736,56872,2.10
017029,Brescia,2019-07,26737,59700,2.20
017029,Brescia,2019-08,24450,53867,2.20
017029,Brescia,2019-09,27689,55959,2.00
017029,Brescia,2019-10,28414,61245,2.20
017029,Brescia,2019-11,25702,57877,2.30
017029,Brescia,2019-12,21836,50989,2.30
017029,Brescia,2020-01,22027,46773,2.10
017029,Brescia,2020-02,20759,44422,2.10
017029,Brescia,2020-03,2589,13006,5.00
017029,Brescia,2020-04,421,9903,23.50
017029,Brescia,2020-05,2388,11095,4.60
017029,Brescia,2020-06,6328,17010,2.70
017029,Brescia,2020-07,11047,22016,2.00
017029,Brescia,2020-08,11958,29093,2.40
017029,Brescia,2020-09,15359,33993,2.20
017029,Brescia,2020-10,14610,35075,2.40
017029,Brescia,2020-11,6117,23099,3.80
017029,Brescia,2020-12,7520,24418,3.20
017029,Brescia,2021-01,8103,23462,2.90
017029,Brescia,2021-02,11027,29576,2.70
017029,Brescia,2021-03,6573,27113,4.10
017029,Brescia,2021-04,8145,31304,3.80
017029,Brescia,2021-05,12911,40801,3.20
017029,Brescia,2021-06,15212,41485,2.70
017029,Brescia,2021-07,21468,50141,2.30
017029,Brescia,2021-08,22811,66056,2.90
017029,Brescia,2021-09,21253,63950,3.00
017029,Brescia,2021-10,20878,73442,3.50
017029,Brescia,2021-11,14226,67566,4.70
017029,Brescia,2021-12,12810,64552,5.00
017029,Brescia,2022-01,12958,40049,3.10
017029,Brescia,2022-02,17572,47478,2.70
017029,Brescia,2022-03,20892,56006,2.70
017029,Brescia,2022-04,24296,61663,2.50
017029,Brescia,2022-05,25901,63885,2.50
017029,Brescia,2022-06,26938,62657,2.30
017029,Brescia,2022-07,25294,60765,2.40
017029,Brescia,2022-08,24736,64052,2.60
017029,Brescia,2022-09,27960,63002,2.30
017029,Brescia,2022-10,26191,65934,2.50
017029,Brescia,2022-11,21077,57769,2.70
017029,Brescia,2022-12,22858,54120,2.40
017029,Brescia,2023-01,22940,54739,2.40
017029,Brescia,2023-02,24831,58543,2.40
017029,Brescia,2023-03,28044,65157,2.30
017029,Brescia,2023-04,29448,70366,2.40
017029,Brescia,2023-05,30123,70678,2.30
017029,Brescia,2023-06,32345,70827,2.20
017029,Brescia,2023-07,34463,75209,2.20
017029,Brescia,2023-08,30738,74290,2.40
017029,Brescia,2023-09,34333,75157,2.20
017029,Brescia,2023-10,33920,76341,2.30
017029,Brescia,2023-11,28228,69490,2.50
017029,Brescia,2023-12,28327,68212,2.40
017029,Brescia,2024-01,24312,59942,2.50
017029,Brescia,2024-02,22702,57461,2.50
017029,Brescia,2024-03,31279,71587,2.30
017029,Brescia,2024-04,30681,74884,2.40
017029,Brescia,2024-05,34345,81450,2.40
017029,Brescia,2024-06,31515,70511,2.20
017029,Brescia,2024-07,33537,73855,2.20
017029,Brescia,2024-08,35600,85332,2.40
017029,Brescia,2024-09,23358,76633,3.30
017029,Brescia,2024-10,22224,92754,4.20
017029,Brescia,2024-11,28634,77839,2.70
017029,Brescia,2024-12,25852,61283,2.40
017030,Brione,2023-02,11,17,1.50
017030,Brione,2023-03,15,35,2.30
017030,Brione,2023-04,15,44,2.90
017030,Brione,2023-05,12,55,4.60
017030,Brione,2023-06,23,54,2.30
017030,Brione,2023-07,22,102,4.60
017030,Brione,2023-08,29,97,3.30
017030,Brione,2023-09,5,34,6.80
017030,Brione,2023-10,8,34,4.30
017030,Brione,2023-11,3,12,4.00
017030,Brione,2023-12,14,28,2.00
017030,Brione,2024-01,6,18,3.00
017030,Brione,2024-02,11,35,3.20
017030,Brione,2024-03,14,59,4.20
017030,Brione,2024-04,32,85,2.70
017030,Brione,2024-05,27,102,3.80
017030,Brione,2024-06,30,81,2.70
017030,Brione,2024-07,23,113,4.90
017030,Brione,2024-08,25,121,4.80
017030,Brione,2024-09,26,99,3.80
017030,Brione,2024-10,19,98,5.20
017030,Brione,2024-11,15,41,2.70
017030,Brione,2024-12,13,32,2.50
017032,Calcinato,2019-01,769,974,1.30
017032,Calcinato,2019-02,925,1140,1.20
017032,Calcinato,2019-03,1156,1399,1.20
017032,Calcinato,2019-04,1279,1558,1.20
017032,Calcinato,2019-05,1417,1650,1.20
017032,Calcinato,2019-06,1287,1576,1.20
017032,Calcinato,2019-07,946,2013,2.10
017032,Calcinato,2019-08,1079,2320,2.20
017032,Calcinato,2019-09,1345,1866,1.40
017032,Calcinato,2019-10,1210,1674,1.40
017032,Calcinato,2019-11,840,1189,1.40
017032,Calcinato,2019-12,770,1236,1.60
017032,Calcinato,2020-01,682,1335,2.00
017032,Calcinato,2020-02,264,1157,4.40
017032,Calcinato,2020-03,65,213,3.30
017032,Calcinato,2020-04,16,105,6.60
017032,Calcinato,2020-05,49,103,2.10
017032,Calcinato,2020-06,132,272,2.10
017032,Calcinato,2020-07,169,296,1.80
017032,Calcinato,2020-08,304,567,1.90
017032,Calcinato,2020-09,204,277,1.40
017032,Calcinato,2020-10,193,291,1.50
017032,Calcinato,2020-11,92,257,2.80
017032,Calcinato,2020-12,70,166,2.40
017032,Calcinato,2021-01,108,392,3.60
017032,Calcinato,2021-02,119,449,3.80
017032,Calcinato,2021-03,115,224,1.90
017032,Calcinato,2021-04,135,356,2.60
017032,Calcinato,2021-05,183,635,3.50
017032,Calcinato,2021-06,230,449,2.00
017032,Calcinato,2021-07,316,841,2.70
017032,Calcinato,2021-08,469,1211,2.60
017032,Calcinato,2021-09,415,1045,2.50
017032,Calcinato,2021-10,170,390,2.30
017032,Calcinato,2021-11,40,69,1.70
017032,Calcinato,2021-12,26,96,3.70
017032,Calcinato,2022-01,79,249,3.20
017032,Calcinato,2022-02,59,239,4.10
017032,Calcinato,2022-03,54,215,4.00
017032,Calcinato,2022-04,86,334,3.90
017032,Calcinato,2022-05,73,337,4.60
017032,Calcinato,2022-06,102,480,4.70
017032,Calcinato,2022-07,99,617,6.20
017032,Calcinato,2022-08,99,484,4.90
017032,Calcinato,2022-09,69,379,5.50
017032,Calcinato,2022-10,68,298,4.40
017032,Calcinato,2022-11,49,208,4.20
017032,Calcinato,2022-12,57,197,3.50
017032,Calcinato,2023-01,52,176,3.40
017032,Calcinato,2023-02,65,236,3.60
017032,Calcinato,2023-03,66,307,4.70
017032,Calcinato,2023-04,72,227,3.20
017032,Calcinato,2023-05,134,420,3.10
017032,Calcinato,2023-06,133,560,4.20
017032,Calcinato,2023-07,198,648,3.30
017032,Calcinato,2023-08,187,834,4.50
017032,Calcinato,2023-09,180,663,3.70
017032,Calcinato,2023-10,141,631,4.50
017032,Calcinato,2023-11,81,333,4.10
017032,Calcinato,2023-12,95,300,3.20
017032,Calcinato,2024-01,160,618,3.90
017032,Calcinato,2024-02,113,431,3.80
017032,Calcinato,2024-03,166,733,4.40
017032,Calcinato,2024-04,468,1284,2.70
017032,Calcinato,2024-05,758,1794,2.40
017032,Calcinato,2024-06,789,1705,2.20
017032,Calcinato,2024-07,782,2098,2.70
017032,Calcinato,2024-08,622,2231,3.60
017032,Calcinato,2024-09,620,2113,3.40
017032,Calcinato,2024-10,809,2557,3.20
017032,Calcinato,2024-11,646,1800,2.80
017032,Calcinato,2024-12,588,1577,2.70
017033,Calvagese della Riviera,2019-01,1,16,16.00
017033,Calvagese della Riviera,2019-02,0,0,0.00
017033,Calvagese della Riviera,2019-03,142,257,1.80
017033,Calvagese della Riviera,2019-04,764,2746,3.60
017033,Calvagese della Riviera,2019-05,685,2524,3.70
017033,Calvagese della Riviera,2019-06,854,2837,3.30
017033,Calvagese della Riviera,2019-07,966,2983,3.10
017033,Calvagese della Riviera,2019-08,1049,4013,3.80
017033,Calvagese della Riviera,2019-09,990,3837,3.90
017033,Calvagese della Riviera,2019-10,702,2349,3.30
017033,Calvagese della Riviera,2019-11,86,221,2.60
017033,Calvagese della Riviera,2019-12,1,2,2.00
017033,Calvagese della Riviera,2020-01,0,1,0.00
017033,Calvagese della Riviera,2020-02,0,0,0.00
017033,Calvagese della Riviera,2020-03,0,0,0.00
017033,Calvagese della Riviera,2020-04,0,0,0.00
017033,Calvagese della Riviera,2020-05,0,0,0.00
017033,Calvagese della Riviera,2020-06,0,0,0.00
017033,Calvagese della Riviera,2020-07,10,20,2.00
017033,Calvagese della Riviera,2020-08,18,87,4.80
017033,Calvagese della Riviera,2020-09,0,0,0.00
017033,Calvagese della Riviera,2020-10,6,24,4.00
017033,Calvagese della Riviera,2020-11,0,0,0.00
017033,Calvagese della Riviera,2020-12,0,0,0.00
017033,Calvagese della Riviera,2021-01,0,0,0.00
017033,Calvagese della Riviera,2021-02,0,0,0.00
017033,Calvagese della Riviera,2021-03,0,0,0.00
017033,Calvagese della Riviera,2021-04,0,0,0.00
017033,Calvagese della Riviera,2021-05,2,4,2.00
017033,Calvagese della Riviera,2021-06,8,31,3.90
017033,Calvagese della Riviera,2021-07,30,60,2.00
017033,Calvagese della Riviera,2021-08,81,325,4.00
017033,Calvagese della Riviera,2021-09,32,88,2.80
017033,Calvagese della Riviera,2021-10,7,31,4.40
017033,Calvagese della Riviera,2021-11,0,0,0.00
017033,Calvagese della Riviera,2021-12,0,0,0.00
017033,Calvagese della Riviera,2022-04,9,19,2.10
017033,Calvagese della Riviera,2022-05,10,30,3.00
017033,Calvagese della Riviera,2022-06,28,68,2.40
017033,Calvagese della Riviera,2022-07,59,135,2.30
017033,Calvagese della Riviera,2022-08,107,262,2.40
017033,Calvagese della Riviera,2022-09,34,102,3.00
017033,Calvagese della Riviera,2022-10,12,28,2.30
017033,Calvagese della Riviera,2022-11,11,17,1.50
017033,Calvagese della Riviera,2022-12,182,242,1.30
017033,Calvagese della Riviera,2023-01,903,1137,1.30
017033,Calvagese della Riviera,2023-02,818,974,1.20
017033,Calvagese della Riviera,2023-03,801,1064,1.30
017033,Calvagese della Riviera,2023-04,1126,1717,1.50
017033,Calvagese della Riviera,2023-05,1079,1536,1.40
017033,Calvagese della Riviera,2023-06,823,1283,1.60
017033,Calvagese della Riviera,2023-07,926,1734,1.90
017033,Calvagese della Riviera,2023-08,808,1520,1.90
017033,Calvagese della Riviera,2023-09,1285,2030,1.60
017033,Calvagese della Riviera,2023-10,1357,1854,1.40
017033,Calvagese della Riviera,2023-11,1423,1794,1.30
017033,Calvagese della Riviera,2023-12,1300,1605,1.20
017033,Calvagese della Riviera,2024-01,1566,1989,1.30
017033,Calvagese della Riviera,2024-02,1460,1697,1.20
017033,Calvagese della Riviera,2024-03,1673,2221,1.30
017033,Calvagese della Riviera,2024-04,1599,2300,1.40
017033,Calvagese della Riviera,2024-05,1459,2150,1.50
017033,Calvagese della Riviera,2024-06,1286,2444,1.90
017033,Calvagese della Riviera,2024-07,1440,2822,2.00
017033,Calvagese della Riviera,2024-08,1192,2692,2.30
017033,Calvagese della Riviera,2024-09,1608,2583,1.60
017033,Calvagese della Riviera,2024-10,1618,2152,1.30
017033,Calvagese della Riviera,2024-11,1790,2183,1.20
017033,Calvagese della Riviera,2024-12,1546,1930,1.20
017034,Calvisano,2022-01,10,13,1.30
017034,Calvisano,2022-02,4,33,8.30
017034,Calvisano,2022-03,4,57,14.30
017034,Calvisano,2022-04,8,26,3.30
017034,Calvisano,2022-05,3,47,15.70
017034,Calvisano,2022-06,10,43,4.30
017034,Calvisano,2022-07,32,83,2.60
017034,Calvisano,2022-08,27,159,5.90
017034,Calvisano,2022-09,39,151,3.90
017034,Calvisano,2022-10,49,150,3.10
017034,Calvisano,2022-11,29,108,3.70
017034,Calvisano,2022-12,37,100,2.70
017034,Calvisano,2023-01,25,58,2.30
017034,Calvisano,2023-02,25,49,2.00
017034,Calvisano,2023-03,42,196,4.70
017034,Calvisano,2023-04,55,135,2.50
017034,Calvisano,2023-05,29,84,2.90
017034,Calvisano,2023-06,28,72,2.60
017034,Calvisano,2023-07,38,108,2.80
017034,Calvisano,2023-08,72,221,3.10
017034,Calvisano,2023-09,32,130,4.10
017034,Calvisano,2023-10,96,218,2.30
017034,Calvisano,2023-11,70,163,2.30
017034,Calvisano,2023-12,79,219,2.80
017034,Calvisano,2024-01,78,124,1.60
017034,Calvisano,2024-02,52,120,2.30
017034,Calvisano,2024-03,59,132,2.20
017034,Calvisano,2024-04,79,164,2.10
017034,Calvisano,2024-05,85,152,1.80
017034,Calvisano,2024-06,111,317,2.90
017034,Calvisano,2024-07,124,385,3.10
017034,Calvisano,2024-08,89,406,4.60
017034,Calvisano,2024-09,110,337,3.10
017034,Calvisano,2024-10,112,320,2.90
017034,Calvisano,2024-11,103,356,3.50
017034,Calvisano,2024-12,84,268,3.20
017035,Capo di Ponte,2019-01,63,180,2.90
017035,Capo di Ponte,2019-02,68,170,2.50
017035,Capo di Ponte,2019-03,207,351,1.70
017035,Capo di Ponte,2019-04,415,874,2.10
017035,Capo di Ponte,2019-05,716,951,1.30
017035,Capo di Ponte,2019-06,410,749,1.80
017035,Capo di Ponte,2019-07,321,1018,3.20
017035,Capo di Ponte,2019-08,276,813,2.90
017035,Capo di Ponte,2019-09,246,590,2.40
017035,Capo di Ponte,2019-10,300,552,1.80
017035,Capo di Ponte,2019-11,54,206,3.80
017035,Capo di Ponte,2019-12,154,374,2.40
017035,Capo di Ponte,2020-01,93,314,3.40
017035,Capo di Ponte,2020-02,86,226,2.60
017035,Capo di Ponte,2020-03,16,116,7.30
017035,Capo di Ponte,2020-04,0,90,0.00
017035,Capo di Ponte,2020-05,7,82,11.70
017035,Capo di Ponte,2020-06,48,108,2.30
017035,Capo di Ponte,2020-07,132,443,3.40
017035,Capo di Ponte,2020-08,269,861,3.20
017035,Capo di Ponte,2020-09,62,208,3.40
017035,Capo di Ponte,2020-10,95,189,2.00
017035,Capo di Ponte,2020-11,27,132,4.90
017035,Capo di Ponte,2020-12,36,236,6.60
017035,Capo di Ponte,2021-01,14,95,6.80
017035,Capo di Ponte,2021-02,57,301,5.30
017035,Capo di Ponte,2021-03,56,247,4.40
017035,Capo di Ponte,2021-04,29,147,5.10
017035,Capo di Ponte,2021-05,84,253,3.00
017035,Capo di Ponte,2021-06,104,238,2.30
017035,Capo di Ponte,2021-07,226,383,1.70
017035,Capo di Ponte,2021-08,400,969,2.40
017035,Capo di Ponte,2021-09,187,295,1.60
017035,Capo di Ponte,2021-10,160,362,2.30
017035,Capo di Ponte,2021-11,11,60,5.50
017035,Capo di Ponte,2021-12,49,170,3.50
017035,Capo di Ponte,2022-01,28,149,5.30
017035,Capo di Ponte,2022-02,26,119,4.60
017035,Capo di Ponte,2022-03,68,280,4.10
017035,Capo di Ponte,2022-04,59,188,3.20
017035,Capo di Ponte,2022-05,81,224,2.80
017035,Capo di Ponte,2022-06,132,439,3.30
017035,Capo di Ponte,2022-07,162,640,4.00
017035,Capo di Ponte,2022-08,275,1000,3.60
017035,Capo di Ponte,2022-09,68,318,4.70
017035,Capo di Ponte,2022-10,141,343,2.40
017035,Capo di Ponte,2022-11,21,160,7.60
017035,Capo di Ponte,2022-12,150,326,2.20
017035,Capo di Ponte,2023-01,169,431,2.60
017035,Capo di Ponte,2023-02,45,225,5.00
017035,Capo di Ponte,2023-03,88,293,3.30
017035,Capo di Ponte,2023-04,163,438,2.70
017035,Capo di Ponte,2023-05,138,364,2.60
017035,Capo di Ponte,2023-06,163,481,3.00
017035,Capo di Ponte,2023-07,318,804,2.50
017035,Capo di Ponte,2023-08,434,1274,2.90
017035,Capo di Ponte,2023-09,223,586,2.60
017035,Capo di Ponte,2023-10,157,426,2.70
017035,Capo di Ponte,2023-11,26,190,7.30
017035,Capo di Ponte,2023-12,132,359,2.70
017035,Capo di Ponte,2024-01,153,244,1.60
017035,Capo di Ponte,2024-02,108,177,1.60
017035,Capo di Ponte,2024-03,138,244,1.80
017035,Capo di Ponte,2024-04,227,398,1.80
017035,Capo di Ponte,2024-05,254,621,2.40
017035,Capo di Ponte,2024-06,163,281,1.70
017035,Capo di Ponte,2024-07,328,776,2.40
017035,Capo di Ponte,2024-08,433,1115,2.60
017035,Capo di Ponte,2024-09,152,378,2.50
017035,Capo di Ponte,2024-10,202,391,1.90
017035,Capo di Ponte,2024-11,95,177,1.90
017035,Capo di Ponte,2024-12,223,454,2.00
017036,Capovalle,2022-05,1,2,2.00
017036,Capovalle,2022-06,9,15,1.70
017036,Capovalle,2022-07,53,133,2.50
017036,Capovalle,2022-08,70,148,2.10
017036,Capovalle,2022-09,23,42,1.80
017036,Capovalle,2022-10,23,32,1.40
017036,Capovalle,2022-11,19,29,1.50
017036,Capovalle,2022-12,12,17,1.40
017036,Capovalle,2023-01,20,37,1.90
017036,Capovalle,2023-02,17,23,1.40
017036,Capovalle,2023-03,21,27,1.30
017036,Capovalle,2023-04,29,46,1.60
017036,Capovalle,2023-05,32,75,2.30
017036,Capovalle,2023-06,30,75,2.50
017036,Capovalle,2023-07,76,175,2.30
017036,Capovalle,2023-08,51,184,3.60
017036,Capovalle,2023-09,25,78,3.10
017036,Capovalle,2023-10,26,39,1.50
