codice_istat,comune,anno,indicatore,valore
017006,Angolo Terme,2022,italiani_dalla_nascita_nati_all_estero,33
017006,Angolo Terme,2022,italiani_dalla_nascita_nati_in_italia,2143
017006,Angolo Terme,2022,popolazione_residente,2306
017006,Angolo Terme,2022,stranieri,109
017006,Angolo Terme,2022,stranieri_nati_all_estero,91
017006,Angolo Terme,2022,stranieri_nati_in_italia,18
017006,Angolo Terme,2022,stranieri_nati_in_italia_minorenni,18
017006,Angolo Terme,2023,italiani,2171
017006,Angolo Terme,2023,italiani_acquisiti,21
017006,Angolo Terme,2023,italiani_acquisiti_nati_all_estero,20
017006,Angolo Terme,2023,italiani_acquisiti_nati_in_italia,1
017006,Angolo Terme,2023,italiani_dalla_nascita,2150
017006,Angolo Terme,2023,italiani_dalla_nascita_nati_all_estero,33
017006,Angolo Terme,2023,italiani_dalla_nascita_nati_in_italia,2117
017006,Angolo Terme,2023,popolazione_residente,2295
017006,Angolo Terme,2023,stranieri,124
017006,Angolo Terme,2023,stranieri_nati_all_estero,105
017006,Angolo Terme,2023,stranieri_nati_in_italia,19
017006,Angolo Terme,2023,stranieri_nati_in_italia_minorenni,19
017007,Artogne,2021,italiani,3275
017007,Artogne,2021,italiani_acquisiti,86
017007,Artogne,2021,italiani_acquisiti_nati_all_estero,61
017007,Artogne,2021,italiani_acquisiti_nati_in_italia,25
017007,Artogne,2021,italiani_acquisiti_nati_in_italia_minorenni,18
017007,Artogne,2021,italiani_dalla_nascita,3189
017007,Artogne,2021,italiani_dalla_nascita_nati_all_estero,55
017007,Artogne,2021,italiani_dalla_nascita_nati_in_italia,3134
017007,Artogne,2021,popolazione_residente,3567
017007,Artogne,2021,stranieri,292
017007,Artogne,2021,stranieri_nati_all_estero,233
017007,Artogne,2021,stranieri_nati_in_italia,59
017007,Artogne,2021,stranieri_nati_in_italia_minorenni,53
017007,Artogne,2022,italiani,3293
017007,Artogne,2022,italiani_acquisiti,110
017007,Artogne,2022,italiani_acquisiti_nati_all_estero,73
017007,Artogne,2022,italiani_acquisiti_nati_in_italia,37
017007,Artogne,2022,italiani_acquisiti_nati_in_italia_minorenni,26
017007,Artogne,2022,italiani_dalla_nascita,3183
017007,Artogne,2022,italiani_dalla_nascita_nati_all_estero,60
017007,Artogne,2022,italiani_dalla_nascita_nati_in_italia,3123
017007,Artogne,2022,popolazione_residente,3582
017007,Artogne,2022,stranieri,289
017007,Artogne,2022,stranieri_nati_all_estero,236
017007,Artogne,2022,stranieri_nati_in_italia,53
017007,Artogne,2022,stranieri_nati_in_italia_minorenni,49
017007,Artogne,2023,italiani,3301
017007,Artogne,2023,italiani_acquisiti,112
017007,Artogne,2023,italiani_acquisiti_nati_all_estero,74
017007,Artogne,2023,italiani_acquisiti_nati_in_italia,38
017007,Artogne,2023,italiani_acquisiti_nati_in_italia_minorenni,23
017007,Artogne,2023,italiani_dalla_nascita,3189
017007,Artogne,2023,italiani_dalla_nascita_nati_all_estero,63
017007,Artogne,2023,italiani_dalla_nascita_nati_in_italia,3126
017007,Artogne,2023,popolazione_residente,3621
017007,Artogne,2023,stranieri,320
017007,Artogne,2023,stranieri_nati_all_estero,264
017007,Artogne,2023,stranieri_nati_in_italia,56
017007,Artogne,2023,stranieri_nati_in_italia_minorenni,54
017008,Azzano Mella,2021,italiani,3061
017008,Azzano Mella,2021,italiani_acquisiti,150
017008,Azzano Mella,2021,italiani_acquisiti_nati_all_estero,103
017008,Azzano Mella,2021,italiani_acquisiti_nati_in_italia,47
017008,Azzano Mella,2021,italiani_acquisiti_nati_in_italia_minorenni,31
017008,Azzano Mella,2021,italiani_dalla_nascita,2911
017008,Azzano Mella,2021,italiani_dalla_nascita_nati_all_estero,38
017008,Azzano Mella,2021,italiani_dalla_nascita_nati_in_italia,2873
017008,Azzano Mella,2021,popolazione_residente,3398
017008,Azzano Mella,2021,stranieri,337
017008,Azzano Mella,2021,stranieri_nati_all_estero,274
017008,Azzano Mella,2021,stranieri_nati_in_italia,63
017008,Azzano Mella,2021,stranieri_nati_in_italia_minorenni,61
017008,Azzano Mella,2022,italiani,3091
017008,Azzano Mella,2022,italiani_acquisiti,174
017008,Azzano Mella,2022,italiani_acquisiti_nati_all_estero,117
017008,Azzano Mella,2022,italiani_acquisiti_nati_in_italia,57
017008,Azzano Mella,2022,italiani_acquisiti_nati_in_italia_minorenni,40
017008,Azzano Mella,2022,italiani_dalla_nascita,2917
017008,Azzano Mella,2022,italiani_dalla_nascita_nati_all_estero,36
017008,Azzano Mella,2022,italiani_dalla_nascita_nati_in_italia,2881
017008,Azzano Mella,2022,popolazione_residente,3418
017008,Azzano Mella,2022,stranieri,327
017008,Azzano Mella,2022,stranieri_nati_all_estero,270
017008,Azzano Mella,2022,stranieri_nati_in_italia,57
017008,Azzano Mella,2022,stranieri_nati_in_italia_minorenni,53
017008,Azzano Mella,2023,italiani,3115
017008,Azzano Mella,2023,italiani_acquisiti,196
017008,Azzano Mella,2023,italiani_acquisiti_nati_all_estero,132
017008,Azzano Mella,2023,italiani_acquisiti_nati_in_italia,64
017008,Azzano Mella,2023,italiani_acquisiti_nati_in_italia_minorenni,47
017008,Azzano Mella,2023,italiani_dalla_nascita,2919
017008,Azzano Mella,2023,italiani_dalla_nascita_nati_all_estero,37
017008,Azzano Mella,2023,italiani_dalla_nascita_nati_in_italia,2882
017008,Azzano Mella,2023,popolazione_residente,3498
017008,Azzano Mella,2023,stranieri,383
017008,Azzano Mella,2023,stranieri_nati_all_estero,329
017008,Azzano Mella,2023,stranieri_nati_in_italia,54
017008,Azzano Mella,2023,stranieri_nati_in_italia_minorenni,48
017009,Bagnolo Mella,2021,italiani,10830
017009,Bagnolo Mella,2021,italiani_acquisiti,709
017009,Bagnolo Mella,2021,italiani_acquisiti_nati_all_estero,444
017009,Bagnolo Mella,2021,italiani_acquisiti_nati_in_italia,265
017009,Bagnolo Mella,2021,italiani_acquisiti_nati_in_italia_minorenni,185
017009,Bagnolo Mella,2021,italiani_dalla_nascita,10121
017009,Bagnolo Mella,2021,italiani_dalla_nascita_nati_all_estero,102
017009,Bagnolo Mella,2021,italiani_dalla_nascita_nati_in_italia,10019
017009,Bagnolo Mella,2021,popolazione_residente,12494
017009,Bagnolo Mella,2021,stranieri,1664
017009,Bagnolo Mella,2021,stranieri_nati_all_estero,1312
017009,Bagnolo Mella,2021,stranieri_nati_in_italia,352
017009,Bagnolo Mella,2021,stranieri_nati_in_italia_minorenni,344
017009,Bagnolo Mella,2022,italiani,10833
017009,Bagnolo Mella,2022,italiani_acquisiti,800
017009,Bagnolo Mella,2022,italiani_acquisiti_nati_all_estero,500
017009,Bagnolo Mella,2022,italiani_acquisiti_nati_in_italia,300
017009,Bagnolo Mella,2022,italiani_acquisiti_nati_in_italia_minorenni,209
017009,Bagnolo Mella,2022,italiani_dalla_nascita,10033
017009,Bagnolo Mella,2022,italiani_dalla_nascita_nati_all_estero,106
017009,Bagnolo Mella,2022,italiani_dalla_nascita_nati_in_italia,9927
017009,Bagnolo Mella,2022,popolazione_residente,12487
017009,Bagnolo Mella,2022,stranieri,1654
017009,Bagnolo Mella,2022,stranieri_nati_all_estero,1309
017009,Bagnolo Mella,2022,stranieri_nati_in_italia,345
017009,Bagnolo Mella,2022,stranieri_nati_in_italia_minorenni,333
017009,Bagnolo Mella,2023,italiani,10819
017009,Bagnolo Mella,2023,italiani_acquisiti,901
017009,Bagnolo Mella,2023,italiani_acquisiti_nati_all_estero,559
017009,Bagnolo Mella,2023,italiani_acquisiti_nati_in_italia,342
