territorio,anno,indicatore,tipo_reato,codice_reato,valore
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,5.50
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,5.80
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,595.40
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,159.10
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,1.50
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,0.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,10.40
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,1.30
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,17.10
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,1.50
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,41.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,6.10
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,162.40
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,23.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,489.40
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,1467.10
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,3527.30
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,2.10
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.20
ITC47,2024,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,145.60
