territorio,anno,indicatore,tipo_reato,codice_reato,valore
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,9.10
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.50
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,98.20
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,16.50
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,613.60
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,7.30
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,65.70
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,11.60
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,6.90
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,5.00
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.80
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.80
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.70
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.10
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,135.40
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,3.70
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,19.10
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,10.20
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",offences,OFFENCE,109.00
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,626.50
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,188.70
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.60
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.70
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,1.80
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,6.20
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,0.60
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,35.50
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,3.70
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,45.30
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,8.20
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,195.90
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.10
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,22.60
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,197.90
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,2268.70
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,4310.60
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.80
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,4.10
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.40
ITC47,2015,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,362.20
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,10.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,1.10
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,15.20
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.90
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,30.80
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,460.10
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,97.20
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.10
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,12.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,104.10
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,25.30
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,526.40
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,7.40
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,65.50
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,13.40
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,5.70
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,4.50
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.20
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.20
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.10
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,126.70
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,2.70
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,11.40
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,7.70
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",offences,OFFENCE,26.30
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,616.50
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,177.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.90
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,2.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,5.50
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,0.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,27.90
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,2.20
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,37.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,7.30
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,170.80
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.10
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,17.50
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,224.70
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,2039.20
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,3913.80
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,1.30
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,2.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.60
ITC47,2016,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,339.50
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,9.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,1.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.80
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,0.90
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,13.20
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,31.40
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,346.40
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,78.20
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,4.40
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.60
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,105.90
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,47.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,496.50
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,7.20
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,75.70
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,10.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,4.70
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,2.80
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.70
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,118.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,2.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,9.10
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,8.60
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",offences,OFFENCE,2.60
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,631.70
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,182.90
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.50
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.50
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,1.20
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,5.40
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,0.20
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,23.20
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,2.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,32.90
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,5.30
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,157.70
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,17.80
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,278.60
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,1798.60
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,3691.40
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.50
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,2.60
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.20
ITC47,2017,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,288.20
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,6.10
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.80
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.20
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,13.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.40
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,29.20
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,398.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,81.90
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,3.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.30
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,108.60
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,71.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,510.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,6.90
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,60.70
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,13.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,1.80
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,3.60
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.60
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.20
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.60
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.10
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,118.30
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,1.80
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,8.60
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,9.10
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,596.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,151.70
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,0.70
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,0.30
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,7.30
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,0.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,18.90
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,3.10
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,35.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,5.30
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,141.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",street robbery,STREETROB,18.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",swindles and cyber frauds,SWINCYB,306.50
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",terrorist homicides,TERRORHOM,0.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",thefts,THEFT,1721.00
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",total,TOT,3624.60
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of cargo trucks carrying freights,TRUCKTHEF,0.60
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",unintentional homicides,UNINTHOM,3.60
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",usury,USURY,0.20
ITC47,2018,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft from vehicle,VEHITHEF,270.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",arson,ARSON,8.10
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",theft of art objets,ARTTHEF,0.80
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attacks,ATTACK,0.50
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",attempted homicides,ATTEMPHOM,1.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bag-snatching,BAGTHEF,13.10
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",bank robbery,BANKROB,0.10
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",blows,BLOWS,29.20
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",burglary,BURGTHEF,326.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",car theft,CARTHEF,78.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",corruption of a minor,CORRUPUN18,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",counterfeiting of goods and industrial products,COUNTER,3.60
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",criminal association,CRIMASS,0.20
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",culpable injuries,CULPINJU,106.20
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",cybercrime,CYBERCRIM,80.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damages,DAMAGE,515.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",damage followed by arson,DAMARS,6.80
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",trafficking and drugs possession,DRUG,59.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",extortions,EXTORT,10.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",forest arson,FOREARS,4.20
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",house robbery,HOUSEROB,3.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",infanticides,INFANTHOM,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intentional homicides,INTENHOM,0.20
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",intellectual property violations,INTPROP,0.10
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",kidnappings,KIDNAPP,1.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides of mafia,MAFIAHOM,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mafia criminal association,MAFIASS,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",manslaughter,MANSHOM,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",mass murder,MASSMURD,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",menaces,MENACE,113.90
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",money laundering,MONEYLAU,2.50
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",moped theft,MOPETHEF,6.10
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",motorcycle theft,MOTORTHEF,6.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",other crimes,OTHCRIM,576.60
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",pickpocketing,PICKTHEF,136.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",child pornography and possession of paedo-pornographic materials,PORNO,1.40
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",post office robbery,POSTROB,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",exploitation and abetting prostitution,PROSTI,0.90
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual violence,RAPE,7.80
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",sexual activity with a minor,RAPEUN18,0.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",receiving stolen goods,RECEIV,22.20
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides from road accident,ROADHOM,2.60
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",robberies,ROBBER,28.70
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",homicides for theft or robbery,ROBBHOM,0.00
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shop robbery,SHOPROB,4.60
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",shoplifting,SHOPTHEF,127.40
ITC47,2019,"crimes reported by the police forces to the judicial authority (per 100,000 population)",smuggling,SMUGGL,0.00
