codice_istat,comune,anno,semestre,tipologia,mercato,base_superficie,zone,minimo,massimo,media
017147,Poncarale,2018,2,Capannoni industriali,vendita,lorda,2,450,550,500
017147,Poncarale,2018,2,Capannoni tipici,affitto,netta,2,3.2,4.0,3.6
017147,Poncarale,2018,2,Capannoni tipici,vendita,lorda,2,510,660,585
017147,Poncarale,2018,2,Laboratori,affitto,netta,2,3.4,4.3,3.8
017147,Poncarale,2018,2,Laboratori,vendita,lorda,2,550,700,625
017147,Poncarale,2018,2,Magazzini,affitto,netta,2,3.2,4.1,3.6
017147,Poncarale,2018,2,Magazzini,vendita,lorda,2,500,640,570
017147,Poncarale,2018,2,Negozi,affitto,netta,2,6.2,10.5,8.2
017147,Poncarale,2018,2,Negozi,vendita,lorda,2,1050,1500,1288
017147,Poncarale,2018,2,Posti auto coperti,affitto,netta,2,1.2,2.3,1.7
017147,Poncarale,2018,2,Posti auto coperti,vendita,lorda,2,340,610,466
017147,Poncarale,2018,2,Posti auto scoperti,affitto,netta,2,0.9,1.7,1.3
017147,Poncarale,2018,2,Posti auto scoperti,vendita,lorda,2,250,440,340
017147,Poncarale,2018,2,Uffici,affitto,netta,2,4.5,6.6,5.4
017147,Poncarale,2018,2,Uffici,vendita,lorda,2,980,1400,1195
017147,Poncarale,2018,2,Ville e Villini,affitto,netta,2,3.4,4.9,4.1
017147,Poncarale,2018,2,Ville e Villini,vendita,lorda,2,1050,1400,1238
017147,Poncarale,2019,2,Abitazioni civili,affitto,netta,2,3.6,5.1,4.3
017147,Poncarale,2019,2,Abitazioni civili,vendita,lorda,2,1150,1600,1375
017147,Poncarale,2019,2,Autorimesse,affitto,netta,2,1.6,3.3,2.4
017147,Poncarale,2019,2,Autorimesse,vendita,lorda,2,430,790,598
017147,Poncarale,2019,2,Box,affitto,netta,2,1.8,3.4,2.5
017147,Poncarale,2019,2,Box,vendita,lorda,2,485,870,666
017147,Poncarale,2019,2,Capannoni industriali,affitto,netta,2,2.5,3.1,2.8
017147,Poncarale,2019,2,Capannoni industriali,vendita,lorda,2,450,550,500
017147,Poncarale,2019,2,Capannoni tipici,affitto,netta,2,3.2,4.0,3.6
017147,Poncarale,2019,2,Capannoni tipici,vendita,lorda,2,510,660,585
017147,Poncarale,2019,2,Laboratori,affitto,netta,2,3.4,4.3,3.8
017147,Poncarale,2019,2,Laboratori,vendita,lorda,2,550,700,625
017147,Poncarale,2019,2,Magazzini,affitto,netta,2,3.2,4.1,3.6
017147,Poncarale,2019,2,Magazzini,vendita,lorda,2,500,640,570
017147,Poncarale,2019,2,Negozi,affitto,netta,2,6.2,10.5,8.2
017147,Poncarale,2019,2,Negozi,vendita,lorda,2,1050,1500,1288
017147,Poncarale,2019,2,Posti auto coperti,affitto,netta,2,1.2,2.3,1.7
017147,Poncarale,2019,2,Posti auto coperti,vendita,lorda,2,340,610,466
017147,Poncarale,2019,2,Posti auto scoperti,affitto,netta,2,0.9,1.7,1.3
017147,Poncarale,2019,2,Posti auto scoperti,vendita,lorda,2,250,440,340
017147,Poncarale,2019,2,Uffici,affitto,netta,2,4.5,6.6,5.4
017147,Poncarale,2019,2,Uffici,vendita,lorda,2,980,1400,1195
017147,Poncarale,2019,2,Ville e Villini,affitto,netta,2,3.4,4.9,4.1
017147,Poncarale,2019,2,Ville e Villini,vendita,lorda,2,1050,1400,1238
017147,Poncarale,2020,2,Abitazioni civili,affitto,netta,2,3.6,5.1,4.3
017147,Poncarale,2020,2,Abitazioni civili,vendita,lorda,2,1150,1600,1375
017147,Poncarale,2020,2,Autorimesse,affitto,netta,2,1.6,3.3,2.4
017147,Poncarale,2020,2,Autorimesse,vendita,lorda,2,430,790,598
017147,Poncarale,2020,2,Box,affitto,netta,2,1.8,3.4,2.5
017147,Poncarale,2020,2,Box,vendita,lorda,2,485,870,666
017147,Poncarale,2020,2,Capannoni industriali,affitto,netta,2,2.5,3.1,2.8
017147,Poncarale,2020,2,Capannoni industriali,vendita,lorda,2,450,550,500
017147,Poncarale,2020,2,Capannoni tipici,affitto,netta,2,3.2,4.0,3.6
017147,Poncarale,2020,2,Capannoni tipici,vendita,lorda,2,510,660,585
017147,Poncarale,2020,2,Laboratori,affitto,netta,2,3.4,4.3,3.8
017147,Poncarale,2020,2,Laboratori,vendita,lorda,2,550,700,625
017147,Poncarale,2020,2,Magazzini,affitto,netta,2,3.2,4.1,3.6
017147,Poncarale,2020,2,Magazzini,vendita,lorda,2,500,640,570
017147,Poncarale,2020,2,Negozi,affitto,netta,2,6.2,10.5,8.2
017147,Poncarale,2020,2,Negozi,vendita,lorda,2,1050,1500,1288
017147,Poncarale,2020,2,Posti auto coperti,affitto,netta,2,1.2,2.3,1.7
017147,Poncarale,2020,2,Posti auto coperti,vendita,lorda,2,340,610,466
017147,Poncarale,2020,2,Posti auto scoperti,affitto,netta,2,0.9,1.7,1.3
017147,Poncarale,2020,2,Posti auto scoperti,vendita,lorda,2,250,440,340
017147,Poncarale,2020,2,Uffici,affitto,netta,2,4.5,6.6,5.4
017147,Poncarale,2020,2,Uffici,vendita,lorda,2,980,1400,1195
017147,Poncarale,2020,2,Ville e Villini,affitto,netta,2,3.4,4.9,4.1
017147,Poncarale,2020,2,Ville e Villini,vendita,lorda,2,1050,1400,1238
017147,Poncarale,2021,2,Abitazioni civili,affitto,netta,2,3.6,5.2,4.3
017147,Poncarale,2021,2,Abitazioni civili,vendita,lorda,2,1100,1550,1338
017147,Poncarale,2021,2,Autorimesse,affitto,netta,2,1.6,3.3,2.4
017147,Poncarale,2021,2,Autorimesse,vendita,lorda,2,420,770,585
017147,Poncarale,2021,2,Box,affitto,netta,2,1.8,3.4,2.5
017147,Poncarale,2021,2,Box,vendita,lorda,2,475,850,654
017147,Poncarale,2021,2,Capannoni industriali,affitto,netta,2,2.4,2.9,2.6
017147,Poncarale,2021,2,Capannoni industriali,vendita,lorda,2,430,520,475
017147,Poncarale,2021,2,Capannoni tipici,affitto,netta,2,3.0,3.8,3.4
017147,Poncarale,2021,2,Capannoni tipici,vendita,lorda,2,485,630,558
017147,Poncarale,2021,2,Laboratori,affitto,netta,2,3.2,4.1,3.6
017147,Poncarale,2021,2,Laboratori,vendita,lorda,2,520,670,595
017147,Poncarale,2021,2,Magazzini,affitto,netta,2,3.0,3.9,3.5
017147,Poncarale,2021,2,Magazzini,vendita,lorda,2,475,610,542
017147,Poncarale,2021,2,Negozi,affitto,netta,2,5.9,10.0,7.8
017147,Poncarale,2021,2,Negozi,vendita,lorda,2,1000,1400,1225
017147,Poncarale,2021,2,Posti auto coperti,affitto,netta,2,1.2,2.3,1.7
017147,Poncarale,2021,2,Posti auto coperti,vendita,lorda,2,335,600,458
017147,Poncarale,2021,2,Posti auto scoperti,affitto,netta,2,0.9,1.7,1.3
017147,Poncarale,2021,2,Posti auto scoperti,vendita,lorda,2,245,430,334
017147,Poncarale,2021,2,Uffici,affitto,netta,2,4.5,6.6,5.4
017147,Poncarale,2021,2,Uffici,vendita,lorda,2,970,1400,1192
017147,Poncarale,2021,2,Ville e Villini,affitto,netta,2,3.4,4.9,4.1
017147,Poncarale,2021,2,Ville e Villini,vendita,lorda,2,1000,1400,1200
017147,Poncarale,2022,2,Abitazioni civili,affitto,netta,2,3.6,5.2,4.3
017147,Poncarale,2022,2,Abitazioni civili,vendita,lorda,2,1100,1550,1338
017147,Poncarale,2022,2,Autorimesse,affitto,netta,2,1.6,3.3,2.4
017147,Poncarale,2022,2,Autorimesse,vendita,lorda,2,420,770,585
017147,Poncarale,2022,2,Box,affitto,netta,2,1.8,3.4,2.5
017147,Poncarale,2022,2,Box,vendita,lorda,2,475,850,654
017147,Poncarale,2022,2,Capannoni industriali,affitto,netta,2,2.4,2.8,2.6
017147,Poncarale,2022,2,Capannoni industriali,vendita,lorda,2,420,510,465
017147,Poncarale,2022,2,Capannoni tipici,affitto,netta,2,2.9,3.7,3.3
017147,Poncarale,2022,2,Capannoni tipici,vendita,lorda,2,475,620,548
017147,Poncarale,2022,2,Laboratori,affitto,netta,2,3.1,4.0,3.5
017147,Poncarale,2022,2,Laboratori,vendita,lorda,2,510,660,585
017147,Poncarale,2022,2,Magazzini,affitto,netta,2,2.9,3.8,3.3
017147,Poncarale,2022,2,Magazzini,vendita,lorda,2,465,600,532
017147,Poncarale,2022,2,Negozi,affitto,netta,2,5.8,9.8,7.7
017147,Poncarale,2022,2,Negozi,vendita,lorda,2,980,1400,1220
017147,Poncarale,2022,2,Posti auto coperti,affitto,netta,2,1.2,2.3,1.7
017147,Poncarale,2022,2,Posti auto coperti,vendita,lorda,2,335,600,458
017147,Poncarale,2022,2,Posti auto scoperti,affitto,netta,2,0.9,1.7,1.3
017147,Poncarale,2022,2,Posti auto scoperti,vendita,lorda,2,245,430,334
017147,Poncarale,2022,2,Uffici,affitto,netta,2,4.5,6.5,5.4
017147,Poncarale,2022,2,Uffici,vendita,lorda,2,960,1400,1190
017147,Poncarale,2022,2,Ville e Villini,affitto,netta,2,3.4,4.9,4.1
017147,Poncarale,2022,2,Ville e Villini,vendita,lorda,2,1000,1400,1200
017147,Poncarale,2023,2,Abitazioni civili,affitto,netta,2,3.8,5.4,4.5
017147,Poncarale,2023,2,Abitazioni civili,vendita,lorda,2,1100,1550,1338
017147,Poncarale,2023,2,Autorimesse,affitto,netta,2,1.6,3.5,2.5
017147,Poncarale,2023,2,Autorimesse,vendita,lorda,2,420,770,585
017147,Poncarale,2023,2,Box,affitto,netta,2,1.8,3.6,2.6
017147,Poncarale,2023,2,Box,vendita,lorda,2,475,850,654
017147,Poncarale,2023,2,Capannoni industriali,affitto,netta,2,2.4,2.8,2.6
017147,Poncarale,2023,2,Capannoni industriali,vendita,lorda,2,430,530,480
017147,Poncarale,2023,2,Capannoni tipici,affitto,netta,2,2.9,3.7,3.3
017147,Poncarale,2023,2,Capannoni tipici,vendita,lorda,2,490,640,565
017147,Poncarale,2023,2,Laboratori,affitto,netta,2,3.1,4.0,3.5
017147,Poncarale,2023,2,Laboratori,vendita,lorda,2,530,680,605
017147,Poncarale,2023,2,Magazzini,affitto,netta,2,2.7,3.5,3.1
017147,Poncarale,2023,2,Magazzini,vendita,lorda,2,420,540,480
017147,Poncarale,2023,2,Negozi,affitto,netta,2,5.4,9.1,7.1
017147,Poncarale,2023,2,Negozi,vendita,lorda,2,880,1300,1120
017147,Poncarale,2023,2,Posti auto coperti,affitto,netta,2,1.2,2.3,1.7
017147,Poncarale,2023,2,Posti auto coperti,vendita,lorda,2,335,600,458
017147,Poncarale,2023,2,Posti auto scoperti,affitto,netta,2,0.9,1.7,1.3
017147,Poncarale,2023,2,Posti auto scoperti,vendita,lorda,2,245,430,334
017147,Poncarale,2023,2,Uffici,affitto,netta,2,4.6,6.6,5.5
017147,Poncarale,2023,2,Uffici,vendita,lorda,2,890,1350,1135
017147,Poncarale,2023,2,Ville e Villini,affitto,netta,2,3.6,5.1,4.3
017147,Poncarale,2023,2,Ville e Villini,vendita,lorda,2,1000,1400,1200
017147,Poncarale,2024,2,Abitazioni civili,affitto,netta,2,4.0,5.6,4.8
017147,Poncarale,2024,2,Abitazioni civili,vendita,lorda,2,1150,1600,1388
017147,Poncarale,2024,2,Autorimesse,affitto,netta,2,1.6,3.7,2.6
017147,Poncarale,2024,2,Autorimesse,vendita,lorda,2,430,790,602
017147,Poncarale,2024,2,Box,affitto,netta,2,1.8,3.8,2.7
017147,Poncarale,2024,2,Box,vendita,lorda,2,490,880,675
017147,Poncarale,2024,2,Capannoni industriali,affitto,netta,2,2.4,2.8,2.6
017147,Poncarale,2024,2,Capannoni industriali,vendita,lorda,2,430,530,480
017147,Poncarale,2024,2,Capannoni tipici,affitto,netta,2,2.9,3.7,3.3
017147,Poncarale,2024,2,Capannoni tipici,vendita,lorda,2,490,640,565
017147,Poncarale,2024,2,Laboratori,affitto,netta,2,3.1,4.0,3.5
017147,Poncarale,2024,2,Laboratori,vendita,lorda,2,530,680,605
017147,Poncarale,2024,2,Magazzini,affitto,netta,2,2.6,3.3,3.0
017147,Poncarale,2024,2,Magazzini,vendita,lorda,2,410,520,465
017147,Poncarale,2024,2,Negozi,affitto,netta,2,5.1,8.6,6.8
017147,Poncarale,2024,2,Negozi,vendita,lorda,2,850,1250,1075
017147,Poncarale,2024,2,Posti auto coperti,affitto,netta,2,1.2,2.3,1.7
017147,Poncarale,2024,2,Posti auto coperti,vendita,lorda,2,345,620,471
017147,Poncarale,2024,2,Posti auto scoperti,affitto,netta,2,0.9,1.7,1.3
017147,Poncarale,2024,2,Posti auto scoperti,vendita,lorda,2,250,440,342
017147,Poncarale,2024,2,Uffici,affitto,netta,2,4.7,6.7,5.6
017147,Poncarale,2024,2,Uffici,vendita,lorda,2,860,1300,1090
017147,Poncarale,2024,2,Ville e Villini,affitto,netta,2,3.8,5.3,4.5
017147,Poncarale,2024,2,Ville e Villini,vendita,lorda,2,1050,1450,1250
017147,Poncarale,2025,2,Abitazioni civili,affitto,lorda,2,3.9,5.4,4.6
017147,Poncarale,2025,2,Abitazioni civili,vendita,lorda,2,1250,1700,1488
017147,Poncarale,2025,2,Autorimesse,affitto,lorda,2,1.6,3.6,2.5
017147,Poncarale,2025,2,Autorimesse,vendita,lorda,2,455,830,639
017147,Poncarale,2025,2,Box,affitto,lorda,2,1.7,3.7,2.6
017147,Poncarale,2025,2,Box,vendita,lorda,2,520,940,718
017147,Poncarale,2025,2,Capannoni industriali,affitto,lorda,2,2.3,2.7,2.5
017147,Poncarale,2025,2,Capannoni industriali,vendita,lorda,2,420,510,465
017147,Poncarale,2025,2,Capannoni tipici,affitto,lorda,2,2.8,3.6,3.2
017147,Poncarale,2025,2,Capannoni tipici,vendita,lorda,2,475,620,548
017147,Poncarale,2025,2,Laboratori,affitto,lorda,2,3.0,3.9,3.5
017147,Poncarale,2025,2,Laboratori,vendita,lorda,2,510,660,585
017147,Poncarale,2025,2,Magazzini,affitto,lorda,2,2.5,3.2,2.9
017147,Poncarale,2025,2,Magazzini,vendita,lorda,2,390,490,440
017147,Poncarale,2025,2,Negozi,affitto,lorda,2,4.9,8.3,6.5
017147,Poncarale,2025,2,Negozi,vendita,lorda,2,800,1200,1020
017147,Poncarale,2025,2,Posti auto coperti,affitto,lorda,2,1.2,2.2,1.7
017147,Poncarale,2025,2,Posti auto coperti,vendita,lorda,2,365,660,501
017147,Poncarale,2025,2,Posti auto scoperti,affitto,lorda,2,0.9,1.6,1.2
017147,Poncarale,2025,2,Posti auto scoperti,vendita,lorda,2,270,470,365
017147,Poncarale,2025,2,Uffici,affitto,lorda,2,4.7,6.7,5.6
017147,Poncarale,2025,2,Uffici,vendita,lorda,2,830,1250,1050
017147,Poncarale,2025,2,Ville e Villini,affitto,lorda,2,3.7,5.1,4.4
017147,Poncarale,2025,2,Ville e Villini,vendita,lorda,2,1150,1550,1350
017148,Ponte di Legno,2004,2,Abitazioni civili,affitto,netta,4,6.5,12.7,9.6
017148,Ponte di Legno,2004,2,Abitazioni civili,vendita,lorda,4,1430,2520,1990
017148,Ponte di Legno,2004,2,Abitazioni di tipo economico,affitto,netta,4,5.7,11.3,8.7
017148,Ponte di Legno,2004,2,Abitazioni di tipo economico,vendita,lorda,4,1260,2270,1794
017148,Ponte di Legno,2004,2,Autorimesse,affitto,netta,4,3.7,9.7,6.7
017148,Ponte di Legno,2004,2,Autorimesse,vendita,lorda,4,740,1730,1204
017148,Ponte di Legno,2004,2,Box,affitto,netta,4,4.1,10.7,7.5
017148,Ponte di Legno,2004,2,Box,vendita,lorda,4,820,1920,1335
017148,Ponte di Legno,2004,2,Capannoni tipici,affitto,netta,1,2.0,2.8,2.4
017148,Ponte di Legno,2004,2,Capannoni tipici,vendita,lorda,1,300,400,350
017148,Ponte di Legno,2004,2,Laboratori,affitto,netta,1,2.2,3.1,2.7
017148,Ponte di Legno,2004,2,Laboratori,vendita,lorda,1,330,480,405
017148,Ponte di Legno,2004,2,Magazzini,affitto,netta,1,2.3,3.0,2.6
017148,Ponte di Legno,2004,2,Magazzini,vendita,lorda,1,340,440,390
017148,Ponte di Legno,2004,2,Negozi,affitto,netta,4,9.6,32.1,19.2
017148,Ponte di Legno,2004,2,Negozi,vendita,lorda,4,1600,4030,2640
017148,Ponte di Legno,2004,2,Posti auto coperti,affitto,netta,4,2.9,7.5,5.2
017148,Ponte di Legno,2004,2,Posti auto coperti,vendita,lorda,4,580,1350,934
017148,Ponte di Legno,2004,2,Posti auto scoperti,affitto,netta,4,2.2,5.5,3.8
017148,Ponte di Legno,2004,2,Posti auto scoperti,vendita,lorda,4,410,960,668
017148,Ponte di Legno,2004,2,Uffici,affitto,netta,4,7.1,13.8,9.7
017148,Ponte di Legno,2004,2,Uffici,vendita,lorda,4,1420,2490,1878
017148,Ponte di Legno,2004,2,Ville e Villini,affitto,netta,2,7.0,13.7,10.1
017148,Ponte di Legno,2004,2,Ville e Villini,vendita,lorda,2,1550,2750,2105
017148,Ponte di Legno,2005,2,Abitazioni civili,affitto,netta,4,6.8,13.3,10.1
017148,Ponte di Legno,2005,2,Abitazioni civili,vendita,lorda,4,1500,2650,2089
017148,Ponte di Legno,2005,2,Abitazioni di tipo economico,affitto,netta,4,6.0,11.9,9.1
017148,Ponte di Legno,2005,2,Abitazioni di tipo economico,vendita,lorda,4,1320,2380,1884
017148,Ponte di Legno,2005,2,Autorimesse,affitto,netta,4,3.9,10.2,7.1
017148,Ponte di Legno,2005,2,Autorimesse,vendita,lorda,4,780,1820,1265
017148,Ponte di Legno,2005,2,Box,affitto,netta,4,4.3,11.2,7.9
017148,Ponte di Legno,2005,2,Box,vendita,lorda,4,860,2020,1402
017148,Ponte di Legno,2005,2,Capannoni tipici,affitto,netta,1,2.1,3.0,2.5
017148,Ponte di Legno,2005,2,Capannoni tipici,vendita,lorda,1,320,420,370
017148,Ponte di Legno,2005,2,Laboratori,affitto,netta,1,2.3,3.3,2.8
017148,Ponte di Legno,2005,2,Laboratori,vendita,lorda,1,350,510,430
017148,Ponte di Legno,2005,2,Magazzini,affitto,netta,1,2.4,3.2,2.8
017148,Ponte di Legno,2005,2,Magazzini,vendita,lorda,1,360,460,410
017148,Ponte di Legno,2005,2,Negozi,affitto,netta,4,10.1,33.7,20.2
017148,Ponte di Legno,2005,2,Negozi,vendita,lorda,4,1680,4230,2771
017148,Ponte di Legno,2005,2,Posti auto coperti,affitto,netta,4,3.0,7.9,5.5
017148,Ponte di Legno,2005,2,Posti auto coperti,vendita,lorda,4,610,1420,981
017148,Ponte di Legno,2005,2,Posti auto scoperti,affitto,netta,4,2.3,5.8,4.0
017148,Ponte di Legno,2005,2,Posti auto scoperti,vendita,lorda,4,430,1010,702
017148,Ponte di Legno,2005,2,Uffici,affitto,netta,4,7.5,14.5,10.2
017148,Ponte di Legno,2005,2,Uffici,vendita,lorda,4,1490,2610,1971
017148,Ponte di Legno,2005,2,Ville e Villini,affitto,netta,2,7.4,14.4,10.6
017148,Ponte di Legno,2005,2,Ville e Villini,vendita,lorda,2,1630,2890,2215
017148,Ponte di Legno,2006,2,Abitazioni civili,affitto,netta,4,7.1,14.0,10.6
017148,Ponte di Legno,2006,2,Abitazioni civili,vendita,lorda,4,1580,2780,2195
017148,Ponte di Legno,2006,2,Abitazioni di tipo economico,affitto,netta,4,6.3,12.5,9.6
017148,Ponte di Legno,2006,2,Abitazioni di tipo economico,vendita,lorda,4,1390,2500,1980
017148,Ponte di Legno,2006,2,Autorimesse,affitto,netta,4,3.9,10.2,7.1
017148,Ponte di Legno,2006,2,Autorimesse,vendita,lorda,4,780,1820,1265
017148,Ponte di Legno,2006,2,Box,affitto,netta,4,4.3,11.2,7.9
017148,Ponte di Legno,2006,2,Box,vendita,lorda,4,860,2020,1402
017148,Ponte di Legno,2006,2,Capannoni tipici,affitto,netta,1,2.3,3.3,2.8
017148,Ponte di Legno,2006,2,Capannoni tipici,vendita,lorda,1,350,450,400
017148,Ponte di Legno,2006,2,Laboratori,affitto,netta,1,2.5,3.6,3.0
017148,Ponte di Legno,2006,2,Laboratori,vendita,lorda,1,380,560,470
017148,Ponte di Legno,2006,2,Magazzini,affitto,netta,1,2.6,3.4,3.0
017148,Ponte di Legno,2006,2,Magazzini,vendita,lorda,1,380,480,430
017148,Ponte di Legno,2006,2,Negozi,affitto,netta,4,10.6,35.4,21.2
017148,Ponte di Legno,2006,2,Negozi,vendita,lorda,4,1760,4450,2909
017148,Ponte di Legno,2006,2,Posti auto coperti,affitto,netta,4,3.0,7.9,5.5
017148,Ponte di Legno,2006,2,Posti auto coperti,vendita,lorda,4,610,1420,981
017148,Ponte di Legno,2006,2,Posti auto scoperti,affitto,netta,4,2.3,5.8,4.0
017148,Ponte di Legno,2006,2,Posti auto scoperti,vendita,lorda,4,430,1010,702
017148,Ponte di Legno,2006,2,Uffici,affitto,netta,4,7.9,15.2,10.7
017148,Ponte di Legno,2006,2,Uffici,vendita,lorda,4,1560,2740,2070
017148,Ponte di Legno,2006,2,Ville e Villini,affitto,netta,2,7.6,14.8,10.9
017148,Ponte di Legno,2006,2,Ville e Villini,vendita,lorda,2,1680,2980,2282
017148,Ponte di Legno,2007,2,Abitazioni civili,affitto,netta,4,7.2,14.2,10.8
017148,Ponte di Legno,2007,2,Abitazioni civili,vendita,lorda,4,1610,3010,2311
017148,Ponte di Legno,2007,2,Abitazioni di tipo economico,affitto,netta,4,6.4,12.7,9.8
017148,Ponte di Legno,2007,2,Abitazioni di tipo economico,vendita,lorda,4,1420,2700,2085
017148,Ponte di Legno,2007,2,Autorimesse,affitto,netta,4,4.0,10.6,7.1
017148,Ponte di Legno,2007,2,Autorimesse,vendita,lorda,4,800,1970,1335
017148,Ponte di Legno,2007,2,Box,affitto,netta,4,4.4,11.8,7.9
017148,Ponte di Legno,2007,2,Box,vendita,lorda,4,880,2180,1478
017148,Ponte di Legno,2007,2,Capannoni tipici,affitto,netta,1,2.4,3.2,2.8
017148,Ponte di Legno,2007,2,Capannoni tipici,vendita,lorda,1,355,460,408
017148,Ponte di Legno,2007,2,Laboratori,affitto,netta,1,2.7,3.9,3.3
017148,Ponte di Legno,2007,2,Laboratori,vendita,lorda,1,390,570,480
017148,Ponte di Legno,2007,2,Magazzini,affitto,netta,1,2.6,3.4,3.0
017148,Ponte di Legno,2007,2,Magazzini,vendita,lorda,1,380,480,430
017148,Ponte di Legno,2007,2,Negozi,affitto,netta,4,10.6,35.4,21.2
017148,Ponte di Legno,2007,2,Negozi,vendita,lorda,4,1760,4450,2909
017148,Ponte di Legno,2007,2,Posti auto coperti,affitto,netta,4,3.1,7.7,5.3
017148,Ponte di Legno,2007,2,Posti auto coperti,vendita,lorda,4,620,1540,1036
017148,Ponte di Legno,2007,2,Posti auto scoperti,affitto,netta,4,2.3,5.5,3.9
017148,Ponte di Legno,2007,2,Posti auto scoperti,vendita,lorda,4,440,1090,742
017148,Ponte di Legno,2007,2,Uffici,affitto,netta,4,8.1,15.5,10.9
017148,Ponte di Legno,2007,2,Uffici,vendita,lorda,4,1590,2790,2110
017148,Ponte di Legno,2007,2,Ville e Villini,affitto,netta,2,7.8,15.1,11.1
017148,Ponte di Legno,2007,2,Ville e Villini,vendita,lorda,2,1710,3040,2328
017148,Ponte di Legno,2008,2,Abitazioni civili,affitto,netta,4,7.2,15.1,11.2
017148,Ponte di Legno,2008,2,Abitazioni civili,vendita,lorda,4,1610,3190,2388
017148,Ponte di Legno,2008,2,Abitazioni di tipo economico,affitto,netta,4,6.4,13.5,10.1
017148,Ponte di Legno,2008,2,Abitazioni di tipo economico,vendita,lorda,4,1420,2860,2155
017148,Ponte di Legno,2008,2,Autorimesse,affitto,netta,4,4.0,10.6,7.1
017148,Ponte di Legno,2008,2,Autorimesse,vendita,lorda,4,800,1970,1335
017148,Ponte di Legno,2008,2,Box,affitto,netta,4,4.4,11.8,7.9
017148,Ponte di Legno,2008,2,Box,vendita,lorda,4,880,2180,1478
017148,Ponte di Legno,2008,2,Capannoni tipici,affitto,netta,1,2.4,3.2,2.8
017148,Ponte di Legno,2008,2,Capannoni tipici,vendita,lorda,1,355,460,408
017148,Ponte di Legno,2008,2,Laboratori,affitto,netta,1,2.7,3.9,3.3
017148,Ponte di Legno,2008,2,Laboratori,vendita,lorda,1,390,570,480
017148,Ponte di Legno,2008,2,Magazzini,affitto,netta,1,2.7,3.9,3.3
017148,Ponte di Legno,2008,2,Magazzini,vendita,lorda,1,390,570,480
017148,Ponte di Legno,2008,2,Negozi,affitto,netta,4,10.6,35.4,21.2
017148,Ponte di Legno,2008,2,Negozi,vendita,lorda,4,1760,4450,2909
017148,Ponte di Legno,2008,2,Posti auto coperti,affitto,netta,4,3.1,7.7,5.3
017148,Ponte di Legno,2008,2,Posti auto coperti,vendita,lorda,4,620,1540,1036
017148,Ponte di Legno,2008,2,Posti auto scoperti,affitto,netta,4,2.3,5.5,3.9
017148,Ponte di Legno,2008,2,Posti auto scoperti,vendita,lorda,4,440,1090,742
017148,Ponte di Legno,2008,2,Uffici,affitto,netta,4,8.6,16.4,11.6
017148,Ponte di Legno,2008,2,Uffici,vendita,lorda,4,1690,2960,2236
017148,Ponte di Legno,2008,2,Ville e Villini,affitto,netta,2,7.8,15.1,11.1
017148,Ponte di Legno,2008,2,Ville e Villini,vendita,lorda,2,1710,3040,2328
017148,Ponte di Legno,2009,2,Abitazioni civili,affitto,netta,4,6.3,13.5,9.9
017148,Ponte di Legno,2009,2,Abitazioni civili,vendita,lorda,4,1600,3200,2381
017148,Ponte di Legno,2009,2,Abitazioni di tipo economico,affitto,netta,4,5.6,12.2,8.8
017148,Ponte di Legno,2009,2,Abitazioni di tipo economico,vendita,lorda,4,1400,2900,2112
017148,Ponte di Legno,2009,2,Autorimesse,affitto,netta,4,3.5,9.3,6.3
017148,Ponte di Legno,2009,2,Autorimesse,vendita,lorda,4,780,1900,1301
017148,Ponte di Legno,2009,2,Box,affitto,netta,4,3.6,10.4,6.7
017148,Ponte di Legno,2009,2,Box,vendita,lorda,4,850,2100,1438
017148,Ponte di Legno,2009,2,Capannoni tipici,affitto,netta,1,2.4,3.2,2.8
017148,Ponte di Legno,2009,2,Capannoni tipici,vendita,lorda,1,410,530,470
017148,Ponte di Legno,2009,2,Laboratori,affitto,netta,1,2.7,3.9,3.3
017148,Ponte di Legno,2009,2,Laboratori,vendita,lorda,1,450,660,555
017148,Ponte di Legno,2009,2,Magazzini,affitto,netta,1,2.7,3.9,3.3
017148,Ponte di Legno,2009,2,Magazzini,vendita,lorda,1,430,630,530
017148,Ponte di Legno,2009,2,Negozi,affitto,netta,4,10.6,35.4,21.2
017148,Ponte di Legno,2009,2,Negozi,vendita,lorda,4,1750,4500,2919
017148,Ponte di Legno,2009,2,Posti auto coperti,affitto,netta,4,2.5,6.8,4.5
017148,Ponte di Legno,2009,2,Posti auto coperti,vendita,lorda,4,600,1500,1005
017148,Ponte di Legno,2009,2,Posti auto scoperti,affitto,netta,4,1.8,4.8,3.2
017148,Ponte di Legno,2009,2,Posti auto scoperti,vendita,lorda,4,425,1050,718
017148,Ponte di Legno,2009,2,Uffici,affitto,netta,4,8.0,16.4,11.5
017148,Ponte di Legno,2009,2,Uffici,vendita,lorda,4,1700,3200,2412
017148,Ponte di Legno,2009,2,Ville e Villini,affitto,netta,2,6.9,12.5,9.4
017148,Ponte di Legno,2009,2,Ville e Villini,vendita,lorda,2,1750,2950,2288
017148,Ponte di Legno,2010,2,Abitazioni civili,affitto,netta,4,6.6,14.2,10.4
017148,Ponte di Legno,2010,2,Abitazioni civili,vendita,lorda,4,1700,3400,2500
017148,Ponte di Legno,2010,2,Abitazioni di tipo economico,affitto,netta,4,5.9,12.8,9.3
017148,Ponte di Legno,2010,2,Abitazioni di tipo economico,vendita,lorda,4,1450,3000,2212
