codice_istat,comune,anno,indicatore,valore
017020,Borgo San Giacomo,2022,famiglie,2150
017020,Borgo San Giacomo,2023,famiglie,2156
017020,Borgo San Giacomo,2024,famiglie,2187
017020,Borgo San Giacomo,2018,popolazione_in_convivenza,13
017020,Borgo San Giacomo,2019,popolazione_in_convivenza,11
017020,Borgo San Giacomo,2020,popolazione_in_convivenza,12
017020,Borgo San Giacomo,2023,popolazione_in_convivenza,1
017020,Borgo San Giacomo,2024,popolazione_in_convivenza,2
017020,Borgo San Giacomo,2018,popolazione_in_famiglia,5316
017020,Borgo San Giacomo,2019,popolazione_in_famiglia,5382
017020,Borgo San Giacomo,2020,popolazione_in_famiglia,5322
017020,Borgo San Giacomo,2021,popolazione_in_famiglia,5388
017020,Borgo San Giacomo,2022,popolazione_in_famiglia,5420
017020,Borgo San Giacomo,2023,popolazione_in_famiglia,5519
017020,Borgo San Giacomo,2024,popolazione_in_famiglia,5575
017020,Borgo San Giacomo,2018,popolazione_residente,5329
017020,Borgo San Giacomo,2019,popolazione_residente,5393
017020,Borgo San Giacomo,2020,popolazione_residente,5334
017020,Borgo San Giacomo,2021,popolazione_residente,5388
017020,Borgo San Giacomo,2022,popolazione_residente,5420
017020,Borgo San Giacomo,2023,popolazione_residente,5520
017020,Borgo San Giacomo,2024,popolazione_residente,5577
017021,Borgosatollo,2018,famiglie,3749
017021,Borgosatollo,2019,famiglie,3763
017021,Borgosatollo,2020,famiglie,3811
017021,Borgosatollo,2021,famiglie,3796
017021,Borgosatollo,2022,famiglie,3820
017021,Borgosatollo,2023,famiglie,3860
017021,Borgosatollo,2024,famiglie,3882
017021,Borgosatollo,2018,popolazione_in_convivenza,18
017021,Borgosatollo,2019,popolazione_in_convivenza,15
017021,Borgosatollo,2020,popolazione_in_convivenza,15
017021,Borgosatollo,2021,popolazione_in_convivenza,5
017021,Borgosatollo,2022,popolazione_in_convivenza,6
017021,Borgosatollo,2023,popolazione_in_convivenza,5
017021,Borgosatollo,2024,popolazione_in_convivenza,2
017021,Borgosatollo,2018,popolazione_in_famiglia,9131
017021,Borgosatollo,2019,popolazione_in_famiglia,9149
017021,Borgosatollo,2020,popolazione_in_famiglia,9115
017021,Borgosatollo,2021,popolazione_in_famiglia,9056
017021,Borgosatollo,2022,popolazione_in_famiglia,9094
017021,Borgosatollo,2023,popolazione_in_famiglia,9074
017021,Borgosatollo,2024,popolazione_in_famiglia,9090
017021,Borgosatollo,2018,popolazione_residente,9149
017021,Borgosatollo,2019,popolazione_residente,9164
017021,Borgosatollo,2020,popolazione_residente,9130
017021,Borgosatollo,2021,popolazione_residente,9061
017021,Borgosatollo,2022,popolazione_residente,9100
017021,Borgosatollo,2023,popolazione_residente,9079
017021,Borgosatollo,2024,popolazione_residente,9092
017022,Borno,2018,famiglie,1326
017022,Borno,2019,famiglie,1380
017022,Borno,2020,famiglie,1303
017022,Borno,2021,famiglie,1274
017022,Borno,2022,famiglie,1258
017022,Borno,2023,famiglie,1272
017022,Borno,2024,famiglie,1272
017022,Borno,2018,popolazione_in_convivenza,23
017022,Borno,2019,popolazione_in_convivenza,23
017022,Borno,2020,popolazione_in_convivenza,21
017022,Borno,2021,popolazione_in_convivenza,24
017022,Borno,2022,popolazione_in_convivenza,25
017022,Borno,2023,popolazione_in_convivenza,25
017022,Borno,2024,popolazione_in_convivenza,25
017022,Borno,2018,popolazione_in_famiglia,2557
017022,Borno,2019,popolazione_in_famiglia,2617
017022,Borno,2020,popolazione_in_famiglia,2498
017022,Borno,2021,popolazione_in_famiglia,2455
017022,Borno,2022,popolazione_in_famiglia,2411
017022,Borno,2023,popolazione_in_famiglia,2415
017022,Borno,2024,popolazione_in_famiglia,2397
017022,Borno,2018,popolazione_residente,2580
017022,Borno,2019,popolazione_residente,2640
017022,Borno,2020,popolazione_residente,2519
017022,Borno,2021,popolazione_residente,2479
017022,Borno,2022,popolazione_residente,2436
017022,Borno,2023,popolazione_residente,2440
